"","Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
"result.2267",6,-145,165,1,11.09
"result.2268",7,-145,165,1,5.91
"result.2269",8,-145,165,1,2.55
"result.2270",9,-145,165,1,4.91
"result.2271",5,-150,165,1,15.73
"result.2272",6,-150,165,1,11.09
"result.2273",7,-150,165,1,5.91
"result.2274",8,-150,165,1,2.55
"result.2275",9,-150,165,1,4.91
"result.2276",5,-90,170,1,14.91
"result.2277",6,-90,170,1,9.91
"result.2278",7,-90,170,1,5.18
"result.2279",8,-90,170,1,2.64
"result.2280",9,-90,170,1,5.82
"result.2281",5,-95,170,1,14.91
"result.2282",6,-95,170,1,9.91
"result.2283",7,-95,170,1,5.18
"result.2284",8,-95,170,1,2.64
"result.2285",9,-95,170,1,5.82
"result.2286",5,-100,170,1,14.91
"result.2287",6,-100,170,1,9.91
"result.2288",7,-100,170,1,5.18
"result.2289",8,-100,170,1,2.64
"result.2290",9,-100,170,1,5.82
"result.2291",5,-105,170,1,14.91
"result.2292",6,-105,170,1,9.91
"result.2293",7,-105,170,1,5.18
"result.2294",8,-105,170,1,2.64
"result.2295",9,-105,170,1,5.82
"result.2296",5,-110,170,1,14.91
"result.2297",6,-110,170,1,9.91
"result.2298",7,-110,170,1,5.18
"result.2299",8,-110,170,1,2.64
"result.2300",9,-110,170,1,5.82
"result.2301",5,-115,170,1,14.91
"result.2302",6,-115,170,1,9.91
"result.2303",7,-115,170,1,5.18
"result.2304",8,-115,170,1,2.64
"result.2305",9,-115,170,1,5.82
"result.2306",5,-120,170,1,14.91
"result.2307",6,-120,170,1,9.91
"result.2308",7,-120,170,1,5.18
"result.2309",8,-120,170,1,2.64
"result.2310",9,-120,170,1,5.82
"result.2311",5,-125,170,1,14.91
"result.2312",6,-125,170,1,9.91
"result.2313",7,-125,170,1,5.18
"result.2314",8,-125,170,1,2.64
"result.2315",9,-125,170,1,5.82
"result.2316",5,-130,170,1,14.91
"result.2317",6,-130,170,1,9.91
"result.2318",7,-130,170,1,5.18
"result.2319",8,-130,170,1,2.64
"result.2320",9,-130,170,1,5.82
"result.2321",5,-135,170,1,14.91
"result.2322",6,-135,170,1,9.91
"result.2323",7,-135,170,1,5.18
"result.2324",8,-135,170,1,2.64
"result.2325",9,-135,170,1,5.82
"result.2326",5,-140,170,1,14.91
"result.2327",6,-140,170,1,9.91
"result.2328",7,-140,170,1,5.18
"result.2329",8,-140,170,1,2.64
"result.2330",9,-140,170,1,5.82
"result.2331",5,-145,170,1,14.91
"result.2332",6,-145,170,1,9.91
"result.2333",7,-145,170,1,5.18
"result.2334",8,-145,170,1,2.64
"result.2335",9,-145,170,1,5.82
"result.2336",5,-150,170,1,14.91
"result.2337",6,-150,170,1,9.91
"result.2338",7,-150,170,1,5.18
"result.2339",8,-150,170,1,2.64
"result.2340",9,-150,170,1,5.82
"result.2341",5,-90,175,1,14
"result.2342",6,-90,175,1,8.82
"result.2343",7,-90,175,1,4.27
"result.2344",8,-90,175,1,3.18
"result.2345",9,-90,175,1,6.45
"result.2346",5,-95,175,1,14
"result.2347",6,-95,175,1,8.82
"result.2348",7,-95,175,1,4.27
"result.2349",8,-95,175,1,3.18
"result.2350",9,-95,175,1,6.45
"result.2351",5,-100,175,1,14
"result.2352",6,-100,175,1,8.82
"result.2353",7,-100,175,1,4.27
"result.2354",8,-100,175,1,3.18
"result.2355",9,-100,175,1,6.45
"result.2356",5,-105,175,1,14
"result.2357",6,-105,175,1,8.82
"result.2358",7,-105,175,1,4.27
"result.2359",8,-105,175,1,3.18
"result.2360",9,-105,175,1,6.45
"result.2361",5,-110,175,1,14
"result.2362",6,-110,175,1,8.82
"result.2363",7,-110,175,1,4.27
"result.2364",8,-110,175,1,3.18
"result.2365",9,-110,175,1,6.45
"result.2366",5,-115,175,1,14
"result.2367",6,-115,175,1,8.82
"result.2368",7,-115,175,1,4.27
"result.2369",8,-115,175,1,3.18
"result.2370",9,-115,175,1,6.45
"result.2371",5,-120,175,1,14
"result.2372",6,-120,175,1,8.82
"result.2373",7,-120,175,1,4.27
"result.2374",8,-120,175,1,3.18
"result.2375",9,-120,175,1,6.45
"result.2376",5,-125,175,1,14
"result.2377",6,-125,175,1,8.82
"result.2378",7,-125,175,1,4.27
"result.2379",8,-125,175,1,3.18
"result.2380",9,-125,175,1,6.45
"result.2381",5,-130,175,1,14
"result.2382",6,-130,175,1,8.82
"result.2383",7,-130,175,1,4.27
"result.2384",8,-130,175,1,3.18
"result.2385",9,-130,175,1,6.45
"result.2386",5,-135,175,1,14
"result.2387",6,-135,175,1,8.82
"result.2388",7,-135,175,1,4.27
"result.2389",8,-135,175,1,3.18
"result.2390",9,-135,175,1,6.45
"result.2391",5,-140,175,1,14
"result.2392",6,-140,175,1,8.82
"result.2393",7,-140,175,1,4.27
"result.2394",8,-140,175,1,3.18
"result.2395",9,-140,175,1,6.45
"result.2396",5,-145,175,1,14
"result.2397",6,-145,175,1,8.82
"result.2398",7,-145,175,1,4.27
"result.2399",8,-145,175,1,3.18
"result.2400",9,-145,175,1,6.45
"result.2401",5,-150,175,1,14
"result.2402",6,-150,175,1,8.82
"result.2403",7,-150,175,1,4.27
"result.2404",8,-150,175,1,3.18
"result.2405",9,-150,175,1,6.45
"result.2406",5,-90,180,1,13
"result.2407",6,-90,180,1,8.09
"result.2408",7,-90,180,1,3.45
"result.2409",8,-90,180,1,3.36
"result.2410",9,-90,180,1,7.09
"result.2411",5,-95,180,1,13
"result.2412",6,-95,180,1,8.09
"result.2413",7,-95,180,1,3.45
"result.2414",8,-95,180,1,3.36
"result.2415",9,-95,180,1,7.09
"result.2416",5,-100,180,1,13
"result.2417",6,-100,180,1,8.09
"result.2418",7,-100,180,1,3.45
"result.2419",8,-100,180,1,3.36
"result.2420",9,-100,180,1,7.09
"result.2421",5,-105,180,1,13
"result.2422",6,-105,180,1,8.09
"result.2423",7,-105,180,1,3.45
"result.2424",8,-105,180,1,3.36
"result.2425",9,-105,180,1,7.09
"result.2426",5,-110,180,1,13
"result.2427",6,-110,180,1,8.09
"result.2428",7,-110,180,1,3.45
"result.2429",8,-110,180,1,3.36
"result.2430",9,-110,180,1,7.09
"result.2431",5,-115,180,1,13
"result.2432",6,-115,180,1,8.09
"result.2433",7,-115,180,1,3.45
"result.2434",8,-115,180,1,3.36
"result.2435",9,-115,180,1,7.09
"result.2436",5,-120,180,1,13
"result.2437",6,-120,180,1,8.09
"result.2438",7,-120,180,1,3.45
"result.2439",8,-120,180,1,3.36
"result.2440",9,-120,180,1,7.09
"result.2441",5,-125,180,1,13
"result.2442",6,-125,180,1,8.09
"result.2443",7,-125,180,1,3.45
"result.2444",8,-125,180,1,3.36
"result.2445",9,-125,180,1,7.09
"result.2446",5,-130,180,1,13
"result.2447",6,-130,180,1,8.09
"result.2448",7,-130,180,1,3.45
"result.2449",8,-130,180,1,3.36
"result.2450",9,-130,180,1,7.09
"result.2451",5,-135,180,1,13
"result.2452",6,-135,180,1,8.09
"result.2453",7,-135,180,1,3.45
"result.2454",8,-135,180,1,3.36
"result.2455",9,-135,180,1,7.09
"result.2456",5,-140,180,1,13
"result.2457",6,-140,180,1,8.09
"result.2458",7,-140,180,1,3.45
"result.2459",8,-140,180,1,3.36
"result.2460",9,-140,180,1,7.09
"result.2461",5,-145,180,1,13
"result.2462",6,-145,180,1,8.09
"result.2463",7,-145,180,1,3.45
"result.2464",8,-145,180,1,3.36
"result.2465",9,-145,180,1,7.09
"result.2466",5,-150,180,1,13
"result.2467",6,-150,180,1,8.09
"result.2468",7,-150,180,1,3.45
"result.2469",8,-150,180,1,3.36
"result.2470",9,-150,180,1,7.09
"result.2471",5,-90,185,1,12.36
"result.2472",6,-90,185,1,7.45
"result.2473",7,-90,185,1,2.82
"result.2474",8,-90,185,1,3.45
"result.2475",9,-90,185,1,8
"result.2476",5,-95,185,1,12.36
"result.2477",6,-95,185,1,7.45
"result.2478",7,-95,185,1,2.82
"result.2479",8,-95,185,1,3.45
"result.2480",9,-95,185,1,8
"result.2481",5,-100,185,1,12.36
"result.2482",6,-100,185,1,7.45
"result.2483",7,-100,185,1,2.82
"result.2484",8,-100,185,1,3.45
"result.2485",9,-100,185,1,8
"result.2486",5,-105,185,1,12.36
"result.2487",6,-105,185,1,7.45
"result.2488",7,-105,185,1,2.82
"result.2489",8,-105,185,1,3.45
"result.2490",9,-105,185,1,8
"result.2491",5,-110,185,1,12.36
"result.2492",6,-110,185,1,7.45
"result.2493",7,-110,185,1,2.82
"result.2494",8,-110,185,1,3.45
"result.2495",9,-110,185,1,8
"result.2496",5,-115,185,1,12.36
"result.2497",6,-115,185,1,7.45
"result.2498",7,-115,185,1,2.82
"result.2499",8,-115,185,1,3.45
"result.2500",9,-115,185,1,8
"result.2501",5,-120,185,1,12.36
"result.2502",6,-120,185,1,7.45
"result.2503",7,-120,185,1,2.82
"result.2504",8,-120,185,1,3.45
"result.2505",9,-120,185,1,8
"result.2506",5,-125,185,1,12.36
"result.2507",6,-125,185,1,7.45
"result.2508",7,-125,185,1,2.82
"result.2509",8,-125,185,1,3.45
"result.2510",9,-125,185,1,8
"result.2511",5,-130,185,1,12.36
"result.2512",6,-130,185,1,7.45
"result.2513",7,-130,185,1,2.82
"result.2514",8,-130,185,1,3.45
"result.2515",9,-130,185,1,8
"result.2516",5,-135,185,1,12.36
"result.2517",6,-135,185,1,7.45
"result.2518",7,-135,185,1,2.82
"result.2519",8,-135,185,1,3.45
"result.2520",9,-135,185,1,8
"result.2521",5,-140,185,1,12.36
"result.2522",6,-140,185,1,7.45
"result.2523",7,-140,185,1,2.82
"result.2524",8,-140,185,1,3.45
"result.2525",9,-140,185,1,8
"result.2526",5,-145,185,1,12.36
"result.2527",6,-145,185,1,7.45
"result.2528",7,-145,185,1,2.82
"result.2529",8,-145,185,1,3.45
"result.2530",9,-145,185,1,8
"result.2531",5,-150,185,1,12.36
"result.2532",6,-150,185,1,7.45
"result.2533",7,-150,185,1,2.82
"result.2534",8,-150,185,1,3.45
"result.2535",9,-150,185,1,8
"result.2536",5,-90,190,1,11.45
"result.2537",6,-90,190,1,6.64
"result.2538",7,-90,190,1,2.55
"result.2539",8,-90,190,1,4.09
"result.2540",9,-90,190,1,8.64
"result.2541",5,-95,190,1,11.45
"result.2542",6,-95,190,1,6.64
"result.2543",7,-95,190,1,2.55
"result.2544",8,-95,190,1,4.09
"result.2545",9,-95,190,1,8.64
"result.2546",5,-100,190,1,11.45
"result.2547",6,-100,190,1,6.64
"result.2548",7,-100,190,1,2.55
"result.2549",8,-100,190,1,4.09
"result.2550",9,-100,190,1,8.64
"result.2551",5,-105,190,1,11.45
"result.2552",6,-105,190,1,6.64
"result.2553",7,-105,190,1,2.55
"result.2554",8,-105,190,1,4.09
"result.2555",9,-105,190,1,8.64
"result.2556",5,-110,190,1,11.45
"result.2557",6,-110,190,1,6.64
"result.2558",7,-110,190,1,2.55
"result.2559",8,-110,190,1,4.09
"result.2560",9,-110,190,1,8.64
"result.2561",5,-115,190,1,11.45
"result.2562",6,-115,190,1,6.64
"result.2563",7,-115,190,1,2.55
"result.2564",8,-115,190,1,4.09
"result.2565",9,-115,190,1,8.64
"result.2566",5,-120,190,1,11.45
"result.2567",6,-120,190,1,6.64
"result.2568",7,-120,190,1,2.55
"result.2569",8,-120,190,1,4.09
"result.2570",9,-120,190,1,8.64
"result.2571",5,-125,190,1,11.45
"result.2572",6,-125,190,1,6.64
"result.2573",7,-125,190,1,2.55
"result.2574",8,-125,190,1,4.09
"result.2575",9,-125,190,1,8.64
"result.2576",5,-130,190,1,11.45
"result.2577",6,-130,190,1,6.64
"result.2578",7,-130,190,1,2.55
"result.2579",8,-130,190,1,4.09
"result.2580",9,-130,190,1,8.64
"result.2581",5,-135,190,1,11.45
"result.2582",6,-135,190,1,6.64
"result.2583",7,-135,190,1,2.55
"result.2584",8,-135,190,1,4.09
"result.2585",9,-135,190,1,8.64
"result.2586",5,-140,190,1,11.45
"result.2587",6,-140,190,1,6.64
"result.2588",7,-140,190,1,2.55
"result.2589",8,-140,190,1,4.09
"result.2590",9,-140,190,1,8.64
"result.2591",5,-145,190,1,11.45
"result.2592",6,-145,190,1,6.64
"result.2593",7,-145,190,1,2.55
"result.2594",8,-145,190,1,4.09
"result.2595",9,-145,190,1,8.64
"result.2596",5,-150,190,1,11.45
"result.2597",6,-150,190,1,6.64
"result.2598",7,-150,190,1,2.55
"result.2599",8,-150,190,1,4.09
"result.2600",9,-150,190,1,8.64
"result.2601",5,-90,195,1,10.45
"result.2602",6,-90,195,1,5.91
"result.2603",7,-90,195,1,2.18
"result.2604",8,-90,195,1,4.45
"result.2605",9,-90,195,1,9.73
"result.2606",5,-95,195,1,10.45
"result.2607",6,-95,195,1,5.91
"result.2608",7,-95,195,1,2.18
"result.2609",8,-95,195,1,4.45
"result.2610",9,-95,195,1,9.73
"result.2611",5,-100,195,1,10.45
"result.2612",6,-100,195,1,5.91
"result.2613",7,-100,195,1,2.18
"result.2614",8,-100,195,1,4.45
"result.2615",9,-100,195,1,9.73
"result.2616",5,-105,195,1,10.45
"result.2617",6,-105,195,1,5.91
"result.2618",7,-105,195,1,2.18
"result.2619",8,-105,195,1,4.45
"result.2620",9,-105,195,1,9.73
"result.2621",5,-110,195,1,10.45
"result.2622",6,-110,195,1,5.91
"result.2623",7,-110,195,1,2.18
"result.2624",8,-110,195,1,4.45
"result.2625",9,-110,195,1,9.73
"result.2626",5,-115,195,1,10.45
"result.2627",6,-115,195,1,5.91
"result.2628",7,-115,195,1,2.18
"result.2629",8,-115,195,1,4.45
"result.2630",9,-115,195,1,9.73
"result.2631",5,-120,195,1,10.45
"result.2632",6,-120,195,1,5.91
"result.2633",7,-120,195,1,2.18
"result.2634",8,-120,195,1,4.45
"result.2635",9,-120,195,1,9.73
"result.2636",5,-125,195,1,10.45
"result.2637",6,-125,195,1,5.91
"result.2638",7,-125,195,1,2.18
"result.2639",8,-125,195,1,4.45
"result.2640",9,-125,195,1,9.73
"result.2641",5,-130,195,1,10.45
"result.2642",6,-130,195,1,5.91
"result.2643",7,-130,195,1,2.18
"result.2644",8,-130,195,1,4.45
"result.2645",9,-130,195,1,9.73
"result.2646",5,-135,195,1,10.45
"result.2647",6,-135,195,1,5.91
"result.2648",7,-135,195,1,2.18
"result.2649",8,-135,195,1,4.45
"result.2650",9,-135,195,1,9.73
"result.2651",5,-140,195,1,10.45
"result.2652",6,-140,195,1,5.91
"result.2653",7,-140,195,1,2.18
"result.2654",8,-140,195,1,4.45
"result.2655",9,-140,195,1,9.73
"result.2656",5,-145,195,1,10.45
"result.2657",6,-145,195,1,5.91
"result.2658",7,-145,195,1,2.18
"result.2659",8,-145,195,1,4.45
"result.2660",9,-145,195,1,9.73
"result.2661",5,-150,195,1,10.45
"result.2662",6,-150,195,1,5.91
"result.2663",7,-150,195,1,2.18
"result.2664",8,-150,195,1,4.45
"result.2665",9,-150,195,1,9.73
"result.2666",5,-90,200,1,9.64
"result.2667",6,-90,200,1,5.18
"result.2668",7,-90,200,1,2.55
"result.2669",8,-90,200,1,5.36
"result.2670",9,-90,200,1,10.64
"result.2671",5,-95,200,1,9.64
"result.2672",6,-95,200,1,5.18
"result.2673",7,-95,200,1,2.55
"result.2674",8,-95,200,1,5.36
"result.2675",9,-95,200,1,10.64
"result.2676",5,-100,200,1,9.64
"result.2677",6,-100,200,1,5.18
"result.2678",7,-100,200,1,2.55
"result.2679",8,-100,200,1,5.36
"result.2680",9,-100,200,1,10.64
"result.2681",5,-105,200,1,9.64
"result.2682",6,-105,200,1,5.18
"result.2683",7,-105,200,1,2.55
"result.2684",8,-105,200,1,5.36
"result.2685",9,-105,200,1,10.64
"result.2686",5,-110,200,1,9.64
"result.2687",6,-110,200,1,5.18
"result.2688",7,-110,200,1,2.55
"result.2689",8,-110,200,1,5.36
"result.2690",9,-110,200,1,10.64
"result.2691",5,-115,200,1,9.64
"result.2692",6,-115,200,1,5.18
"result.2693",7,-115,200,1,2.55
"result.2694",8,-115,200,1,5.36
"result.2695",9,-115,200,1,10.64
"result.2696",5,-120,200,1,9.64
"result.2697",6,-120,200,1,5.18
"result.2698",7,-120,200,1,2.55
"result.2699",8,-120,200,1,5.36
"result.2700",9,-120,200,1,10.64
"result.2701",5,-125,200,1,9.64
"result.2702",6,-125,200,1,5.18
"result.2703",7,-125,200,1,2.55
"result.2704",8,-125,200,1,5.36
"result.2705",9,-125,200,1,10.64
"result.2706",5,-130,200,1,9.64
"result.2707",6,-130,200,1,5.18
"result.2708",7,-130,200,1,2.55
"result.2709",8,-130,200,1,5.36
"result.2710",9,-130,200,1,10.64
"result.2711",5,-135,200,1,9.64
"result.2712",6,-135,200,1,5.18
"result.2713",7,-135,200,1,2.55
"result.2714",8,-135,200,1,5.36
"result.2715",9,-135,200,1,10.64
"result.2716",5,-140,200,1,9.64
"result.2717",6,-140,200,1,5.18
"result.2718",7,-140,200,1,2.55
"result.2719",8,-140,200,1,5.36
"result.2720",9,-140,200,1,10.64
"result.2721",5,-145,200,1,9.64
"result.2722",6,-145,200,1,5.18
"result.2723",7,-145,200,1,2.55
"result.2724",8,-145,200,1,5.36
"result.2725",9,-145,200,1,10.64
"result.2726",5,-150,200,1,9.64
"result.2727",6,-150,200,1,5.18
"result.2728",7,-150,200,1,2.55
"result.2729",8,-150,200,1,5.36
"result.2730",9,-150,200,1,10.64
"result.2731",5,-90,205,1,8.73
"result.2732",6,-90,205,1,4.27
"result.2733",7,-90,205,1,2.82
"result.2734",8,-90,205,1,6.18
"result.2735",9,-90,205,1,11.27
"result.2736",5,-95,205,1,8.73
"result.2737",6,-95,205,1,4.27
"result.2738",7,-95,205,1,2.82
"result.2739",8,-95,205,1,6.18
"result.2740",9,-95,205,1,11.27
"result.2741",5,-100,205,1,8.73
"result.2742",6,-100,205,1,4.27
"result.2743",7,-100,205,1,2.82
"result.2744",8,-100,205,1,6.18
"result.2745",9,-100,205,1,11.27
"result.2746",5,-105,205,1,8.73
"result.2747",6,-105,205,1,4.27
"result.2748",7,-105,205,1,2.82
"result.2749",8,-105,205,1,6.18
"result.2750",9,-105,205,1,11.27
"result.2751",5,-110,205,1,8.73
"result.2752",6,-110,205,1,4.27
"result.2753",7,-110,205,1,2.82
"result.2754",8,-110,205,1,6.18
"result.2755",9,-110,205,1,11.27
"result.2756",5,-115,205,1,8.73
"result.2757",6,-115,205,1,4.27
"result.2758",7,-115,205,1,2.82
"result.2759",8,-115,205,1,6.18
"result.2760",9,-115,205,1,11.27
"result.2761",5,-120,205,1,8.73
"result.2762",6,-120,205,1,4.27
"result.2763",7,-120,205,1,2.82
"result.2764",8,-120,205,1,6.18
"result.2765",9,-120,205,1,11.27
"result.2766",5,-125,205,1,8.73
"result.2767",6,-125,205,1,4.27
"result.2768",7,-125,205,1,2.82
"result.2769",8,-125,205,1,6.18
"result.2770",9,-125,205,1,11.27
"result.2771",5,-130,205,1,8.73
"result.2772",6,-130,205,1,4.27
"result.2773",7,-130,205,1,2.82
"result.2774",8,-130,205,1,6.18
"result.2775",9,-130,205,1,11.27
"result.2776",5,-135,205,1,8.73
"result.2777",6,-135,205,1,4.27
"result.2778",7,-135,205,1,2.82
"result.2779",8,-135,205,1,6.18
"result.2780",9,-135,205,1,11.27
"result.2781",5,-140,205,1,8.73
"result.2782",6,-140,205,1,4.27
"result.2783",7,-140,205,1,2.82
"result.2784",8,-140,205,1,6.18
"result.2785",9,-140,205,1,11.27
"result.2786",5,-145,205,1,8.73
"result.2787",6,-145,205,1,4.27
"result.2788",7,-145,205,1,2.82
"result.2789",8,-145,205,1,6.18
"result.2790",9,-145,205,1,11.27
"result.2791",5,-150,205,1,8.73
"result.2792",6,-150,205,1,4.27
"result.2793",7,-150,205,1,2.82
"result.2794",8,-150,205,1,6.18
"result.2795",9,-150,205,1,11.27
"result.2796",5,-90,210,1,8
"result.2797",6,-90,210,1,3.73
"result.2798",7,-90,210,1,3.18
"result.2799",8,-90,210,1,6.91
"result.2800",9,-90,210,1,12.18
"result.2801",5,-95,210,1,8
"result.2802",6,-95,210,1,3.73
"result.2803",7,-95,210,1,3.18
"result.2804",8,-95,210,1,6.91
"result.2805",9,-95,210,1,12.18
"result.2806",5,-100,210,1,8
"result.2807",6,-100,210,1,3.73
"result.2808",7,-100,210,1,3.18
"result.2809",8,-100,210,1,6.91
"result.2810",9,-100,210,1,12.18
"result.2811",5,-105,210,1,8
"result.2812",6,-105,210,1,3.73
"result.2813",7,-105,210,1,3.18
"result.2814",8,-105,210,1,6.91
"result.2815",9,-105,210,1,12.18
"result.2816",5,-110,210,1,8
"result.2817",6,-110,210,1,3.73
"result.2818",7,-110,210,1,3.18
"result.2819",8,-110,210,1,6.91
"result.2820",9,-110,210,1,12.18
"result.2821",5,-115,210,1,8
"result.2822",6,-115,210,1,3.73
"result.2823",7,-115,210,1,3.18
"result.2824",8,-115,210,1,6.91
"result.2825",9,-115,210,1,12.18
"result.2826",5,-120,210,1,8
"result.2827",6,-120,210,1,3.73
"result.2828",7,-120,210,1,3.18
"result.2829",8,-120,210,1,6.91
"result.2830",9,-120,210,1,12.18
"result.2831",5,-125,210,1,8
"result.2832",6,-125,210,1,3.73
"result.2833",7,-125,210,1,3.18
"result.2834",8,-125,210,1,6.91
"result.2835",9,-125,210,1,12.18
"result.2836",5,-130,210,1,8
"result.2837",6,-130,210,1,3.73
"result.2838",7,-130,210,1,3.18
"result.2839",8,-130,210,1,6.91
"result.2840",9,-130,210,1,12.18
"result.2841",5,-135,210,1,8
"result.2842",6,-135,210,1,3.73
"result.2843",7,-135,210,1,3.18
"result.2844",8,-135,210,1,6.91
"result.2845",9,-135,210,1,12.18
"result.2846",5,-140,210,1,8
"result.2847",6,-140,210,1,3.73
"result.2848",7,-140,210,1,3.18
"result.2849",8,-140,210,1,6.91
"result.2850",9,-140,210,1,12.18
"result.2851",5,-145,210,1,8
"result.2852",6,-145,210,1,3.73
"result.2853",7,-145,210,1,3.18
"result.2854",8,-145,210,1,6.91
"result.2855",9,-145,210,1,12.18
"result.2856",5,-150,210,1,8
"result.2857",6,-150,210,1,3.73
"result.2858",7,-150,210,1,3.18
"result.2859",8,-150,210,1,6.91
"result.2860",9,-150,210,1,12.18
"result.2861",5,-90,215,1,7.45
"result.2862",6,-90,215,1,3.18
"result.2863",7,-90,215,1,3.27
"result.2864",8,-90,215,1,7.45
"result.2865",9,-90,215,1,13.18
"result.2866",5,-95,215,1,7.45
"result.2867",6,-95,215,1,3.18
"result.2868",7,-95,215,1,3.27
"result.2869",8,-95,215,1,7.45
"result.2870",9,-95,215,1,13.18
"result.2871",5,-100,215,1,7.45
"result.2872",6,-100,215,1,3.18
"result.2873",7,-100,215,1,3.27
"result.2874",8,-100,215,1,7.45
"result.2875",9,-100,215,1,13.18
"result.2876",5,-105,215,1,7.45
"result.2877",6,-105,215,1,3.18
"result.2878",7,-105,215,1,3.27
"result.2879",8,-105,215,1,7.45
"result.2880",9,-105,215,1,13.18
"result.2881",5,-110,215,1,7.45
"result.2882",6,-110,215,1,3.18
"result.2883",7,-110,215,1,3.27
"result.2884",8,-110,215,1,7.45
"result.2885",9,-110,215,1,13.18
"result.2886",5,-115,215,1,7.45
"result.2887",6,-115,215,1,3.18
"result.2888",7,-115,215,1,3.27
"result.2889",8,-115,215,1,7.45
"result.2890",9,-115,215,1,13.18
"result.2891",5,-120,215,1,7.45
"result.2892",6,-120,215,1,3.18
"result.2893",7,-120,215,1,3.27
"result.2894",8,-120,215,1,7.45
"result.2895",9,-120,215,1,13.18
"result.2896",5,-125,215,1,7.45
"result.2897",6,-125,215,1,3.18
"result.2898",7,-125,215,1,3.27
"result.2899",8,-125,215,1,7.45
"result.2900",9,-125,215,1,13.18
"result.2901",5,-130,215,1,7.45
"result.2902",6,-130,215,1,3.18
"result.2903",7,-130,215,1,3.27
"result.2904",8,-130,215,1,7.45
"result.2905",9,-130,215,1,13.18
"result.2906",5,-135,215,1,7.45
"result.2907",6,-135,215,1,3.18
"result.2908",7,-135,215,1,3.27
"result.2909",8,-135,215,1,7.45
"result.2910",9,-135,215,1,13.18
"result.2911",5,-140,215,1,7.45
"result.2912",6,-140,215,1,3.18
"result.2913",7,-140,215,1,3.27
"result.2914",8,-140,215,1,7.45
"result.2915",9,-140,215,1,13.18
"result.2916",5,-145,215,1,7.45
"result.2917",6,-145,215,1,3.18
"result.2918",7,-145,215,1,3.27
"result.2919",8,-145,215,1,7.45
"result.2920",9,-145,215,1,13.18
"result.2921",5,-150,215,1,7.45
"result.2922",6,-150,215,1,3.18
"result.2923",7,-150,215,1,3.27
"result.2924",8,-150,215,1,7.45
"result.2925",9,-150,215,1,13.18
"result.2926",5,-90,220,1,6.82
"result.2927",6,-90,220,1,2.91
"result.2928",7,-90,220,1,3.82
"result.2929",8,-90,220,1,8.09
"result.2930",9,-90,220,1,13.82
"result.2931",5,-95,220,1,6.82
"result.2932",6,-95,220,1,2.91
"result.2933",7,-95,220,1,3.82
"result.2934",8,-95,220,1,8.09
"result.2935",9,-95,220,1,13.82
"result.2936",5,-100,220,1,6.82
"result.2937",6,-100,220,1,2.91
"result.2938",7,-100,220,1,3.82
"result.2939",8,-100,220,1,8.09
"result.2940",9,-100,220,1,13.82
"result.2941",5,-105,220,1,6.82
"result.2942",6,-105,220,1,2.91
"result.2943",7,-105,220,1,3.82
"result.2944",8,-105,220,1,8.09
"result.2945",9,-105,220,1,13.82
"result.2946",5,-110,220,1,6.82
"result.2947",6,-110,220,1,2.91
"result.2948",7,-110,220,1,3.82
"result.2949",8,-110,220,1,8.09
"result.2950",9,-110,220,1,13.82
"result.2951",5,-115,220,1,6.82
"result.2952",6,-115,220,1,2.91
"result.2953",7,-115,220,1,3.82
"result.2954",8,-115,220,1,8.09
"result.2955",9,-115,220,1,13.82
"result.2956",5,-120,220,1,6.82
"result.2957",6,-120,220,1,2.91
"result.2958",7,-120,220,1,3.82
"result.2959",8,-120,220,1,8.09
"result.2960",9,-120,220,1,13.82
"result.2961",5,-125,220,1,6.82
"result.2962",6,-125,220,1,2.91
"result.2963",7,-125,220,1,3.82
"result.2964",8,-125,220,1,8.09
"result.2965",9,-125,220,1,13.82
"result.2966",5,-130,220,1,6.82
"result.2967",6,-130,220,1,2.91
"result.2968",7,-130,220,1,3.82
"result.2969",8,-130,220,1,8.09
"result.2970",9,-130,220,1,13.82
"result.2971",5,-135,220,1,6.82
"result.2972",6,-135,220,1,2.91
"result.2973",7,-135,220,1,3.82
"result.2974",8,-135,220,1,8.09
"result.2975",9,-135,220,1,13.82
"result.2976",5,-140,220,1,6.82
"result.2977",6,-140,220,1,2.91
"result.2978",7,-140,220,1,3.82
"result.2979",8,-140,220,1,8.09
"result.2980",9,-140,220,1,13.82
"result.2981",5,-145,220,1,6.82
"result.2982",6,-145,220,1,2.91
"result.2983",7,-145,220,1,3.82
"result.2984",8,-145,220,1,8.09
"result.2985",9,-145,220,1,13.82
"result.2986",5,-150,220,1,6.82
"result.2987",6,-150,220,1,2.91
"result.2988",7,-150,220,1,3.82
"result.2989",8,-150,220,1,8.09
"result.2990",9,-150,220,1,13.82
"result.2991",5,-90,225,1,6.18
"result.2992",6,-90,225,1,2.55
"result.2993",7,-90,225,1,4.09
"result.2994",8,-90,225,1,8.82
"result.2995",9,-90,225,1,14.64
"result.2996",5,-95,225,1,6.18
"result.2997",6,-95,225,1,2.55
"result.2998",7,-95,225,1,4.09
"result.2999",8,-95,225,1,8.82
"result.3000",9,-95,225,1,14.64
"result.3001",5,-100,225,1,6.18
"result.3002",6,-100,225,1,2.55
"result.3003",7,-100,225,1,4.09
"result.3004",8,-100,225,1,8.82
"result.3005",9,-100,225,1,14.64
"result.3006",5,-105,225,1,6.18
