"boostings","learning_rates","max_bins","min_data_in_leaf","num_leaves","max_depth","val_auc","test_auc"
1,0.1,64,12,64,-1,0.796306360708535,0.813508902335707
1,0.1,64,12,64,30,0.796306360708535,0.813508902335707
1,0.1,64,12,64,50,0.796306360708535,0.813508902335707
