"","id","date","tmax","tmin","prcp","year","month","day"
"245","CA001108395",1958-01-30,7.2,2.8,19.1,"1958",1,30
"246","CA001108395",1958-01-31,7.8,2.8,7.1,"1958",1,31
"247","CA001108395",1958-02-01,9.4,2.8,1,"1958",2,1
"248","CA001108395",1958-02-02,8.9,1.1,0,"1958",2,2
"249","CA001108395",1958-02-03,7.8,-0.6,7.4,"1958",2,3
"250","CA001108395",1958-02-04,8.3,-0.6,4.1,"1958",2,4
"251","CA001108395",1958-02-05,8.3,1.1,0,"1958",2,5
"252","CA001108395",1958-02-06,8.9,1.1,2,"1958",2,6
"253","CA001108395",1958-02-07,8.9,5,7.1,"1958",2,7
"254","CA001108395",1958-02-08,8.9,5,6.1,"1958",2,8
"255","CA001108395",1958-02-09,10.6,7.2,5.1,"1958",2,9
"256","CA001108395",1958-02-10,8.9,6.1,9.9,"1958",2,10
"257","CA001108395",1958-02-11,11.7,0.6,0.3,"1958",2,11
"258","CA001108395",1958-02-12,10,0.6,11.9,"1958",2,12
"259","CA001108395",1958-02-13,6.7,5.6,9.9,"1958",2,13
"260","CA001108395",1958-02-14,8.9,4.4,0.5,"1958",2,14
"261","CA001108395",1958-02-15,8.9,4.4,1,"1958",2,15
"262","CA001108395",1958-02-16,10.6,5,14,"1958",2,16
"263","CA001108395",1958-02-17,11.1,6.1,5.1,"1958",2,17
"264","CA001108395",1958-02-18,10.6,6.1,14,"1958",2,18
"265","CA001108395",1958-02-19,14.4,6.7,4.1,"1958",2,19
"266","CA001108395",1958-02-20,13.3,6.7,0,"1958",2,20
"267","CA001108395",1958-02-21,12.8,6.7,1,"1958",2,21
"268","CA001108395",1958-02-22,12.8,6.7,11.9,"1958",2,22
"269","CA001108395",1958-02-23,11.7,7.2,2,"1958",2,23
"270","CA001108395",1958-02-24,14.4,7.8,5.1,"1958",2,24
"271","CA001108395",1958-02-25,15,7.2,6.1,"1958",2,25
"272","CA001108395",1958-02-26,10.6,2.2,7.1,"1958",2,26
"273","CA001108395",1958-02-27,9.4,1.7,0,"1958",2,27
"274","CA001108395",1958-02-28,8.3,0.6,0.3,"1958",2,28
"275","CA001108395",1958-03-01,8.9,-1.7,0.8,"1958",3,1
"276","CA001108395",1958-03-02,8.9,-1.7,3.8,"1958",3,2
"277","CA001108395",1958-03-03,9.4,-0.6,0,"1958",3,3
"278","CA001108395",1958-03-04,10,-0.6,0,"1958",3,4
"279","CA001108395",1958-03-05,8.3,2.8,1,"1958",3,5
"280","CA001108395",1958-03-06,8.9,-1.1,0,"1958",3,6
"281","CA001108395",1958-03-07,7.8,-1.1,1,"1958",3,7
"282","CA001108395",1958-03-08,9.4,2.2,7.1,"1958",3,8
"283","CA001108395",1958-03-09,9.4,2.2,2,"1958",3,9
"284","CA001108395",1958-03-10,10,-1.1,0,"1958",3,10
"285","CA001108395",1958-03-11,8.9,-1.1,0,"1958",3,11
"286","CA001108395",1958-03-12,9.4,-1.1,4.6,"1958",3,12
"287","CA001108395",1958-03-13,10,0.6,0.2,"1958",3,13
"288","CA001108395",1958-03-14,10,-0.6,0,"1958",3,14
"289","CA001108395",1958-03-15,10.6,-1.1,0,"1958",3,15
"290","CA001108395",1958-03-16,11.1,-1.1,0,"1958",3,16
"291","CA001108395",1958-03-17,11.1,3.3,0.3,"1958",3,17
"292","CA001108395",1958-03-18,7.8,3.3,4.1,"1958",3,18
"293","CA001108395",1958-03-19,10.6,3.9,1,"1958",3,19
"294","CA001108395",1958-03-20,9.4,5,10.9,"1958",3,20
"295","CA001108395",1958-03-21,11.7,5.6,5.1,"1958",3,21
"296","CA001108395",1958-03-22,13.3,5.6,0,"1958",3,22
"297","CA001108395",1958-03-23,15,4.4,0.3,"1958",3,23
"298","CA001108395",1958-03-24,11.7,4.4,0,"1958",3,24
"299","CA001108395",1958-03-25,11.1,6.1,6.1,"1958",3,25
"300","CA001108395",1958-03-26,12.8,6.7,0,"1958",3,26
"301","CA001108395",1958-03-27,11.7,1.7,4.1,"1958",3,27
"302","CA001108395",1958-03-28,11.1,1.7,0,"1958",3,28
"303","CA001108395",1958-03-29,13.9,2.8,1,"1958",3,29
"304","CA001108395",1958-03-30,15.6,5.6,6.1,"1958",3,30
"305","CA001108395",1958-03-31,12.2,5,0.5,"1958",3,31
"306","CA001108395",1958-04-01,15,3.3,0,"1958",4,1
"307","CA001108395",1958-04-02,13.3,3.3,3,"1958",4,2
"308","CA001108395",1958-04-03,12.8,5.6,6.1,"1958",4,3
"309","CA001108395",1958-04-04,13.9,3.3,0.3,"1958",4,4
"310","CA001108395",1958-04-05,13.9,3.3,0,"1958",4,5
"311","CA001108395",1958-04-06,13.3,3.3,0,"1958",4,6
"312","CA001108395",1958-04-07,15,3.3,0,"1958",4,7
"313","CA001108395",1958-04-08,16.1,3.9,0,"1958",4,8
"314","CA001108395",1958-04-09,11.7,3.9,6.1,"1958",4,9
"315","CA001108395",1958-04-10,11.7,3.9,7.1,"1958",4,10
"316","CA001108395",1958-04-11,13.3,5.6,0,"1958",4,11
"317","CA001108395",1958-04-12,14.4,4.4,0,"1958",4,12
"318","CA001108395",1958-04-13,17.8,4.4,0.3,"1958",4,13
"319","CA001108395",1958-04-14,13.9,7.8,2,"1958",4,14
"320","CA001108395",1958-04-15,10,5.6,5.1,"1958",4,15
"321","CA001108395",1958-04-16,10.6,3.3,5.1,"1958",4,16
"322","CA001108395",1958-04-17,12.8,3.3,5.1,"1958",4,17
"323","CA001108395",1958-04-18,13.3,5.6,6.1,"1958",4,18
"324","CA001108395",1958-04-19,11.7,6.1,3,"1958",4,19
"325","CA001108395",1958-04-20,11.1,6.1,19.1,"1958",4,20
"326","CA001108395",1958-04-21,15.6,5.6,0.3,"1958",4,21
"327","CA001108395",1958-04-22,13.3,5.6,0,"1958",4,22
"328","CA001108395",1958-04-23,12.8,3.9,7.1,"1958",4,23
"329","CA001108395",1958-04-24,15,3.9,0,"1958",4,24
"330","CA001108395",1958-04-25,16.1,4.4,0,"1958",4,25
"331","CA001108395",1958-04-26,13.9,2.2,0,"1958",4,26
"332","CA001108395",1958-04-27,15.6,2.2,0.4,"1958",4,27
"333","CA001108395",1958-04-28,16.1,3.9,0,"1958",4,28
"334","CA001108395",1958-04-29,17.8,3.9,0,"1958",4,29
"335","CA001108395",1958-04-30,17.8,5,0,"1958",4,30
"336","CA001108395",1958-05-01,17.8,6.7,2.5,"1958",5,1
"337","CA001108395",1958-05-02,16.7,6.7,0,"1958",5,2
"338","CA001108395",1958-05-03,16.7,7.2,0,"1958",5,3
"339","CA001108395",1958-05-04,18.3,8.9,0,"1958",5,4
"340","CA001108395",1958-05-05,17.2,8.9,13,"1958",5,5
"341","CA001108395",1958-05-06,16.7,7.8,0.8,"1958",5,6
"342","CA001108395",1958-05-07,19.4,7.2,9.4,"1958",5,7
"343","CA001108395",1958-05-08,17.2,7.2,2.5,"1958",5,8
"344","CA001108395",1958-05-09,18.3,8.3,2.3,"1958",5,9
"345","CA001108395",1958-05-10,18.9,8.3,0,"1958",5,10
"346","CA001108395",1958-05-11,16.1,8.3,1.3,"1958",5,11
"347","CA001108395",1958-05-12,15,7.8,0,"1958",5,12
"348","CA001108395",1958-05-13,15,5,5.6,"1958",5,13
"349","CA001108395",1958-05-14,18.9,5,0,"1958",5,14
"350","CA001108395",1958-05-15,22.2,6.7,0,"1958",5,15
"351","CA001108395",1958-05-16,23.3,8.9,0,"1958",5,16
"352","CA001108395",1958-05-17,19.4,9.4,0,"1958",5,17
"353","CA001108395",1958-05-18,21.1,8.9,3.6,"1958",5,18
"354","CA001108395",1958-05-19,23.9,8.9,0,"1958",5,19
"355","CA001108395",1958-05-20,21.1,10,5.1,"1958",5,20
"356","CA001108395",1958-05-21,21.7,10,0,"1958",5,21
"357","CA001108395",1958-05-22,22.8,11.1,1.5,"1958",5,22
"358","CA001108395",1958-05-23,24.4,11.1,0,"1958",5,23
"359","CA001108395",1958-05-24,23.9,12.8,0,"1958",5,24
"360","CA001108395",1958-05-25,23.3,12.8,0,"1958",5,25
"361","CA001108395",1958-05-26,24.4,13.3,0,"1958",5,26
"362","CA001108395",1958-05-27,26.1,13.3,0,"1958",5,27
"363","CA001108395",1958-05-28,23.9,13.3,2,"1958",5,28
"364","CA001108395",1958-05-29,21.1,13.3,6.1,"1958",5,29
"365","CA001108395",1958-05-30,20.6,12.8,0,"1958",5,30
"366","CA001108395",1958-05-31,18.9,12.8,22.1,"1958",5,31
"367","CA001108395",1958-06-01,16.7,11.1,5.1,"1958",6,1
"368","CA001108395",1958-06-02,20.6,11.1,0.3,"1958",6,2
"369","CA001108395",1958-06-03,21.7,11.1,0,"1958",6,3
"370","CA001108395",1958-06-04,22.2,11.1,0,"1958",6,4
"371","CA001108395",1958-06-05,22.2,12.8,4.6,"1958",6,5
"372","CA001108395",1958-06-06,26.1,13.3,0,"1958",6,6
"373","CA001108395",1958-06-07,23.3,12.8,10.9,"1958",6,7
"374","CA001108395",1958-06-08,19.4,12.8,3,"1958",6,8
"375","CA001108395",1958-06-09,21.1,12.8,0,"1958",6,9
"376","CA001108395",1958-06-10,20,13.3,3.3,"1958",6,10
"377","CA001108395",1958-06-11,18.3,12.8,9.7,"1958",6,11
"378","CA001108395",1958-06-12,16.1,12.8,0.5,"1958",6,12
"379","CA001108395",1958-06-13,21.1,12.8,0,"1958",6,13
"380","CA001108395",1958-06-14,21.1,12.8,0,"1958",6,14
"381","CA001108395",1958-06-15,21.7,11.7,0,"1958",6,15
"382","CA001108395",1958-06-16,22.2,11.7,0,"1958",6,16
