"Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
9,-150,165,0,3.5
5,-90,170,0,14.1
6,-90,170,0,13.6
7,-90,170,0,10.3
8,-90,170,0,5.7
9,-90,170,0,6.7
5,-95,170,0,11.3
6,-95,170,0,12.4
7,-95,170,0,9.3
8,-95,170,0,5.2
9,-95,170,0,6.5
5,-100,170,0,10
6,-100,170,0,12
7,-100,170,0,8.8
8,-100,170,0,5
9,-100,170,0,4
5,-105,170,0,8.6
6,-105,170,0,11.5
7,-105,170,0,8.4
8,-105,170,0,4.6
9,-105,170,0,3.5
5,-110,170,0,7.9
6,-110,170,0,10.8
7,-110,170,0,8.2
8,-110,170,0,4.4
9,-110,170,0,3.5
5,-115,170,0,7.5
6,-115,170,0,10
7,-115,170,0,7.6
8,-115,170,0,4
9,-115,170,0,3.4
5,-120,170,0,7.2
6,-120,170,0,9.1
7,-120,170,0,7.1
8,-120,170,0,3.5
9,-120,170,0,3.4
5,-125,170,0,8.7
6,-125,170,0,7.4
7,-125,170,0,6.8
8,-125,170,0,3.4
9,-125,170,0,3.7
5,-130,170,0,31.3
6,-130,170,0,6.2
7,-130,170,0,6.4
8,-130,170,0,2.9
9,-130,170,0,3.7
5,-135,170,0,7.22
6,-135,170,0,5.4
7,-135,170,0,6
8,-135,170,0,3.1
9,-135,170,0,3.8
5,-140,170,0,8.22
6,-140,170,0,5.1
7,-140,170,0,5.3
8,-140,170,0,2.9
9,-140,170,0,3.9
5,-145,170,0,13
6,-145,170,0,5
7,-145,170,0,5.1
8,-145,170,0,2.5
9,-145,170,0,3.9
5,-150,170,0,33.67
6,-150,170,0,4.8
7,-150,170,0,4.3
8,-150,170,0,2.4
9,-150,170,0,3.9
5,-90,175,0,13
6,-90,175,0,12.5
7,-90,175,0,9.3
8,-90,175,0,4.7
9,-90,175,0,6.7
5,-95,175,0,10.8
6,-95,175,0,11.4
7,-95,175,0,8.4
8,-95,175,0,4.4
9,-95,175,0,6.5
5,-100,175,0,9.3
6,-100,175,0,11.1
7,-100,175,0,8
8,-100,175,0,4.2
9,-100,175,0,4.4
5,-105,175,0,7.9
6,-105,175,0,10.6
7,-105,175,0,7.7
8,-105,175,0,3.8
9,-105,175,0,4
5,-110,175,0,7.2
6,-110,175,0,10
7,-110,175,0,7.3
8,-110,175,0,3.7
9,-110,175,0,4
5,-115,175,0,7.2
6,-115,175,0,8.8
7,-115,175,0,6.9
8,-115,175,0,3.6
9,-115,175,0,3.8
5,-120,175,0,6.6
6,-120,175,0,8.3
7,-120,175,0,6.3
8,-120,175,0,3.5
9,-120,175,0,3.8
5,-125,175,0,8.1
6,-125,175,0,6.4
7,-125,175,0,5.9
8,-125,175,0,3.5
9,-125,175,0,3.9
5,-130,175,0,31.1
6,-130,175,0,5
7,-130,175,0,5.2
8,-130,175,0,3.3
9,-130,175,0,3.8
5,-135,175,0,6.67
6,-135,175,0,4.8
7,-135,175,0,5
8,-135,175,0,3.2
9,-135,175,0,4
5,-140,175,0,8.11
6,-140,175,0,4.5
7,-140,175,0,4.4
8,-140,175,0,3
9,-140,175,0,4.2
5,-145,175,0,13.11
6,-145,175,0,4.3
7,-145,175,0,4
8,-145,175,0,2.7
9,-145,175,0,4.7
5,-150,175,0,33.44
6,-150,175,0,4.3
7,-150,175,0,3.4
8,-150,175,0,2.4
9,-150,175,0,4.8
5,-90,180,0,12.3
6,-90,180,0,11.6
7,-90,180,0,8.4
8,-90,180,0,4.2
9,-90,180,0,6.8
5,-95,180,0,9.9
6,-95,180,0,10.9
7,-95,180,0,7.6
8,-95,180,0,4
9,-95,180,0,6.9
5,-100,180,0,8.5
6,-100,180,0,10.4
7,-100,180,0,7.1
8,-100,180,0,3.8
9,-100,180,0,4.8
5,-105,180,0,7.1
6,-105,180,0,9.7
7,-105,180,0,6.9
8,-105,180,0,3.7
9,-105,180,0,4
5,-110,180,0,6.5
6,-110,180,0,9.2
7,-110,180,0,6.2
8,-110,180,0,3.8
9,-110,180,0,4
5,-115,180,0,6.5
6,-115,180,0,7.9
7,-115,180,0,5.6
8,-115,180,0,3.5
9,-115,180,0,4
5,-120,180,0,6.2
6,-120,180,0,7.4
7,-120,180,0,5.4
8,-120,180,0,3.4
9,-120,180,0,4.2
5,-125,180,0,7.9
6,-125,180,0,5.7
7,-125,180,0,4.6
8,-125,180,0,3.3
9,-125,180,0,4.2
5,-130,180,0,30.8
6,-130,180,0,4.6
7,-130,180,0,4.1
8,-130,180,0,3.2
9,-130,180,0,4.4
5,-135,180,0,6.44
6,-135,180,0,4.2
7,-135,180,0,4
8,-135,180,0,3.2
9,-135,180,0,4.7
5,-140,180,0,7.89
6,-140,180,0,4.1
7,-140,180,0,3.5
8,-140,180,0,3.1
9,-140,180,0,5
5,-145,180,0,12.67
6,-145,180,0,4
7,-145,180,0,2.9
8,-145,180,0,2.8
9,-145,180,0,5.4
5,-150,180,0,33.89
6,-150,180,0,3.9
7,-150,180,0,2.6
8,-150,180,0,2.5
9,-150,180,0,5.4
5,-90,185,0,11.5
6,-90,185,0,10.7
7,-90,185,0,7.5
8,-90,185,0,3.8
9,-90,185,0,6.7
5,-95,185,0,8.9
6,-95,185,0,9.7
7,-95,185,0,6.5
8,-95,185,0,3.6
9,-95,185,0,6.7
5,-100,185,0,7.5
6,-100,185,0,9.5
7,-100,185,0,6
8,-100,185,0,3.6
9,-100,185,0,5
5,-105,185,0,6.4
6,-105,185,0,8.6
7,-105,185,0,5.9
8,-105,185,0,3.5
9,-105,185,0,4.5
5,-110,185,0,6.2
6,-110,185,0,7.8
7,-110,185,0,5.5
8,-110,185,0,3.6
9,-110,185,0,4.4
5,-115,185,0,6
6,-115,185,0,7
7,-115,185,0,4.9
8,-115,185,0,3.3
9,-115,185,0,4.6
5,-120,185,0,5.6
6,-120,185,0,6.6
7,-120,185,0,4.4
8,-120,185,0,3.2
9,-120,185,0,5.1
5,-125,185,0,7.5
6,-125,185,0,4.9
7,-125,185,0,3.9
8,-125,185,0,3.2
9,-125,185,0,5.1
5,-130,185,0,30.5
6,-130,185,0,3.9
7,-130,185,0,3.6
8,-130,185,0,3.1
9,-130,185,0,5.2
5,-135,185,0,6.11
6,-135,185,0,3.6
7,-135,185,0,3.5
8,-135,185,0,3.1
9,-135,185,0,5.3
5,-140,185,0,7.78
6,-140,185,0,3.6
7,-140,185,0,2.6
8,-140,185,0,2.9
9,-140,185,0,5.8
5,-145,185,0,12.78
6,-145,185,0,3.3
7,-145,185,0,2.2
8,-145,185,0,2.6
9,-145,185,0,6
5,-150,185,0,34.33
6,-150,185,0,3.1
7,-150,185,0,2.1
8,-150,185,0,2.3
9,-150,185,0,6.2
5,-90,190,0,10.6
6,-90,190,0,9.8
7,-90,190,0,6.8
8,-90,190,0,3.5
9,-90,190,0,7.1
5,-95,190,0,8.3
6,-95,190,0,8.7
7,-95,190,0,5.9
8,-95,190,0,3.6
9,-95,190,0,6.9
5,-100,190,0,6.6
6,-100,190,0,8.4
7,-100,190,0,5.3
8,-100,190,0,3.7
9,-100,190,0,5.1
5,-105,190,0,6
6,-105,190,0,7.6
7,-105,190,0,4.9
8,-105,190,0,3.3
9,-105,190,0,5.2
5,-110,190,0,5.6
6,-110,190,0,7.1
7,-110,190,0,4.6
8,-110,190,0,3.4
9,-110,190,0,5.4
5,-115,190,0,5.6
6,-115,190,0,6.3
7,-115,190,0,4
8,-115,190,0,3
9,-115,190,0,5.6
5,-120,190,0,5.2
6,-120,190,0,5.8
7,-120,190,0,3.5
8,-120,190,0,3.1
9,-120,190,0,5.6
5,-125,190,0,7.3
6,-125,190,0,4
7,-125,190,0,3.1
8,-125,190,0,3
9,-125,190,0,5.8
5,-130,190,0,30
6,-130,190,0,3.5
7,-130,190,0,2.6
8,-130,190,0,2.7
9,-130,190,0,5.9
5,-135,190,0,5.89
6,-135,190,0,3.3
7,-135,190,0,2.4
8,-135,190,0,2.7
9,-135,190,0,6.1
5,-140,190,0,7.78
6,-140,190,0,3.1
7,-140,190,0,2
8,-140,190,0,2.6
9,-140,190,0,6.5
5,-145,190,0,12.56
6,-145,190,0,3.2
7,-145,190,0,2
8,-145,190,0,2.7
9,-145,190,0,6.7
5,-150,190,0,34.78
6,-150,190,0,2.8
7,-150,190,0,1.9
8,-150,190,0,2.8
9,-150,190,0,6.7
5,-90,195,0,9.8
6,-90,195,0,8.7
7,-90,195,0,5.9
8,-90,195,0,3.6
9,-90,195,0,7
5,-95,195,0,7.3
6,-95,195,0,8
7,-95,195,0,5
8,-95,195,0,3.4
9,-95,195,0,7.3
5,-100,195,0,6
6,-100,195,0,7.5
7,-100,195,0,4.3
8,-100,195,0,3.3
9,-100,195,0,5.5
5,-105,195,0,5.3
6,-105,195,0,7
7,-105,195,0,4.1
8,-105,195,0,3.1
9,-105,195,0,5.6
5,-110,195,0,5.4
6,-110,195,0,6.3
7,-110,195,0,3.9
8,-110,195,0,3.3
9,-110,195,0,5.9
5,-115,195,0,5
6,-115,195,0,5.6
7,-115,195,0,3.3
8,-115,195,0,3.1
9,-115,195,0,6.1
5,-120,195,0,4.9
6,-120,195,0,5.1
7,-120,195,0,2.9
8,-120,195,0,2.9
9,-120,195,0,6.3
5,-125,195,0,6.9
6,-125,195,0,3.7
7,-125,195,0,2.4
8,-125,195,0,2.8
9,-125,195,0,6.4
5,-130,195,0,29.8
6,-130,195,0,3.2
7,-130,195,0,1.9
8,-130,195,0,2.9
9,-130,195,0,6.5
5,-135,195,0,5.56
6,-135,195,0,2.7
7,-135,195,0,1.7
8,-135,195,0,3.1
9,-135,195,0,6.8
5,-140,195,0,7.56
6,-140,195,0,2.5
7,-140,195,0,1.8
8,-140,195,0,3.2
9,-140,195,0,7.1
5,-145,195,0,12.56
6,-145,195,0,2.6
7,-145,195,0,1.7
8,-145,195,0,3.3
9,-145,195,0,7.5
5,-150,195,0,34.89
6,-150,195,0,2.6
7,-150,195,0,2
8,-150,195,0,3.5
9,-150,195,0,7.6
5,-90,200,0,9.2
6,-90,200,0,7.9
7,-90,200,0,4.9
8,-90,200,0,3.3
9,-90,200,0,7.4
5,-95,200,0,6.7
6,-95,200,0,6.8
7,-95,200,0,4.4
8,-95,200,0,3.2
9,-95,200,0,7.6
5,-100,200,0,5.3
6,-100,200,0,6.5
7,-100,200,0,3.8
8,-100,200,0,3
9,-100,200,0,6.3
5,-105,200,0,5.1
6,-105,200,0,6.1
7,-105,200,0,3.2
8,-105,200,0,3
9,-105,200,0,6.5
5,-110,200,0,4.9
6,-110,200,0,5.7
7,-110,200,0,3
8,-110,200,0,3.2
9,-110,200,0,6.8
5,-115,200,0,4.7
6,-115,200,0,4.7
7,-115,200,0,2.7
8,-115,200,0,3
9,-115,200,0,7
5,-120,200,0,4.3
6,-120,200,0,4.2
7,-120,200,0,2.2
8,-120,200,0,3.4
9,-120,200,0,7
5,-125,200,0,6.7
6,-125,200,0,2.7
7,-125,200,0,1.8
8,-125,200,0,3.4
9,-125,200,0,7.1
5,-130,200,0,29.8
6,-130,200,0,2.6
