"boostings","learning_rates","max_bins","min_data_in_leaf","num_leaves","max_depth","val_score","test_score"
2,0.01,255,48,16,-1,0.578517040743463,0.629525088723311
1,0.1,32,48,16,-1,0.522747000426419,0.565409212578889
2,0.1,32,48,16,-1,0.529755217719142,0.549009310534367
1,0.01,32,48,16,-1,0.528495250459237,0.564951294782146
2,0.01,32,48,16,-1,0.607138612999903,0.629135210414974
1,0.1,64,48,16,-1,0.521942646172822,0.558011280057593
2,0.1,64,48,16,-1,0.531304905330694,0.540881793300134
1,0.01,64,48,16,-1,0.530082486311047,0.565103462382502
2,0.01,64,48,16,-1,0.592360041346556,0.608471428281474
1,0.1,255,20,8,-1,0.538053619598307,0.560987500551275
2,0.1,255,20,8,-1,0.543725054673535,0.560712024136725
1,0.01,255,20,8,-1,0.541489775241543,0.573724239242537
2,0.01,255,20,8,-1,0.602799633687734,0.629014493740666
1,0.1,32,20,8,-1,0.530212472761581,0.558721905784602
2,0.1,32,20,8,-1,0.538237135287646,0.55732064082656
1,0.01,32,20,8,-1,0.539491037809566,0.569505756044947
2,0.01,32,20,8,-1,0.60167827051028,0.637542955792365
1,0.1,64,20,8,-1,0.531404318303238,0.557538091973522
2,0.1,64,20,8,-1,0.547976430080259,0.551444337656638
1,0.01,64,20,8,-1,0.545800116944909,0.571031829622549
2,0.01,64,20,8,-1,0.617765175660778,0.62636193758379
1,0.1,255,12,8,-1,0.539209797451084,0.569392878593418
2,0.1,255,12,8,-1,0.540872990797065,0.559371397454712
1,0.01,255,12,8,-1,0.542846496311627,0.575619210948451
2,0.01,255,12,8,-1,0.612909699940372,0.620512455519965
1,0.1,32,12,8,-1,0.532538114762405,0.552371991559474
2,0.1,32,12,8,-1,0.539616340933364,0.558150793324793
1,0.01,32,12,8,-1,0.539883260917922,0.571487675573552
2,0.01,32,12,8,-1,0.605098881581977,0.627698570294451
1,0.1,64,12,8,-1,0.537089363087694,0.562398487949848
2,0.1,64,12,8,-1,0.54364081144407,0.557695460724772
1,0.01,64,12,8,-1,0.547064586820333,0.572539725004504
2,0.01,64,12,8,-1,0.610698179010429,0.63152224793057
1,0.1,255,48,8,-1,0.533939122519576,0.570604783086129
2,0.1,255,48,8,-1,0.546681433468633,0.563493054606157
1,0.01,255,48,8,-1,0.542540674765289,0.583252999927071
2,0.01,255,48,8,-1,0.615041771208349,0.631184206839848
1,0.1,32,48,8,-1,0.524715707724409,0.571234086738121
2,0.1,32,48,8,-1,0.542410550215574,0.565486182591362
1,0.01,32,48,8,-1,0.538634174484672,0.57752507891418
2,0.01,32,48,8,-1,0.606821177000082,0.62767540693757
1,0.1,64,48,8,-1,0.525321434786277,0.566974706163683
2,0.1,64,48,8,-1,0.54370648805355,0.552246200751269
1,0.01,64,48,8,-1,0.540567351594127,0.578777298126832
2,0.01,64,48,8,-1,0.614304721477015,0.629541099880789
1,0.1,255,20,31,10,0.523062340753291,0.551297430744826
2,0.1,255,20,31,10,0.525724966194892,0.543193821846949
1,0.01,255,20,31,10,0.529528161154174,0.561510764127215
2,0.01,255,20,31,10,0.587269771062459,0.61404869920894
1,0.1,32,20,31,10,0.52387787637967,0.550805186840701
2,0.1,32,20,31,10,0.519118322536527,0.536170410657152
1,0.01,32,20,31,10,0.526071469820955,0.560709518905611
2,0.01,32,20,31,10,0.569286845381851,0.615506244214617
1,0.1,64,20,31,10,0.524430025068133,0.547009971329696
2,0.1,64,20,31,10,0.520443815720907,0.532034041151288
1,0.01,64,20,31,10,0.536196427832285,0.562944389362218
2,0.01,64,20,31,10,0.594182349574442,0.603287925339935
1,0.1,255,12,31,10,0.53168283696813,0.552746368463658
2,0.1,255,12,31,10,0.529435648487687,0.541295429486945
1,0.01,255,12,31,10,0.537571962302927,0.581797929504493
2,0.01,255,12,31,10,0.578441311678856,0.620664254985407
1,0.1,32,12,31,10,0.522304320189294,0.554526280029568
2,0.1,32,12,31,10,0.527943112468918,0.533748494949463
1,0.01,32,12,31,10,0.533241419882806,0.55882352029009
2,0.01,32,12,31,10,0.570347306172315,0.606663726690314
1,0.1,64,12,31,10,0.526873086252469,0.538152741315761
2,0.1,64,12,31,10,0.532060414157462,0.534893915662703
1,0.01,64,12,31,10,0.539816137543699,0.56256752991483
2,0.01,64,12,31,10,0.58628630006326,0.600928116324062
1,0.1,255,48,31,10,0.524896966094524,0.564274217425234
2,0.1,255,48,31,10,0.53348630489096,0.542656532171236
1,0.01,255,48,31,10,0.529556793985654,0.570999734709793
2,0.01,255,48,31,10,0.591190788457257,0.613170584353001
1,0.1,32,48,31,10,0.526694863371253,0.546786552355513
2,0.1,32,48,31,10,0.527926763909031,0.538766312222733
1,0.01,32,48,31,10,0.527165755040645,0.561829152037116
2,0.01,32,48,31,10,0.591614761183565,0.604811711239778
1,0.1,64,48,31,10,0.533690887605002,0.550097860911408
2,0.1,64,48,31,10,0.534770062825533,0.532243610770599
1,0.01,64,48,31,10,0.529797502216818,0.557441642204516
2,0.01,64,48,31,10,0.593424152381934,0.612972576124845
1,0.1,255,20,16,10,0.524162048097471,0.561383243158346
2,0.1,255,20,16,10,0.531954459020568,0.544232161930215
1,0.01,255,20,16,10,0.537192490467586,0.572424200968225
2,0.01,255,20,16,10,0.583271072207401,0.631216034643807
1,0.1,32,20,16,10,0.519620464501037,0.553034602993119
2,0.1,32,20,16,10,0.525816515160913,0.544744807798038
1,0.01,32,20,16,10,0.527242882659287,0.563088031701771
2,0.01,32,20,16,10,0.590803717724086,0.625948638242683
1,0.1,64,20,16,10,0.524559323051107,0.561321905002065
2,0.1,64,20,16,10,0.536410460051346,0.547560398523503
1,0.01,64,20,16,10,0.534533291628311,0.573378358709537
2,0.01,64,20,16,10,0.60271842087781,0.616526004212069
1,0.1,255,12,16,10,0.539156088867041,0.566048098941661
2,0.1,255,12,16,10,0.53818307643982,0.546891858664147
1,0.01,255,12,16,10,0.540571850515418,0.569816194616436
2,0.01,255,12,16,10,0.573508254654221,0.634937189355647
1,0.1,32,12,16,10,0.530608463687473,0.552796485182021
2,0.1,32,12,16,10,0.529635760466617,0.538364015302485
1,0.01,32,12,16,10,0.530634491586004,0.560463265091279
2,0.01,32,12,16,10,0.577456851159114,0.633298003275084
1,0.1,64,12,16,10,0.53748721926396,0.556349440258606
2,0.1,64,12,16,10,0.531797803224872,0.548903973308219
1,0.01,64,12,16,10,0.539219878085078,0.570208527749485
2,0.01,64,12,16,10,0.606484027813049,0.623932715126866
1,0.1,255,48,16,10,0.529362023234958,0.566262534503233
2,0.1,255,48,16,10,0.535973923032079,0.544824405110357
1,0.01,255,48,16,10,0.532676276431367,0.579549000134556
2,0.01,255,48,16,10,0.578484461245633,0.626753786884074
1,0.1,32,48,16,10,0.522140632430166,0.560584066676729
2,0.1,32,48,16,10,0.531359266805163,0.548433129754629
1,0.01,32,48,16,10,0.527991609915394,0.567250268864118
2,0.01,32,48,16,10,0.606765987935717,0.629135210414974
1,0.1,64,48,16,10,0.522909066301027,0.558669541096675
2,0.1,64,48,16,10,0.530609416085521,0.541243995526449
1,0.01,64,48,16,10,0.53087030484677,0.566713735913979
2,0.01,64,48,16,10,0.592300016975981,0.608471428281474
1,0.1,255,20,8,10,0.538053619598307,0.560987500551275
2,0.1,255,20,8,10,0.543725054673535,0.560712024136725
1,0.01,255,20,8,10,0.541489775241543,0.573724239242537
2,0.01,255,20,8,10,0.602799633687734,0.629014493740666
1,0.1,32,20,8,10,0.530212472761581,0.558721905784602
2,0.1,32,20,8,10,0.538237135287646,0.55732064082656
1,0.01,32,20,8,10,0.539491037809566,0.569505756044947
2,0.01,32,20,8,10,0.60167827051028,0.637542955792365
1,0.1,64,20,8,10,0.531404318303238,0.557538091973522
2,0.1,64,20,8,10,0.547976430080259,0.551444337656637
1,0.01,64,20,8,10,0.545800116944909,0.571031829622549
2,0.01,64,20,8,10,0.617765175660778,0.62636193758379
1,0.1,255,12,8,10,0.539209797451084,0.569392878593418
2,0.1,255,12,8,10,0.540872990797065,0.559371397454712
1,0.01,255,12,8,10,0.542846496311627,0.575619210948451
2,0.01,255,12,8,10,0.612909699940372,0.620512455519965
1,0.1,32,12,8,10,0.532538114762405,0.552371991559474
2,0.1,32,12,8,10,0.539616340933364,0.558150793324793
1,0.01,32,12,8,10,0.539883260917921,0.571487675573552
2,0.01,32,12,8,10,0.605098881581977,0.627698570294451
1,0.1,64,12,8,10,0.537089363087695,0.562398487949848
2,0.1,64,12,8,10,0.54364081144407,0.557695460724772
1,0.01,64,12,8,10,0.547064586820333,0.572539725004504
2,0.01,64,12,8,10,0.610698179010429,0.63152224793057
1,0.1,255,48,8,10,0.533939122519576,0.570604783086129
2,0.1,255,48,8,10,0.546681433468633,0.563493054606157
1,0.01,255,48,8,10,0.542540674765289,0.583252999927071
2,0.01,255,48,8,10,0.615041771208349,0.631184206839848
1,0.1,32,48,8,10,0.524715707724409,0.57123408673812
2,0.1,32,48,8,10,0.542410550215574,0.565486182591362
1,0.01,32,48,8,10,0.538634174484672,0.57752507891418
2,0.01,32,48,8,10,0.606821177000082,0.62767540693757
1,0.1,64,48,8,10,0.525321434786277,0.566974706163683
2,0.1,64,48,8,10,0.54370648805355,0.552246200751269
1,0.01,64,48,8,10,0.540567351594127,0.578777298126832
2,0.01,64,48,8,10,0.614304721477014,0.629541099880789
1,0.1,255,20,31,50,0.529180996890468,0.554495208647363
2,0.1,255,20,31,50,0.518726287874712,0.54118116492279
1,0.01,255,20,31,50,0.528451992033667,0.569769940315268
2,0.01,255,20,31,50,0.582437183067585,0.62567612959497
1,0.1,32,20,31,50,0.51939409797583,0.552752067379702
2,0.1,32,20,31,50,0.519052226998442,0.534727299080106
1,0.01,32,20,31,50,0.530563223506783,0.563448602032504
2,0.01,32,20,31,50,0.572235665976932,0.620994995149749
1,0.1,64,20,31,50,0.529147465843058,0.552515516955081
2,0.1,64,20,31,50,0.520939021503183,0.540139813917901
1,0.01,64,20,31,50,0.530379134687171,0.565109278044097
2,0.01,64,20,31,50,0.588248088385039,0.598273714435188
1,0.1,255,12,31,50,0.533575921955336,0.560654663726546
2,0.1,255,12,31,50,0.533921537707885,0.537586763479574
1,0.01,255,12,31,50,0.538088995697546,0.580442194216397
2,0.01,255,12,31,50,0.57914339000976,0.617897123143927
1,0.1,32,12,31,50,0.524763694284812,0.552907149847453
2,0.1,32,12,31,50,0.520517648295644,0.534290955136211
1,0.01,32,12,31,50,0.533683331655883,0.553522160730504
2,0.01,32,12,31,50,0.562676025786054,0.612831016614685
1,0.1,64,12,31,50,0.531617579244143,0.543529299582157
2,0.1,64,12,31,50,0.529363980194905,0.531733710112365
1,0.01,64,12,31,50,0.539631745507693,0.56433579216077
2,0.01,64,12,31,50,0.592643821703622,0.603858766816194
1,0.1,255,48,31,50,0.526606657881614,0.560142108067831
2,0.1,255,48,31,50,0.535226311558324,0.542234020446921
1,0.01,255,48,31,50,0.526974612396618,0.57438992056937
2,0.01,255,48,31,50,0.593995464471196,0.6129832518229
1,0.1,32,48,31,50,0.524208623887671,0.554371320683764
2,0.1,32,48,31,50,0.527076067003133,0.539140635322302
1,0.01,32,48,31,50,0.527475516857904,0.562775575792442
2,0.01,32,48,31,50,0.595924647114266,0.602920285254838
1,0.1,64,48,31,50,0.526491228103435,0.548914670581983
2,0.1,64,48,31,50,0.531841277792921,0.536989472737416
1,0.01,64,48,31,50,0.533073705520073,0.560677268537473
2,0.01,64,48,31,50,0.591800361710689,0.613101915585392
1,0.1,255,20,16,50,0.523711286107876,0.561573832032419
2,0.1,255,20,16,50,0.530609948816991,0.543408493651209
1,0.01,255,20,16,50,0.536043102679979,0.575290694214328
2,0.01,255,20,16,50,0.583068182478321,0.631216034643807
1,0.1,32,20,16,50,0.520044580392969,0.556333642660943
2,0.1,32,20,16,50,0.525667996888368,0.545452671552355
1,0.01,32,20,16,50,0.525824670370245,0.562436042268784
2,0.01,32,20,16,50,0.590717169377009,0.625948638242683
1,0.1,64,20,16,50,0.524408621728707,0.556775089752483
2,0.1,64,20,16,50,0.532270198016579,0.546541445702374
1,0.01,64,20,16,50,0.534007516267016,0.57043631465869
2,0.01,64,20,16,50,0.60271842087781,0.61695314085934
1,0.1,255,12,16,50,0.54165844358539,0.565709017964037
2,0.1,255,12,16,50,0.53794334338361,0.544516236260018
1,0.01,255,12,16,50,0.540778641031369,0.573409879406204
2,0.01,255,12,16,50,0.574375668726252,0.634937189355647
1,0.1,32,12,16,50,0.528497161544685,0.553329912421557
2,0.1,32,12,16,50,0.529632067174144,0.542161423383216
1,0.01,32,12,16,50,0.529992146288431,0.560794397505653
2,0.01,32,12,16,50,0.577479009499947,0.633298003275084
1,0.1,64,12,16,50,0.536960090426313,0.556134364391515
2,0.1,64,12,16,50,0.532084104179377,0.547302419868626
1,0.01,64,12,16,50,0.538872909437362,0.571098328820112
2,0.01,64,12,16,50,0.606484027813049,0.626068086877464
1,0.1,255,48,16,50,0.526258803814116,0.571245360812728
2,0.1,255,48,16,50,0.534949532840919,0.541483846430077
1,0.01,255,48,16,50,0.529559373419779,0.580353491074882
2,0.01,255,48,16,50,0.578517040743463,0.629525088723311
1,0.1,32,48,16,50,0.522747000426419,0.565409212578889
2,0.1,32,48,16,50,0.529755217719142,0.549009310534367
1,0.01,32,48,16,50,0.528495250459236,0.564951294782146
2,0.01,32,48,16,50,0.607138612999903,0.629135210414974
1,0.1,64,48,16,50,0.521942646172822,0.558011280057593
2,0.1,64,48,16,50,0.531304905330695,0.540881793300134
1,0.01,64,48,16,50,0.530082486311047,0.565103462382502
2,0.01,64,48,16,50,0.592360041346556,0.608471428281474
1,0.1,255,20,8,50,0.538053619598307,0.560987500551275
2,0.1,255,20,8,50,0.543725054673535,0.560712024136725
1,0.01,255,20,8,50,0.541489775241543,0.573724239242537
2,0.01,255,20,8,50,0.602799633687734,0.629014493740666
1,0.1,32,20,8,50,0.530212472761581,0.558721905784602
2,0.1,32,20,8,50,0.538237135287646,0.55732064082656
1,0.01,32,20,8,50,0.539491037809567,0.569505756044947
2,0.01,32,20,8,50,0.60167827051028,0.637542955792365
1,0.1,64,20,8,50,0.531404318303238,0.557538091973522
2,0.1,64,20,8,50,0.547976430080259,0.551444337656637
1,0.01,64,20,8,50,0.545800116944909,0.571031829622549
2,0.01,64,20,8,50,0.617765175660778,0.62636193758379
1,0.1,255,12,8,50,0.539209797451084,0.569392878593419
2,0.1,255,12,8,50,0.540872990797065,0.559371397454712
1,0.01,255,12,8,50,0.542846496311627,0.575619210948451
2,0.01,255,12,8,50,0.612909699940372,0.620512455519965
1,0.1,32,12,8,50,0.532538114762405,0.552371991559474
2,0.1,32,12,8,50,0.539616340933364,0.558150793324793
1,0.01,32,12,8,50,0.539883260917922,0.571487675573552
2,0.01,32,12,8,50,0.605098881581977,0.627698570294451
1,0.1,64,12,8,50,0.537089363087694,0.562398487949848
2,0.1,64,12,8,50,0.54364081144407,0.557695460724772
1,0.01,64,12,8,50,0.547064586820333,0.572539725004504
2,0.01,64,12,8,50,0.610698179010429,0.63152224793057
1,0.1,255,48,8,50,0.533939122519576,0.570604783086129
2,0.1,255,48,8,50,0.546681433468633,0.563493054606157
1,0.01,255,48,8,50,0.542540674765289,0.583252999927071
2,0.01,255,48,8,50,0.615041771208349,0.631184206839847
1,0.1,32,48,8,50,0.524715707724409,0.57123408673812
2,0.1,32,48,8,50,0.542410550215574,0.565486182591361
1,0.01,32,48,8,50,0.538634174484672,0.57752507891418
2,0.01,32,48,8,50,0.606821177000082,0.62767540693757
1,0.1,64,48,8,50,0.525321434786277,0.566974706163683
2,0.1,64,48,8,50,0.543706488053551,0.552246200751269
1,0.01,64,48,8,50,0.540567351594127,0.578777298126832
2,0.01,64,48,8,50,0.614304721477014,0.629541099880789
