"Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
9,-120,160,0,12.5
5,-125,160,0,5.62
6,-125,160,0,3.38
7,-125,160,0,1.88
8,-125,160,0,5.88
9,-125,160,0,12.62
5,-130,160,0,6.38
6,-130,160,0,3.38
7,-130,160,0,2.25
8,-130,160,0,5.88
9,-130,160,0,13.38
5,-135,160,0,7.62
6,-135,160,0,3.38
7,-135,160,0,2.5
8,-135,160,0,5.88
9,-135,160,0,14
5,-140,160,0,8.25
6,-140,160,0,4.25
7,-140,160,0,2.75
8,-140,160,0,5.88
9,-140,160,0,14
5,-145,160,0,9.38
6,-145,160,0,5
7,-145,160,0,2.88
8,-145,160,0,6.12
9,-145,160,0,14
5,-150,160,0,11
6,-150,160,0,5.88
7,-150,160,0,3.12
8,-150,160,0,6.75
9,-150,160,0,14
5,-90,165,0,7.38
6,-90,165,0,5
7,-90,165,0,3
8,-90,165,0,4
9,-90,165,0,12.25
5,-95,165,0,5.75
6,-95,165,0,4.75
7,-95,165,0,2.5
8,-95,165,0,4.38
9,-95,165,0,12.25
5,-100,165,0,5.12
6,-100,165,0,4.25
7,-100,165,0,2.12
8,-100,165,0,4.5
9,-100,165,0,12.5
5,-105,165,0,5
6,-105,165,0,3.88
7,-105,165,0,2.25
8,-105,165,0,6
9,-105,165,0,12.75
5,-110,165,0,4.5
6,-110,165,0,4
7,-110,165,0,2.25
8,-110,165,0,6.62
9,-110,165,0,13.62
5,-115,165,0,4.88
6,-115,165,0,4
7,-115,165,0,2.25
8,-115,165,0,6.75
9,-115,165,0,13.62
5,-120,165,0,4.38
6,-120,165,0,3.38
7,-120,165,0,2.12
8,-120,165,0,7.25
9,-120,165,0,13.88
5,-125,165,0,5.75
6,-125,165,0,3.25
7,-125,165,0,2.25
8,-125,165,0,7.25
9,-125,165,0,14.62
5,-130,165,0,6.75
6,-130,165,0,3
7,-130,165,0,2.62
8,-130,165,0,7.25
9,-130,165,0,15.12
5,-135,165,0,8.12
6,-135,165,0,3.12
7,-135,165,0,3
8,-135,165,0,7.25
9,-135,165,0,15.5
5,-140,165,0,8.5
6,-140,165,0,3.75
7,-140,165,0,3.25
8,-140,165,0,7.38
9,-140,165,0,15.5
5,-145,165,0,9.5
6,-145,165,0,5
7,-145,165,0,3.5
8,-145,165,0,7.5
9,-145,165,0,15.62
5,-150,165,0,11.5
6,-150,165,0,5.88
7,-150,165,0,3.88
8,-150,165,0,8.25
9,-150,165,0,15.62
5,-90,170,0,6.75
6,-90,170,0,4.25
7,-90,170,0,2.5
8,-90,170,0,5.38
9,-90,170,0,13.75
5,-95,170,0,5.38
6,-95,170,0,4.12
7,-95,170,0,2.25
8,-95,170,0,6
9,-95,170,0,13.88
5,-100,170,0,4.62
6,-100,170,0,3.62
7,-100,170,0,2.25
8,-100,170,0,6.25
9,-100,170,0,13.88
5,-105,170,0,4.5
6,-105,170,0,3.25
7,-105,170,0,2.12
8,-105,170,0,7.38
9,-105,170,0,14.38
5,-110,170,0,4.12
6,-110,170,0,3.38
7,-110,170,0,2.12
8,-110,170,0,8.12
9,-110,170,0,15
5,-115,170,0,4.62
6,-115,170,0,3.25
7,-115,170,0,2.25
8,-115,170,0,8.12
9,-115,170,0,15.38
5,-120,170,0,4.88
6,-120,170,0,2.88
7,-120,170,0,2.38
8,-120,170,0,8.38
9,-120,170,0,15.62
5,-125,170,0,6.38
6,-125,170,0,2.62
7,-125,170,0,2.62
8,-125,170,0,8.5
9,-125,170,0,15.88
5,-130,170,0,7.12
6,-130,170,0,2.5
7,-130,170,0,3.12
8,-130,170,0,8.5
9,-130,170,0,16.25
5,-135,170,0,8.62
6,-135,170,0,2.88
7,-135,170,0,3.38
8,-135,170,0,8.5
9,-135,170,0,16.88
5,-140,170,0,8.75
6,-140,170,0,3.62
7,-140,170,0,3.75
8,-140,170,0,8.62
9,-140,170,0,16.88
5,-145,170,0,10
6,-145,170,0,5.25
7,-145,170,0,4.62
8,-145,170,0,8.88
9,-145,170,0,16.88
5,-150,170,0,11.88
6,-150,170,0,6.25
7,-150,170,0,5.25
8,-150,170,0,9.12
9,-150,170,0,16.88
5,-90,175,0,6
6,-90,175,0,3.75
7,-90,175,0,2.38
8,-90,175,0,7
9,-90,175,0,14.75
5,-95,175,0,4.88
6,-95,175,0,3.62
7,-95,175,0,2.38
8,-95,175,0,7.5
9,-95,175,0,14.75
5,-100,175,0,4.25
6,-100,175,0,3.5
7,-100,175,0,2.5
8,-100,175,0,7.62
9,-100,175,0,14.88
5,-105,175,0,4.12
6,-105,175,0,3.25
7,-105,175,0,2.62
8,-105,175,0,8.88
9,-105,175,0,15.75
5,-110,175,0,4
6,-110,175,0,2.88
7,-110,175,0,2.62
8,-110,175,0,9.25
9,-110,175,0,16.25
5,-115,175,0,4.38
6,-115,175,0,2.75
7,-115,175,0,2.62
8,-115,175,0,9.38
9,-115,175,0,16.25
5,-120,175,0,4.88
6,-120,175,0,2.12
7,-120,175,0,2.75
8,-120,175,0,9.38
9,-120,175,0,16.5
5,-125,175,0,6.75
6,-125,175,0,2
7,-125,175,0,3.25
8,-125,175,0,10
9,-125,175,0,16.62
5,-130,175,0,7.25
6,-130,175,0,2.5
7,-130,175,0,3.5
8,-130,175,0,10
9,-130,175,0,17.38
5,-135,175,0,8.75
6,-135,175,0,3.38
7,-135,175,0,4.38
8,-135,175,0,10
9,-135,175,0,17.62
5,-140,175,0,9
6,-140,175,0,4.12
7,-140,175,0,5.25
8,-140,175,0,10
9,-140,175,0,17.62
5,-145,175,0,10.5
6,-145,175,0,6.25
7,-145,175,0,5.62
8,-145,175,0,10.25
9,-145,175,0,17.62
5,-150,175,0,12.25
6,-150,175,0,6.75
7,-150,175,0,6.38
8,-150,175,0,10.5
9,-150,175,0,17.62
5,-90,180,0,5.12
6,-90,180,0,3.5
7,-90,180,0,2.88
8,-90,180,0,9.12
9,-90,180,0,16
5,-95,180,0,4.25
6,-95,180,0,3.25
7,-95,180,0,3.25
8,-95,180,0,9.5
9,-95,180,0,16.12
5,-100,180,0,3.88
6,-100,180,0,3
7,-100,180,0,3.5
8,-100,180,0,9.62
9,-100,180,0,16.12
5,-105,180,0,4.12
6,-105,180,0,3
7,-105,180,0,3.5
8,-105,180,0,10.25
9,-105,180,0,16.5
5,-110,180,0,3.75
6,-110,180,0,2.38
7,-110,180,0,3.5
8,-110,180,0,11
9,-110,180,0,17.5
