"Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE","RMSE"
7,-90,120,1,4.5,5.523
7,-91,120,1,4.5,5.523
7,-92,120,1,4.5,5.523
7,-93,120,1,4.5,5.523
7,-94,120,1,4.5,5.523
7,-95,120,1,4.5,5.523
7,-96,120,1,4.5,5.523
7,-97,120,1,4.5,5.523
7,-98,120,1,4.5,5.523
7,-99,120,1,4.5,5.523
7,-100,120,1,4.5,5.523
7,-101,120,1,4.5,5.523
7,-102,120,1,4.5,5.523
7,-103,120,1,4.5,5.523
7,-104,120,1,4.5,5.523
7,-105,120,1,4.5,5.523
7,-106,120,1,4.5,5.523
7,-107,120,1,4.5,5.523
7,-108,120,1,4.5,5.523
7,-109,120,1,4.5,5.523
7,-110,120,1,4.5,5.523
7,-111,120,1,4.5,5.523
7,-112,120,1,4.5,5.523
7,-113,120,1,4.5,5.523
7,-114,120,1,4.5,5.523
7,-115,120,1,4.5,5.523
7,-116,120,1,4.5,5.523
7,-117,120,1,4.5,5.523
7,-118,120,1,4.5,5.523
7,-119,120,1,4.5,5.523
7,-120,120,1,4.5,5.523
7,-121,120,1,4.5,5.523
7,-122,120,1,4.5,5.523
7,-123,120,1,4.5,5.523
7,-124,120,1,4.5,5.523
7,-125,120,1,4.5,5.523
7,-126,120,1,4.5,5.523
7,-127,120,1,4.5,5.523
7,-128,120,1,4.5,5.523
7,-129,120,1,4.5,5.523
7,-130,120,1,4.5,5.523
7,-131,120,1,4.5,5.523
7,-132,120,1,4.5,5.523
7,-133,120,1,4.5,5.523
7,-134,120,1,4.5,5.523
7,-135,120,1,4.5,5.523
7,-136,120,1,4.5,5.523
7,-137,120,1,4.5,5.523
7,-138,120,1,4.5,5.523
7,-139,120,1,4.5,5.523
7,-140,120,1,4.5,5.523
7,-141,120,1,4.5,5.523
7,-142,120,1,4.5,5.523
7,-143,120,1,4.5,5.523
7,-144,120,1,4.5,5.523
7,-145,120,1,4.5,5.523
7,-146,120,1,4.5,5.523
7,-147,120,1,4.5,5.523
7,-148,120,1,4.5,5.523
7,-149,120,1,4.5,5.523
7,-150,120,1,4.5,5.523
7,-90,121,1,4.25,5.22
7,-91,121,1,4.25,5.22
7,-92,121,1,4.25,5.22
7,-93,121,1,4.25,5.22
7,-94,121,1,4.25,5.22
7,-95,121,1,4.25,5.22
7,-96,121,1,4.25,5.22
7,-97,121,1,4.25,5.22
7,-98,121,1,4.25,5.22
7,-99,121,1,4.25,5.22
7,-100,121,1,4.25,5.22
7,-101,121,1,4.25,5.22
7,-102,121,1,4.25,5.22
7,-103,121,1,4.25,5.22
7,-104,121,1,4.25,5.22
7,-105,121,1,4.25,5.22
7,-106,121,1,4.25,5.22
7,-107,121,1,4.25,5.22
7,-108,121,1,4.25,5.22
7,-109,121,1,4.25,5.22
7,-110,121,1,4.25,5.22
7,-111,121,1,4.25,5.22
7,-112,121,1,4.25,5.22
7,-113,121,1,4.25,5.22
7,-114,121,1,4.25,5.22
7,-115,121,1,4.25,5.22
7,-116,121,1,4.25,5.22
7,-117,121,1,4.25,5.22
7,-118,121,1,4.25,5.22
7,-119,121,1,4.25,5.22
7,-120,121,1,4.25,5.22
7,-121,121,1,4.25,5.22
7,-122,121,1,4.25,5.22
7,-123,121,1,4.25,5.22
7,-124,121,1,4.25,5.22
7,-125,121,1,4.25,5.22
7,-126,121,1,4.25,5.22
7,-127,121,1,4.25,5.22
7,-128,121,1,4.25,5.22
7,-129,121,1,4.25,5.22
7,-130,121,1,4.25,5.22
7,-131,121,1,4.25,5.22
7,-132,121,1,4.25,5.22
7,-133,121,1,4.25,5.22
7,-134,121,1,4.25,5.22
7,-135,121,1,4.25,5.22
7,-136,121,1,4.25,5.22
7,-137,121,1,4.25,5.22
7,-138,121,1,4.25,5.22
7,-139,121,1,4.25,5.22
7,-140,121,1,4.25,5.22
7,-141,121,1,4.25,5.22
7,-142,121,1,4.25,5.22
7,-143,121,1,4.25,5.22
7,-144,121,1,4.25,5.22
7,-145,121,1,4.25,5.22
7,-146,121,1,4.25,5.22
7,-147,121,1,4.25,5.22
7,-148,121,1,4.25,5.22
7,-149,121,1,4.25,5.22
7,-150,121,1,4.25,5.22
7,-90,122,1,4.125,5.012
7,-91,122,1,4.125,5.012
7,-92,122,1,4.125,5.012
7,-93,122,1,4.125,5.012
7,-94,122,1,4.125,5.012
7,-95,122,1,4.125,5.012
7,-96,122,1,4.125,5.012
7,-97,122,1,4.125,5.012
7,-98,122,1,4.125,5.012
7,-99,122,1,4.125,5.012
7,-100,122,1,4.125,5.012
7,-101,122,1,4.125,5.012
7,-102,122,1,4.125,5.012
7,-103,122,1,4.125,5.012
7,-104,122,1,4.125,5.012
7,-105,122,1,4.125,5.012
7,-106,122,1,4.125,5.012
7,-107,122,1,4.125,5.012
7,-108,122,1,4.125,5.012
7,-109,122,1,4.125,5.012
7,-110,122,1,4.125,5.012
7,-111,122,1,4.125,5.012
7,-112,122,1,4.125,5.012
7,-113,122,1,4.125,5.012
7,-114,122,1,4.125,5.012
7,-115,122,1,4.125,5.012
7,-116,122,1,4.125,5.012
7,-117,122,1,4.125,5.012
7,-118,122,1,4.125,5.012
7,-119,122,1,4.125,5.012
7,-120,122,1,4.125,5.012
7,-121,122,1,4.125,5.012
7,-122,122,1,4.125,5.012
7,-123,122,1,4.125,5.012
7,-124,122,1,4.125,5.012
7,-125,122,1,4.125,5.012
7,-126,122,1,4.125,5.012
7,-127,122,1,4.125,5.012
7,-128,122,1,4.125,5.012
7,-129,122,1,4.125,5.012
7,-130,122,1,4.125,5.012
7,-131,122,1,4.125,5.012
7,-132,122,1,4.125,5.012
7,-133,122,1,4.125,5.012
7,-134,122,1,4.125,5.012
7,-135,122,1,4.125,5.012
7,-136,122,1,4.125,5.012
7,-137,122,1,4.125,5.012
7,-138,122,1,4.125,5.012
7,-139,122,1,4.125,5.012
7,-140,122,1,4.125,5.012
7,-141,122,1,4.125,5.012
7,-142,122,1,4.125,5.012
7,-143,122,1,4.125,5.012
7,-144,122,1,4.125,5.012
7,-145,122,1,4.125,5.012
7,-146,122,1,4.125,5.012
7,-147,122,1,4.125,5.012
7,-148,122,1,4.125,5.012
7,-149,122,1,4.125,5.012
7,-150,122,1,4.125,5.012
7,-90,123,1,4,4.95
7,-91,123,1,4,4.95
7,-92,123,1,4,4.95
7,-93,123,1,4,4.95
7,-94,123,1,4,4.95
7,-95,123,1,4,4.95
7,-96,123,1,4,4.95
7,-97,123,1,4,4.95
7,-98,123,1,4,4.95
7,-99,123,1,4,4.95
7,-100,123,1,4,4.95
7,-101,123,1,4,4.95
7,-102,123,1,4,4.95
7,-103,123,1,4,4.95
7,-104,123,1,4,4.95
7,-105,123,1,4,4.95
7,-106,123,1,4,4.95
7,-107,123,1,4,4.95
7,-108,123,1,4,4.95
7,-109,123,1,4,4.95
7,-110,123,1,4,4.95
7,-111,123,1,4,4.95
7,-112,123,1,4,4.95
7,-113,123,1,4,4.95
7,-114,123,1,4,4.95
7,-115,123,1,4,4.95
7,-116,123,1,4,4.95
7,-117,123,1,4,4.95
7,-118,123,1,4,4.95
7,-119,123,1,4,4.95
7,-120,123,1,4,4.95
7,-121,123,1,4,4.95
7,-122,123,1,4,4.95
7,-123,123,1,4,4.95
7,-124,123,1,4,4.95
7,-125,123,1,4,4.95
7,-126,123,1,4,4.95
7,-127,123,1,4,4.95
7,-128,123,1,4,4.95
7,-129,123,1,4,4.95
7,-130,123,1,4,4.95
7,-131,123,1,4,4.95
7,-132,123,1,4,4.95
7,-133,123,1,4,4.95
7,-134,123,1,4,4.95
7,-135,123,1,4,4.95
7,-136,123,1,4,4.95
7,-137,123,1,4,4.95
7,-138,123,1,4,4.95
7,-139,123,1,4,4.95
7,-140,123,1,4,4.95
7,-141,123,1,4,4.95
7,-142,123,1,4,4.95
7,-143,123,1,4,4.95
7,-144,123,1,4,4.95
7,-145,123,1,4,4.95
7,-146,123,1,4,4.95
7,-147,123,1,4,4.95
7,-148,123,1,4,4.95
7,-149,123,1,4,4.95
7,-150,123,1,4,4.95
7,-90,124,1,3.875,4.835
7,-91,124,1,3.875,4.835
7,-92,124,1,3.875,4.835
7,-93,124,1,3.875,4.835
7,-94,124,1,3.875,4.835
7,-95,124,1,3.875,4.835
7,-96,124,1,3.875,4.835
7,-97,124,1,3.875,4.835
7,-98,124,1,3.875,4.835
7,-99,124,1,3.875,4.835
7,-100,124,1,3.875,4.835
7,-101,124,1,3.875,4.835
7,-102,124,1,3.875,4.835
7,-103,124,1,3.875,4.835
7,-104,124,1,3.875,4.835
7,-105,124,1,3.875,4.835
7,-106,124,1,3.875,4.835
7,-107,124,1,3.875,4.835
7,-108,124,1,3.875,4.835
7,-109,124,1,3.875,4.835
7,-110,124,1,3.875,4.835
7,-111,124,1,3.875,4.835
7,-112,124,1,3.875,4.835
7,-113,124,1,3.875,4.835
7,-114,124,1,3.875,4.835
7,-115,124,1,3.875,4.835
7,-116,124,1,3.875,4.835
7,-117,124,1,3.875,4.835
7,-118,124,1,3.875,4.835
7,-119,124,1,3.875,4.835
7,-120,124,1,3.875,4.835
7,-121,124,1,3.875,4.835
7,-122,124,1,3.875,4.835
7,-123,124,1,3.875,4.835
7,-124,124,1,3.875,4.835
7,-125,124,1,3.875,4.835
7,-126,124,1,3.875,4.835
7,-127,124,1,3.875,4.835
7,-128,124,1,3.875,4.835
7,-129,124,1,3.875,4.835
7,-130,124,1,3.875,4.835
7,-131,124,1,3.875,4.835
7,-132,124,1,3.875,4.835
7,-133,124,1,3.875,4.835
7,-134,124,1,3.875,4.835
7,-135,124,1,3.875,4.835
7,-136,124,1,3.875,4.835
7,-137,124,1,3.875,4.835
7,-138,124,1,3.875,4.835
7,-139,124,1,3.875,4.835
7,-140,124,1,3.875,4.835
7,-141,124,1,3.875,4.835
7,-142,124,1,3.875,4.835
7,-143,124,1,3.875,4.835
7,-144,124,1,3.875,4.835
7,-145,124,1,3.875,4.835
7,-146,124,1,3.875,4.835
7,-147,124,1,3.875,4.835
7,-148,124,1,3.875,4.835
7,-149,124,1,3.875,4.835
7,-150,124,1,3.875,4.835
7,-90,125,1,3.625,4.623
7,-91,125,1,3.625,4.623
7,-92,125,1,3.625,4.623
7,-93,125,1,3.625,4.623
7,-94,125,1,3.625,4.623
7,-95,125,1,3.625,4.623
7,-96,125,1,3.625,4.623
7,-97,125,1,3.625,4.623
7,-98,125,1,3.625,4.623
7,-99,125,1,3.625,4.623
7,-100,125,1,3.625,4.623
7,-101,125,1,3.625,4.623
7,-102,125,1,3.625,4.623
7,-103,125,1,3.625,4.623
7,-104,125,1,3.625,4.623
7,-105,125,1,3.625,4.623
7,-106,125,1,3.625,4.623
7,-107,125,1,3.625,4.623
7,-108,125,1,3.625,4.623
7,-109,125,1,3.625,4.623
7,-110,125,1,3.625,4.623
7,-111,125,1,3.625,4.623
7,-112,125,1,3.625,4.623
7,-113,125,1,3.625,4.623
7,-114,125,1,3.625,4.623
7,-115,125,1,3.625,4.623
7,-116,125,1,3.625,4.623
7,-117,125,1,3.625,4.623
7,-118,125,1,3.625,4.623
7,-119,125,1,3.625,4.623
7,-120,125,1,3.625,4.623
7,-121,125,1,3.625,4.623
7,-122,125,1,3.625,4.623
7,-123,125,1,3.625,4.623
7,-124,125,1,3.625,4.623
7,-125,125,1,3.625,4.623
7,-126,125,1,3.625,4.623
7,-127,125,1,3.625,4.623
7,-128,125,1,3.625,4.623
7,-129,125,1,3.625,4.623
7,-130,125,1,3.625,4.623
7,-131,125,1,3.625,4.623
7,-132,125,1,3.625,4.623
7,-133,125,1,3.625,4.623
7,-134,125,1,3.625,4.623
7,-135,125,1,3.625,4.623
7,-136,125,1,3.625,4.623
7,-137,125,1,3.625,4.623
7,-138,125,1,3.625,4.623
7,-139,125,1,3.625,4.623
7,-140,125,1,3.625,4.623
7,-141,125,1,3.625,4.623
7,-142,125,1,3.625,4.623
7,-143,125,1,3.625,4.623
7,-144,125,1,3.625,4.623
7,-145,125,1,3.625,4.623
7,-146,125,1,3.625,4.623
7,-147,125,1,3.625,4.623
7,-148,125,1,3.625,4.623
7,-149,125,1,3.625,4.623
7,-150,125,1,3.625,4.623
7,-90,126,1,3.5,4.444
7,-91,126,1,3.5,4.444
7,-92,126,1,3.5,4.444
7,-93,126,1,3.5,4.444
7,-94,126,1,3.5,4.444
7,-95,126,1,3.5,4.444
7,-96,126,1,3.5,4.444
7,-97,126,1,3.5,4.444
7,-98,126,1,3.5,4.444
7,-99,126,1,3.5,4.444
7,-100,126,1,3.5,4.444
7,-101,126,1,3.5,4.444
7,-102,126,1,3.5,4.444
7,-103,126,1,3.5,4.444
7,-104,126,1,3.5,4.444
7,-105,126,1,3.5,4.444
7,-106,126,1,3.5,4.444
7,-107,126,1,3.5,4.444
7,-108,126,1,3.5,4.444
7,-109,126,1,3.5,4.444
7,-110,126,1,3.5,4.444
7,-111,126,1,3.5,4.444
7,-112,126,1,3.5,4.444
7,-113,126,1,3.5,4.444
7,-114,126,1,3.5,4.444
7,-115,126,1,3.5,4.444
7,-116,126,1,3.5,4.444
7,-117,126,1,3.5,4.444
7,-118,126,1,3.5,4.444
7,-119,126,1,3.5,4.444
7,-120,126,1,3.5,4.444
7,-121,126,1,3.5,4.444
7,-122,126,1,3.5,4.444
7,-123,126,1,3.5,4.444
7,-124,126,1,3.5,4.444
7,-125,126,1,3.5,4.444
7,-126,126,1,3.5,4.444
7,-127,126,1,3.5,4.444
7,-128,126,1,3.5,4.444
7,-129,126,1,3.5,4.444
7,-130,126,1,3.5,4.444
7,-131,126,1,3.5,4.444
7,-132,126,1,3.5,4.444
7,-133,126,1,3.5,4.444
7,-134,126,1,3.5,4.444
7,-135,126,1,3.5,4.444
7,-136,126,1,3.5,4.444
7,-137,126,1,3.5,4.444
7,-138,126,1,3.5,4.444
7,-139,126,1,3.5,4.444
7,-140,126,1,3.5,4.444
7,-141,126,1,3.5,4.444
7,-142,126,1,3.5,4.444
7,-143,126,1,3.5,4.444
7,-144,126,1,3.5,4.444
7,-145,126,1,3.5,4.444
7,-146,126,1,3.5,4.444
7,-147,126,1,3.5,4.444
7,-148,126,1,3.5,4.444
7,-149,126,1,3.5,4.444
7,-150,126,1,3.5,4.444
7,-90,127,1,3.625,4.486
7,-91,127,1,3.625,4.486
7,-92,127,1,3.625,4.486
7,-93,127,1,3.625,4.486
7,-94,127,1,3.625,4.486
7,-95,127,1,3.625,4.486
7,-96,127,1,3.625,4.486
7,-97,127,1,3.625,4.486
7,-98,127,1,3.625,4.486
7,-99,127,1,3.625,4.486
7,-100,127,1,3.625,4.486
7,-101,127,1,3.625,4.486
7,-102,127,1,3.625,4.486
7,-103,127,1,3.625,4.486
7,-104,127,1,3.625,4.486
7,-105,127,1,3.625,4.486
7,-106,127,1,3.625,4.486
7,-107,127,1,3.625,4.486
7,-108,127,1,3.625,4.486
7,-109,127,1,3.625,4.486
7,-110,127,1,3.625,4.486
7,-111,127,1,3.625,4.486
7,-112,127,1,3.625,4.486
7,-113,127,1,3.625,4.486
7,-114,127,1,3.625,4.486
7,-115,127,1,3.625,4.486
7,-116,127,1,3.625,4.486
7,-117,127,1,3.625,4.486
7,-118,127,1,3.625,4.486
7,-119,127,1,3.625,4.486
7,-120,127,1,3.625,4.486
7,-121,127,1,3.625,4.486
7,-122,127,1,3.625,4.486
7,-123,127,1,3.625,4.486
7,-124,127,1,3.625,4.486
7,-125,127,1,3.625,4.486
7,-126,127,1,3.625,4.486
7,-127,127,1,3.625,4.486
7,-128,127,1,3.625,4.486
7,-129,127,1,3.625,4.486
7,-130,127,1,3.625,4.486
7,-131,127,1,3.625,4.486
7,-132,127,1,3.625,4.486
7,-133,127,1,3.625,4.486
7,-134,127,1,3.625,4.486
7,-135,127,1,3.625,4.486
7,-136,127,1,3.625,4.486
7,-137,127,1,3.625,4.486
7,-138,127,1,3.625,4.486
7,-139,127,1,3.625,4.486
7,-140,127,1,3.625,4.486
7,-141,127,1,3.625,4.486
7,-142,127,1,3.625,4.486
7,-143,127,1,3.625,4.486
7,-144,127,1,3.625,4.486
7,-145,127,1,3.625,4.486
7,-146,127,1,3.625,4.486
7,-147,127,1,3.625,4.486
7,-148,127,1,3.625,4.486
7,-149,127,1,3.625,4.486
7,-150,127,1,3.625,4.486
7,-90,128,1,3.375,4.316
7,-91,128,1,3.375,4.316
7,-92,128,1,3.375,4.316
7,-93,128,1,3.375,4.316
7,-94,128,1,3.375,4.316
7,-95,128,1,3.375,4.316
7,-96,128,1,3.375,4.316
7,-97,128,1,3.375,4.316
7,-98,128,1,3.375,4.316
7,-99,128,1,3.375,4.316
7,-100,128,1,3.375,4.316
7,-101,128,1,3.375,4.316
7,-102,128,1,3.375,4.316
7,-103,128,1,3.375,4.316
7,-104,128,1,3.375,4.316
7,-105,128,1,3.375,4.316
7,-106,128,1,3.375,4.316
7,-107,128,1,3.375,4.316
7,-108,128,1,3.375,4.316
7,-109,128,1,3.375,4.316
7,-110,128,1,3.375,4.316
7,-111,128,1,3.375,4.316
7,-112,128,1,3.375,4.316
7,-113,128,1,3.375,4.316
7,-114,128,1,3.375,4.316
7,-115,128,1,3.375,4.316
7,-116,128,1,3.375,4.316
7,-117,128,1,3.375,4.316
7,-118,128,1,3.375,4.316
7,-119,128,1,3.375,4.316
7,-120,128,1,3.375,4.316
7,-121,128,1,3.375,4.316
7,-122,128,1,3.375,4.316
7,-123,128,1,3.375,4.316
7,-124,128,1,3.375,4.316
7,-125,128,1,3.375,4.316
7,-126,128,1,3.375,4.316
7,-127,128,1,3.375,4.316
7,-128,128,1,3.375,4.316
7,-129,128,1,3.375,4.316
7,-130,128,1,3.375,4.316
7,-131,128,1,3.375,4.316
7,-132,128,1,3.375,4.316
7,-133,128,1,3.375,4.316
7,-134,128,1,3.375,4.316
7,-135,128,1,3.375,4.316
7,-136,128,1,3.375,4.316
7,-137,128,1,3.375,4.316
7,-138,128,1,3.375,4.316
7,-139,128,1,3.375,4.316
7,-140,128,1,3.375,4.316
7,-141,128,1,3.375,4.316
7,-142,128,1,3.375,4.316
7,-143,128,1,3.375,4.316
7,-144,128,1,3.375,4.316
7,-145,128,1,3.375,4.316
7,-146,128,1,3.375,4.316
7,-147,128,1,3.375,4.316
7,-148,128,1,3.375,4.316
7,-149,128,1,3.375,4.316
7,-150,128,1,3.375,4.316
7,-90,129,1,3,4
7,-91,129,1,3,4
7,-92,129,1,3,4
7,-93,129,1,3,4
7,-94,129,1,3,4
7,-95,129,1,3,4
7,-96,129,1,3,4
7,-97,129,1,3,4
7,-98,129,1,3,4
7,-99,129,1,3,4
7,-100,129,1,3,4
7,-101,129,1,3,4
7,-102,129,1,3,4
7,-103,129,1,3,4
7,-104,129,1,3,4
7,-105,129,1,3,4
7,-106,129,1,3,4
7,-107,129,1,3,4
7,-108,129,1,3,4
7,-109,129,1,3,4
7,-110,129,1,3,4
7,-111,129,1,3,4
7,-112,129,1,3,4
7,-113,129,1,3,4
7,-114,129,1,3,4
7,-115,129,1,3,4
7,-116,129,1,3,4
7,-117,129,1,3,4
7,-118,129,1,3,4
7,-119,129,1,3,4
7,-120,129,1,3,4
7,-121,129,1,3,4
7,-122,129,1,3,4
7,-123,129,1,3,4
7,-124,129,1,3,4
7,-125,129,1,3,4
7,-126,129,1,3,4
7,-127,129,1,3,4
7,-128,129,1,3,4
7,-129,129,1,3,4
7,-130,129,1,3,4
7,-131,129,1,3,4
7,-132,129,1,3,4
7,-133,129,1,3,4
7,-134,129,1,3,4
7,-135,129,1,3,4
7,-136,129,1,3,4
7,-137,129,1,3,4
7,-138,129,1,3,4
7,-139,129,1,3,4
7,-140,129,1,3,4
7,-141,129,1,3,4
7,-142,129,1,3,4
7,-143,129,1,3,4
7,-144,129,1,3,4
7,-145,129,1,3,4
7,-146,129,1,3,4
7,-147,129,1,3,4
7,-148,129,1,3,4
7,-149,129,1,3,4
7,-150,129,1,3,4
7,-90,130,1,2.625,3.446
7,-91,130,1,2.625,3.446
7,-92,130,1,2.625,3.446
7,-93,130,1,2.625,3.446
7,-94,130,1,2.625,3.446
7,-95,130,1,2.625,3.446
7,-96,130,1,2.625,3.446
7,-97,130,1,2.625,3.446
7,-98,130,1,2.625,3.446
7,-99,130,1,2.625,3.446
7,-100,130,1,2.625,3.446
7,-101,130,1,2.625,3.446
7,-102,130,1,2.625,3.446
7,-103,130,1,2.625,3.446
7,-104,130,1,2.625,3.446
7,-105,130,1,2.625,3.446
7,-106,130,1,2.625,3.446
7,-107,130,1,2.625,3.446
7,-108,130,1,2.625,3.446
7,-109,130,1,2.625,3.446
7,-110,130,1,2.625,3.446
7,-111,130,1,2.625,3.446
7,-112,130,1,2.625,3.446
7,-113,130,1,2.625,3.446
7,-114,130,1,2.625,3.446
7,-115,130,1,2.625,3.446
7,-116,130,1,2.625,3.446
7,-117,130,1,2.625,3.446
7,-118,130,1,2.625,3.446
7,-119,130,1,2.625,3.446
7,-120,130,1,2.625,3.446
7,-121,130,1,2.625,3.446
7,-122,130,1,2.625,3.446
7,-123,130,1,2.625,3.446
7,-124,130,1,2.625,3.446
7,-125,130,1,2.625,3.446
7,-126,130,1,2.625,3.446
7,-127,130,1,2.625,3.446
7,-128,130,1,2.625,3.446
7,-129,130,1,2.625,3.446
7,-130,130,1,2.625,3.446
7,-131,130,1,2.625,3.446
7,-132,130,1,2.625,3.446
7,-133,130,1,2.625,3.446
7,-134,130,1,2.625,3.446
7,-135,130,1,2.625,3.446
7,-136,130,1,2.625,3.446
7,-137,130,1,2.625,3.446
7,-138,130,1,2.625,3.446
7,-139,130,1,2.625,3.446
7,-140,130,1,2.625,3.446
7,-141,130,1,2.625,3.446
7,-142,130,1,2.625,3.446
7,-143,130,1,2.625,3.446
7,-144,130,1,2.625,3.446
7,-145,130,1,2.625,3.446
7,-146,130,1,2.625,3.446
7,-147,130,1,2.625,3.446
7,-148,130,1,2.625,3.446
7,-149,130,1,2.625,3.446
7,-150,130,1,2.625,3.446
7,-90,131,1,2.625,3.446
7,-91,131,1,2.625,3.446
7,-92,131,1,2.625,3.446
7,-93,131,1,2.625,3.446
7,-94,131,1,2.625,3.446
7,-95,131,1,2.625,3.446
7,-96,131,1,2.625,3.446
7,-97,131,1,2.625,3.446
7,-98,131,1,2.625,3.446
7,-99,131,1,2.625,3.446
7,-100,131,1,2.625,3.446
7,-101,131,1,2.625,3.446
7,-102,131,1,2.625,3.446
7,-103,131,1,2.625,3.446
7,-104,131,1,2.625,3.446
7,-105,131,1,2.625,3.446
7,-106,131,1,2.625,3.446
7,-107,131,1,2.625,3.446
7,-108,131,1,2.625,3.446
7,-109,131,1,2.625,3.446
7,-110,131,1,2.625,3.446
7,-111,131,1,2.625,3.446
7,-112,131,1,2.625,3.446
7,-113,131,1,2.625,3.446
7,-114,131,1,2.625,3.446
7,-115,131,1,2.625,3.446
7,-116,131,1,2.625,3.446
7,-117,131,1,2.625,3.446
7,-118,131,1,2.625,3.446
7,-119,131,1,2.625,3.446
7,-120,131,1,2.625,3.446
7,-121,131,1,2.625,3.446
7,-122,131,1,2.625,3.446
7,-123,131,1,2.625,3.446
7,-124,131,1,2.625,3.446
7,-125,131,1,2.625,3.446
7,-126,131,1,2.625,3.446
7,-127,131,1,2.625,3.446
7,-128,131,1,2.625,3.446
7,-129,131,1,2.625,3.446
7,-130,131,1,2.625,3.446
7,-131,131,1,2.625,3.446
7,-132,131,1,2.625,3.446
7,-133,131,1,2.625,3.446
7,-134,131,1,2.625,3.446
7,-135,131,1,2.625,3.446
7,-136,131,1,2.625,3.446
7,-137,131,1,2.625,3.446
7,-138,131,1,2.625,3.446
7,-139,131,1,2.625,3.446
7,-140,131,1,2.625,3.446
7,-141,131,1,2.625,3.446
7,-142,131,1,2.625,3.446
7,-143,131,1,2.625,3.446
7,-144,131,1,2.625,3.446
7,-145,131,1,2.625,3.446
7,-146,131,1,2.625,3.446
7,-147,131,1,2.625,3.446
7,-148,131,1,2.625,3.446
7,-149,131,1,2.625,3.446
7,-150,131,1,2.625,3.446
7,-90,132,1,2.625,3.446
7,-91,132,1,2.625,3.446
7,-92,132,1,2.625,3.446
7,-93,132,1,2.625,3.446
7,-94,132,1,2.625,3.446
7,-95,132,1,2.625,3.446
7,-96,132,1,2.625,3.446
7,-97,132,1,2.625,3.446
7,-98,132,1,2.625,3.446
7,-99,132,1,2.625,3.446
7,-100,132,1,2.625,3.446
7,-101,132,1,2.625,3.446
7,-102,132,1,2.625,3.446
7,-103,132,1,2.625,3.446
7,-104,132,1,2.625,3.446
7,-105,132,1,2.625,3.446
7,-106,132,1,2.625,3.446
7,-107,132,1,2.625,3.446
7,-108,132,1,2.625,3.446
7,-109,132,1,2.625,3.446
7,-110,132,1,2.625,3.446
7,-111,132,1,2.625,3.446
7,-112,132,1,2.625,3.446
7,-113,132,1,2.625,3.446
7,-114,132,1,2.625,3.446
7,-115,132,1,2.625,3.446
7,-116,132,1,2.625,3.446
7,-117,132,1,2.625,3.446
7,-118,132,1,2.625,3.446
7,-119,132,1,2.625,3.446
7,-120,132,1,2.625,3.446
7,-121,132,1,2.625,3.446
7,-122,132,1,2.625,3.446
7,-123,132,1,2.625,3.446
7,-124,132,1,2.625,3.446
7,-125,132,1,2.625,3.446
7,-126,132,1,2.625,3.446
7,-127,132,1,2.625,3.446
7,-128,132,1,2.625,3.446
7,-129,132,1,2.625,3.446
7,-130,132,1,2.625,3.446
7,-131,132,1,2.625,3.446
7,-132,132,1,2.625,3.446
7,-133,132,1,2.625,3.446
7,-134,132,1,2.625,3.446
7,-135,132,1,2.625,3.446
7,-136,132,1,2.625,3.446
7,-137,132,1,2.625,3.446
7,-138,132,1,2.625,3.446
7,-139,132,1,2.625,3.446
7,-140,132,1,2.625,3.446
7,-141,132,1,2.625,3.446
7,-142,132,1,2.625,3.446
7,-143,132,1,2.625,3.446
7,-144,132,1,2.625,3.446
7,-145,132,1,2.625,3.446
7,-146,132,1,2.625,3.446
7,-147,132,1,2.625,3.446
7,-148,132,1,2.625,3.446
7,-149,132,1,2.625,3.446
7,-150,132,1,2.625,3.446
7,-90,133,1,2.75,3.354
7,-91,133,1,2.75,3.354
7,-92,133,1,2.75,3.354
7,-93,133,1,2.75,3.354
7,-94,133,1,2.75,3.354
7,-95,133,1,2.75,3.354
7,-96,133,1,2.75,3.354
7,-97,133,1,2.75,3.354
7,-98,133,1,2.75,3.354
7,-99,133,1,2.75,3.354
7,-100,133,1,2.75,3.354
7,-101,133,1,2.75,3.354
7,-102,133,1,2.75,3.354
7,-103,133,1,2.75,3.354
7,-104,133,1,2.75,3.354
7,-105,133,1,2.75,3.354
7,-106,133,1,2.75,3.354
7,-107,133,1,2.75,3.354
7,-108,133,1,2.75,3.354
7,-109,133,1,2.75,3.354
7,-110,133,1,2.75,3.354
7,-111,133,1,2.75,3.354
7,-112,133,1,2.75,3.354
7,-113,133,1,2.75,3.354
7,-114,133,1,2.75,3.354
7,-115,133,1,2.75,3.354
7,-116,133,1,2.75,3.354
7,-117,133,1,2.75,3.354
7,-118,133,1,2.75,3.354
7,-119,133,1,2.75,3.354
7,-120,133,1,2.75,3.354
7,-121,133,1,2.75,3.354
7,-122,133,1,2.75,3.354
7,-123,133,1,2.75,3.354
7,-124,133,1,2.75,3.354
7,-125,133,1,2.75,3.354
7,-126,133,1,2.75,3.354
7,-127,133,1,2.75,3.354
7,-128,133,1,2.75,3.354
7,-129,133,1,2.75,3.354
7,-130,133,1,2.75,3.354
7,-131,133,1,2.75,3.354
7,-132,133,1,2.75,3.354
7,-133,133,1,2.75,3.354
7,-134,133,1,2.75,3.354
7,-135,133,1,2.75,3.354
7,-136,133,1,2.75,3.354
7,-137,133,1,2.75,3.354
7,-138,133,1,2.75,3.354
