"date","X","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","Ca_cumsum","bloom_doy","is_bloom"
"1994-04-14",14836,"GME00127786",7,3.8,7.7,1994,4,14,-1.6,0,-227.85158937171,190.65,NA,0
"1994-04-15",14837,"GME00127786",7.5,2.2,0,1994,4,15,-2.4,0.25,-230.25158937171,190.9,NA,0
"1994-04-16",14838,"GME00127786",13.8,5.6,0,1994,4,16,-0.699999999999999,3.4,-230.95158937171,194.3,NA,0
"1994-04-17",14839,"GME00127786",11.2,6.8,10.3,1994,4,17,-0.100000000000001,2.1,-231.05158937171,196.4,NA,0
"1994-04-18",14840,"GME00127786",7.8,5.1,0,1994,4,18,-0.95,0.4,-232.00158937171,196.8,NA,0
"1994-04-19",14841,"GME00127786",11.5,4.4,0,1994,4,19,-1.3,2.25,-233.30158937171,199.05,NA,0
"1994-04-20",14842,"GME00127786",15,6.7,0.7,1994,4,20,-0.149999999999999,4,-233.45158937171,203.05,NA,0
"1994-04-21",14843,"GME00127786",16,8.5,0.1,1994,4,21,0,5.25,-233.45158937171,208.3,NA,0
"1994-04-22",14844,"GME00127786",20,5.5,0,1994,4,22,-0.75,6.5,-234.20158937171,214.8,NA,0
"1994-04-23",14845,"GME00127786",21.2,6.7,1.5,1994,4,23,-0.149999999999999,7.1,-234.35158937171,221.9,NA,0
"1994-04-24",14846,"GME00127786",21.5,10,0,1994,4,24,0,8.75,-234.35158937171,230.65,NA,0
"1994-04-25",14847,"GME00127786",14.9,9.5,7.4,1994,4,25,0,5.2,-234.35158937171,235.85,NA,0
"1994-04-26",14848,"GME00127786",18.5,8.8,0,1994,4,26,0,6.65,-234.35158937171,242.5,NA,0
"1994-04-27",14849,"GME00127786",16,5.5,0.2,1994,4,27,-0.75,4.5,-235.10158937171,247,NA,0
"1994-04-28",14850,"GME00127786",21.9,8.3,0,1994,4,28,0,8.1,-235.10158937171,255.1,NA,0
"1994-04-29",14851,"GME00127786",25,7.8,0,1994,4,29,0,9.4,-235.10158937171,264.5,NA,0
"1994-04-30",14852,"GME00127786",26.3,8.5,0,1994,4,30,0,10.4,-235.10158937171,274.9,NA,0
"1995-03-01",15157,"GME00127786",14.3,-0.3,0,1995,3,1,-3.35308219178082,3.65,-166.083003632874,83.05,NA,0
"1995-03-02",15158,"GME00127786",10.6,3.5,0.4,1995,3,2,-1.75,1.8,-167.833003632874,84.85,NA,0
"1995-03-03",15159,"GME00127786",9,1.2,4.6,1995,3,3,-2.9,1,-170.733003632874,85.85,NA,0
"1995-03-04",15160,"GME00127786",6,-0.4,0,1995,3,4,-2.8125,0,-173.545503632874,85.85,NA,0
"1995-03-05",15161,"GME00127786",5.2,-2.6,8.5,1995,3,5,-1.73333333333333,0,-175.278836966208,85.85,NA,0
"1995-03-06",15162,"GME00127786",6.3,1.4,8.6,1995,3,6,-2.45,0,-177.728836966208,85.85,NA,0
"1995-03-07",15163,"GME00127786",6.5,0.7,0.2,1995,3,7,-2.9,0,-180.628836966208,85.85,NA,0
"1995-03-08",15164,"GME00127786",8,1,1.9,1995,3,8,-3,0.5,-183.628836966208,86.35,NA,0
"1995-03-09",15165,"GME00127786",8.5,-0.5,0.2,1995,3,9,-3.26388888888889,0.75,-186.892725855096,87.1,NA,0
"1995-03-10",15166,"GME00127786",11.1,-1.2,0,1995,3,10,-2.95853658536585,2.05,-189.851262440462,89.15,NA,0
"1995-03-11",15167,"GME00127786",15,1.5,0,1995,3,11,-2.75,4,-192.601262440462,93.15,NA,0
"1995-03-12",15168,"GME00127786",17,2.7,0,1995,3,12,-2.15,5,-194.751262440462,98.15,NA,0
"1995-03-13",15169,"GME00127786",13.2,1,0,1995,3,13,-3,3.1,-197.751262440462,101.25,NA,0
"1995-03-14",15170,"GME00127786",8.8,1.2,0,1995,3,14,-2.9,0.9,-200.651262440462,102.15,NA,0
"1995-03-15",15171,"GME00127786",7.8,3.1,5,1995,3,15,-1.95,0.4,-202.601262440462,102.55,NA,0
"1995-03-16",15172,"GME00127786",8.5,2.5,0.1,1995,3,16,-2.25,0.75,-204.851262440462,103.3,NA,0
"1995-03-17",15173,"GME00127786",13.2,2,6.8,1995,3,17,-2.5,3.1,-207.351262440462,106.4,NA,0
"1995-03-18",15174,"GME00127786",13.2,7.5,5.2,1995,3,18,0,3.35,-207.351262440462,109.75,NA,0
"1995-03-19",15175,"GME00127786",12.7,0.4,21.4,1995,3,19,-3.3,2.85,-210.651262440462,112.6,NA,0
"1995-03-20",15176,"GME00127786",7.7,0.3,2.5,1995,3,20,-3.35,0.35,-214.001262440462,112.95,NA,0
"1995-03-21",15177,"GME00127786",5.5,0.5,2.8,1995,3,21,-2.5,0,-216.501262440462,112.95,NA,0
"1995-03-22",15178,"GME00127786",9.5,-0.5,0,1995,3,22,-3.2625,1.25,-219.763762440462,114.2,NA,0
"1995-03-23",15179,"GME00127786",14,0,0,1995,3,23,-3.5,3.5,-223.263762440462,117.7,NA,0
"1995-03-24",15180,"GME00127786",19.3,2.1,0,1995,3,24,-2.45,6.15,-225.713762440462,123.85,NA,0
"1995-03-25",15181,"GME00127786",12.5,3,0,1995,3,25,-2,2.75,-227.713762440462,126.6,NA,0
"1995-03-26",15182,"GME00127786",13,8,2.9,1995,3,26,0,3.5,-227.713762440462,130.1,NA,0
"1995-03-27",15183,"GME00127786",11,0,13.9,1995,3,27,-3.5,2,-231.213762440462,132.1,NA,0
"1995-03-28",15184,"GME00127786",4.8,-1,4.6,1995,3,28,-1.98620689655172,0,-233.199969337014,132.1,NA,0
"1995-03-29",15185,"GME00127786",7.1,0.6,2.1,1995,3,29,-3.2,0.0499999999999998,-236.399969337014,132.15,NA,0
"1995-03-30",15186,"GME00127786",6.6,0.1,0,1995,3,30,-3.25,0,-239.649969337014,132.15,NA,0
"1995-03-31",15187,"GME00127786",7.1,-2.6,3,1995,3,31,-2.54845360824742,0.0499999999999998,-242.198422945261,132.2,NA,0
"1995-04-01",15188,"GME00127786",8.6,2.2,2.2,1995,4,1,-2.4,0.8,-244.598422945261,133,NA,0
"1995-04-02",15189,"GME00127786",18.7,7.4,0,1995,4,2,0,6.05,-244.598422945261,139.05,NA,0
"1995-04-03",15190,"GME00127786",22,4.6,0,1995,4,3,-1.2,7.5,-245.798422945261,146.55,NA,0
"1995-04-04",15191,"GME00127786",23.1,5.6,0,1995,4,4,-0.700000000000001,8.05,-246.498422945261,154.6,NA,0
"1995-04-05",15192,"GME00127786",22,6.5,0,1995,4,5,-0.25,7.5,-246.748422945261,162.1,NA,0
"1995-04-06",15193,"GME00127786",19.2,9.4,0,1995,4,6,0,7.3,-246.748422945261,169.4,NA,0
"1995-04-07",15194,"GME00127786",17,9.5,0,1995,4,7,0,6.25,-246.748422945261,175.65,NA,0
"1995-04-08",15195,"GME00127786",13.6,7.2,0,1995,4,8,0,3.4,-246.748422945261,179.05,NA,0
"1995-04-09",15196,"GME00127786",11,4,0,1995,4,9,-1.5,2,-248.248422945261,181.05,NA,0
"1995-04-10",15197,"GME00127786",10.4,1.6,0,1995,4,10,-2.7,1.7,-250.948422945261,182.75,NA,0
"1995-04-11",15198,"GME00127786",14,1.9,0,1995,4,11,-2.55,3.5,-253.498422945261,186.25,NA,0
"1995-04-12",15199,"GME00127786",16.5,3.2,6,1995,4,12,-1.9,4.75,-255.398422945261,191,102,1
"1995-04-13",15200,"GME00127786",12.3,6.5,0,1995,4,13,-0.25,2.65,-255.648422945261,193.65,NA,0
"1995-04-14",15201,"GME00127786",12.6,1.9,0,1995,4,14,-2.55,2.8,-258.198422945261,196.45,NA,0
"1995-04-15",15202,"GME00127786",14.3,2.1,3.1,1995,4,15,-2.45,3.65,-260.648422945261,200.1,NA,0
"1995-04-16",15203,"GME00127786",11.1,6.1,0.5,1995,4,16,-0.45,2.05,-261.098422945261,202.15,NA,0
"1995-04-17",15204,"GME00127786",10.6,5.2,0.8,1995,4,17,-0.9,1.8,-261.998422945261,203.95,NA,0
"1995-04-18",15205,"GME00127786",14,9.5,1.3,1995,4,18,0,4.75,-261.998422945261,208.7,NA,0
"1995-04-19",15206,"GME00127786",16.5,6.8,6,1995,4,19,-0.100000000000001,4.75,-262.098422945261,213.45,NA,0
"1995-04-20",15207,"GME00127786",8,2.8,0.1,1995,4,20,-2.1,0.5,-264.198422945261,213.95,NA,0
"1995-04-21",15208,"GME00127786",15.5,5,0,1995,4,21,-1,4.25,-265.198422945261,218.2,NA,0
"1995-04-22",15209,"GME00127786",14.5,5.2,0,1995,4,22,-0.899999999999999,3.75,-266.098422945261,221.95,NA,0
"1995-04-23",15210,"GME00127786",18.5,5.3,0,1995,4,23,-0.850000000000001,5.75,-266.948422945261,227.7,NA,0
"1995-04-24",15211,"GME00127786",18.4,10.5,0,1995,4,24,0,7.45,-266.948422945261,235.15,NA,0
"1995-04-25",15212,"GME00127786",12.8,8.8,9.8,1995,4,25,0,3.8,-266.948422945261,238.95,NA,0
"1995-04-26",15213,"GME00127786",10.8,8.7,7,1995,4,26,0,2.75,-266.948422945261,241.7,NA,0
"1995-04-27",15214,"GME00127786",17.2,8.4,5.7,1995,4,27,0,5.8,-266.948422945261,247.5,NA,0
"1995-04-28",15215,"GME00127786",20.5,9.7,0,1995,4,28,0,8.1,-266.948422945261,255.6,NA,0
"1995-04-29",15216,"GME00127786",21.6,7.7,7.9,1995,4,29,0,7.65,-266.948422945261,263.25,NA,0
"1995-04-30",15217,"GME00127786",15.5,11,1,1995,4,30,0,6.25,-266.948422945261,269.5,NA,0
"1996-03-01",15523,"GME00127786",4.4,0.9,0.6,1996,3,1,-1.75,0,-154.291468567774,19,NA,0
"1996-03-02",15524,"GME00127786",5.8,-0.8,0,1996,3,2,-2.54848484848485,0,-156.839953416258,19,NA,0
"1996-03-03",15525,"GME00127786",4.9,-5.1,0,1996,3,3,-1.2005,0,-158.040453416258,19,NA,0
"1996-03-04",15526,"GME00127786",4.2,-4.6,0,1996,3,4,-1.00227272727273,0,-159.042726143531,19,NA,0
"1996-03-05",15527,"GME00127786",8,-3.6,0,1996,3,5,-2.25862068965517,0.5,-161.301346833186,19.5,NA,0
"1996-03-06",15528,"GME00127786",3.2,-2.5,0,1996,3,6,-0.898245614035088,0,-162.199592447221,19.5,NA,0
"1996-03-07",15529,"GME00127786",8.4,1,0,1996,3,7,-3,0.7,-165.199592447221,20.2,NA,0
"1996-03-08",15530,"GME00127786",9.1,-3,0,1996,3,8,-2.37190082644628,1.05,-167.571493273668,21.25,NA,0
"1996-03-09",15531,"GME00127786",12,0.5,0,1996,3,9,-3.25,2.5,-170.821493273668,23.75,NA,0
"1996-03-10",15532,"GME00127786",5,-0.4,0,1996,3,10,-2.31481481481481,0,-173.136308088482,23.75,NA,0
"1996-03-11",15533,"GME00127786",6.9,-5,0.2,1996,3,11,-2.00042016806723,0,-175.13672825655,23.75,NA,0
"1996-03-12",15534,"GME00127786",2.5,-3.6,0,1996,3,12,-0.512295081967213,0,-175.649023338517,23.75,NA,0
"1996-03-13",15535,"GME00127786",3.8,-7.6,0,1996,3,13,-0.633333333333333,0,-176.28235667185,23.75,NA,0
"1996-03-14",15536,"GME00127786",10,-0.9,0,1996,3,14,-3.08715596330275,1.5,-179.369512635153,25.25,NA,0
"1996-03-15",15537,"GME00127786",11.5,0.6,0,1996,3,15,-3.2,2.25,-182.569512635153,27.5,NA,0
"1996-03-16",15538,"GME00127786",13.2,0.6,0,1996,3,16,-3.2,3.1,-185.769512635153,30.6,NA,0
"1996-03-17",15539,"GME00127786",13,3.4,0,1996,3,17,-1.8,3,-187.569512635153,33.6,NA,0
"1996-03-18",15540,"GME00127786",8.4,4.4,0,1996,3,18,-1.3,0.7,-188.869512635153,34.3,NA,0
"1996-03-19",15541,"GME00127786",11,4,0,1996,3,19,-1.5,2,-190.369512635153,36.3,NA,0
"1996-03-20",15542,"GME00127786",15.2,1.2,1.1,1996,3,20,-2.9,4.1,-193.269512635153,40.4,NA,0
"1996-03-21",15543,"GME00127786",14.5,4.5,9.1,1996,3,21,-1.25,3.75,-194.519512635153,44.15,NA,0
"1996-03-22",15544,"GME00127786",11.6,5.2,6.2,1996,3,22,-0.9,2.3,-195.419512635153,46.45,NA,0
"1996-03-23",15545,"GME00127786",20.7,7,0,1996,3,23,0,6.85,-195.419512635153,53.3,NA,0
"1996-03-24",15546,"GME00127786",22,6,0,1996,3,24,-0.5,7.5,-195.919512635153,60.8,NA,0
"1996-03-25",15547,"GME00127786",13,6.7,0.3,1996,3,25,-0.149999999999999,3,-196.069512635153,63.8,NA,0
"1996-03-26",15548,"GME00127786",19.1,9,12.1,1996,3,26,0,7.05,-196.069512635153,70.85,NA,0
"1996-03-27",15549,"GME00127786",12.8,2.9,1.7,1996,3,27,-2.05,2.9,-198.119512635153,73.75,NA,0
"1996-03-28",15550,"GME00127786",6.5,-2.1,0,1996,3,28,-2.45639534883721,0,-200.57590798399,73.75,NA,0
"1996-03-29",15551,"GME00127786",8.2,3.8,0,1996,3,29,-1.6,0.6,-202.17590798399,74.35,NA,0
"1996-03-30",15552,"GME00127786",6,0.1,2.1,1996,3,30,-2.95,0,-205.12590798399,74.35,NA,0
"1996-03-31",15553,"GME00127786",7.8,-1.2,0,1996,3,31,-2.98,0.4,-208.10590798399,74.75,NA,0
"1996-04-01",15554,"GME00127786",10.8,-2.3,0,1996,4,1,-2.55190839694656,1.9,-210.657816380937,76.65,NA,0
"1996-04-02",15555,"GME00127786",9,2,0,1996,4,2,-2.5,1,-213.157816380937,77.65,NA,0
"1996-04-03",15556,"GME00127786",7,1.5,0,1996,4,3,-2.75,0,-215.907816380937,77.65,NA,0
"1996-04-04",15557,"GME00127786",5.4,1.3,0,1996,4,4,-2.05,0,-217.957816380937,77.65,NA,0
"1996-04-05",15558,"GME00127786",10,-0.5,0,1996,4,5,-3.26190476190476,1.5,-221.219721142842,79.15,NA,0
"1996-04-06",15559,"GME00127786",17.3,3,0,1996,4,6,-2,5.15,-223.219721142842,84.3,NA,0
"1996-04-07",15560,"GME00127786",20,6,0,1996,4,7,-0.5,6.5,-223.719721142842,90.8,NA,0
"1996-04-08",15561,"GME00127786",18,6,0,1996,4,8,-0.5,5.5,-224.219721142842,96.3,NA,0
"1996-04-09",15562,"GME00127786",15.2,5,0,1996,4,9,-1,4.1,-225.219721142842,100.4,NA,0
"1996-04-10",15563,"GME00127786",18.7,5,3.5,1996,4,10,-1,5.85,-226.219721142842,106.25,NA,0
"1996-04-11",15564,"GME00127786",13.1,8.5,3.2,1996,4,11,0,3.8,-226.219721142842,110.05,NA,0
"1996-04-12",15565,"GME00127786",14.5,5.6,5.3,1996,4,12,-0.700000000000001,3.75,-226.919721142842,113.8,NA,0
"1996-04-13",15566,"GME00127786",7.2,4.3,1,1996,4,13,-1.35,0.1,-228.269721142842,113.9,NA,0
"1996-04-14",15567,"GME00127786",12.5,2.8,0,1996,4,14,-2.1,2.75,-230.369721142842,116.65,NA,0
"1996-04-15",15568,"GME00127786",15.1,0.1,0,1996,4,15,-3.45,4.05,-233.819721142842,120.7,NA,0
"1996-04-16",15569,"GME00127786",16.2,2.8,0,1996,4,16,-2.1,4.6,-235.919721142842,125.3,NA,0
"1996-04-17",15570,"GME00127786",18.8,5.2,0,1996,4,17,-0.899999999999999,5.9,-236.819721142842,131.2,NA,0
"1996-04-18",15571,"GME00127786",17.3,10.2,0,1996,4,18,0,6.75,-236.819721142842,137.95,NA,0
"1996-04-19",15572,"GME00127786",24,5.5,0,1996,4,19,-0.75,8.5,-237.569721142842,146.45,NA,0
"1996-04-20",15573,"GME00127786",25.2,7.2,0,1996,4,20,0,9.2,-237.569721142842,155.65,NA,0
"1996-04-21",15574,"GME00127786",26.5,8,0,1996,4,21,0,10.25,-237.569721142842,165.9,112,1
"1996-04-22",15575,"GME00127786",27.2,12,0,1996,4,22,0,12.6,-237.569721142842,178.5,NA,0
"1996-04-23",15576,"GME00127786",20.8,11.8,2.9,1996,4,23,0,9.3,-237.569721142842,187.8,NA,0
"1996-04-24",15577,"GME00127786",17.1,9.8,0,1996,4,24,0,6.45,-237.569721142842,194.25,NA,0
"1996-04-25",15578,"GME00127786",17.3,7.5,0,1996,4,25,0,5.4,-237.569721142842,199.65,NA,0
"1996-04-26",15579,"GME00127786",21.2,5.6,0,1996,4,26,-0.699999999999999,7.1,-238.269721142842,206.75,NA,0
"1996-04-27",15580,"GME00127786",21.2,9,0,1996,4,27,0,8.1,-238.269721142842,214.85,NA,0
"1996-04-28",15581,"GME00127786",21,11.1,0.2,1996,4,28,0,9.05,-238.269721142842,223.9,NA,0
"1996-04-29",15582,"GME00127786",16.5,12.1,7.6,1996,4,29,0,7.3,-238.269721142842,231.2,NA,0
"1996-04-30",15583,"GME00127786",16.5,11,0.5,1996,4,30,0,6.75,-238.269721142842,237.95,NA,0
"1997-03-01",15888,"GME00127786",17.5,4.6,0,1997,3,1,-1.2,5.25,-159.223448757845,69.55,NA,0
"1997-03-02",15889,"GME00127786",21.2,4.9,0,1997,3,2,-1.05,7.1,-160.273448757845,76.65,NA,0
"1997-03-03",15890,"GME00127786",15.4,9,0,1997,3,3,0,5.2,-160.273448757845,81.85,NA,0
"1997-03-04",15891,"GME00127786",21,8.5,0,1997,3,4,0,7.75,-160.273448757845,89.6,NA,0
"1997-03-05",15892,"GME00127786",14.5,8.3,2.8,1997,3,5,0,4.4,-160.273448757845,94,NA,0
"1997-03-06",15893,"GME00127786",12,5.5,0,1997,3,6,-0.75,2.5,-161.023448757845,96.5,NA,0
"1997-03-07",15894,"GME00127786",11.5,0.9,0,1997,3,7,-3.05,2.25,-164.073448757845,98.75,NA,0
"1997-03-08",15895,"GME00127786",11,2,0,1997,3,8,-2.5,2,-166.573448757845,100.75,NA,0
"1997-03-09",15896,"GME00127786",12,2,0,1997,3,9,-2.5,2.5,-169.073448757845,103.25,NA,0
"1997-03-10",15897,"GME00127786",18.6,3.4,0,1997,3,10,-1.8,5.8,-170.873448757845,109.05,NA,0
"1997-03-11",15898,"GME00127786",19.7,2.4,0,1997,3,11,-2.3,6.35,-173.173448757845,115.4,NA,0
"1997-03-12",15899,"GME00127786",20,2.4,0,1997,3,12,-2.3,6.5,-175.473448757845,121.9,NA,0
"1997-03-13",15900,"GME00127786",17.6,4.7,0,1997,3,13,-1.15,5.3,-176.623448757845,127.2,NA,0
"1997-03-14",15901,"GME00127786",14.5,1.6,0.3,1997,3,14,-2.7,3.75,-179.323448757845,130.95,NA,0
"1997-03-15",15902,"GME00127786",13.1,7.2,0,1997,3,15,0,3.15,-179.323448757845,134.1,NA,0
"1997-03-16",15903,"GME00127786",17.1,9.2,0.6,1997,3,16,0,6.15,-179.323448757845,140.25,NA,0
"1997-03-17",15904,"GME00127786",16.6,6.6,0,1997,3,17,-0.200000000000001,4.8,-179.523448757845,145.05,NA,0
"1997-03-18",15905,"GME00127786",20.8,4,0,1997,3,18,-1.5,6.9,-181.023448757845,151.95,NA,0
"1997-03-19",15906,"GME00127786",15.5,6,5.1,1997,3,19,-0.5,4.25,-181.523448757845,156.2,NA,0
"1997-03-20",15907,"GME00127786",6.1,3.8,0.5,1997,3,20,-1.15,0,-182.673448757845,156.2,NA,0
"1997-03-21",15908,"GME00127786",8.5,0.5,1,1997,3,21,-3.25,0.75,-185.923448757845,156.95,NA,0
"1997-03-22",15909,"GME00127786",12.5,0.6,0,1997,3,22,-3.2,2.75,-189.123448757845,159.7,NA,0
"1997-03-23",15910,"GME00127786",10.5,0.4,1.4,1997,3,23,-3.3,1.75,-192.423448757845,161.45,NA,0
"1997-03-24",15911,"GME00127786",11.5,5.1,0.1,1997,3,24,-0.950000000000001,2.25,-193.373448757845,163.7,NA,0
"1997-03-25",15912,"GME00127786",8.5,3.4,1,1997,3,25,-1.8,0.75,-195.173448757845,164.45,NA,0
"1997-03-26",15913,"GME00127786",15.1,2,0.3,1997,3,26,-2.5,4.05,-197.673448757845,168.5,85,1
"1997-03-27",15914,"GME00127786",16.3,9,0.2,1997,3,27,0,5.65,-197.673448757845,174.15,NA,0
"1997-03-28",15915,"GME00127786",14.3,6.5,6,1997,3,28,-0.25,3.65,-197.923448757845,177.8,NA,0
"1997-03-29",15916,"GME00127786",9.2,2.7,1.1,1997,3,29,-2.15,1.1,-200.073448757845,178.9,NA,0
"1997-03-30",15917,"GME00127786",9.2,3.8,0,1997,3,30,-1.6,1.1,-201.673448757845,180,NA,0
"1997-03-31",15918,"GME00127786",15.3,1.1,0,1997,3,31,-2.95,4.15,-204.623448757845,184.15,NA,0
"1997-04-01",15919,"GME00127786",18.5,2.5,0,1997,4,1,-2.25,5.75,-206.873448757845,189.9,NA,0
"1997-04-02",15920,"GME00127786",20.5,3.4,0,1997,4,2,-1.8,6.75,-208.673448757845,196.65,NA,0
"1997-04-03",15921,"GME00127786",19,5.5,2.6,1997,4,3,-0.75,6,-209.423448757845,202.65,NA,0
"1997-04-04",15922,"GME00127786",14,4.4,0.2,1997,4,4,-1.3,3.5,-210.723448757845,206.15,NA,0
"1997-04-05",15923,"GME00127786",13.5,0,3,1997,4,5,-3.5,3.25,-214.223448757845,209.4,NA,0
"1997-04-06",15924,"GME00127786",13.8,7,1.8,1997,4,6,0,3.4,-214.223448757845,212.8,NA,0
"1997-04-07",15925,"GME00127786",11.3,-1.1,0,1997,4,7,-2.99879032258065,2.15,-217.222239080426,214.95,NA,0
"1997-04-08",15926,"GME00127786",15,2.5,0,1997,4,8,-2.25,4,-219.472239080426,218.95,NA,0
"1997-04-09",15927,"GME00127786",20.3,3.3,0,1997,4,9,-1.85,6.65,-221.322239080426,225.6,NA,0
"1997-04-10",15928,"GME00127786",21,4,0,1997,4,10,-1.5,7,-222.822239080426,232.6,NA,0
"1997-04-11",15929,"GME00127786",19.7,3.5,1.2,1997,4,11,-1.75,6.35,-224.572239080426,238.95,NA,0
"1997-04-12",15930,"GME00127786",11.2,1,0,1997,4,12,-3,2.1,-227.572239080426,241.05,NA,0
"1997-04-13",15931,"GME00127786",12.8,-0.7,0,1997,4,13,-3.16814814814815,2.9,-230.740387228574,243.95,NA,0
"1997-04-14",15932,"GME00127786",17.5,-0.9,0,1997,4,14,-3.07201086956522,5.25,-233.812398098139,249.2,NA,0
"1997-04-15",15933,"GME00127786",13,5.9,0,1997,4,15,-0.549999999999999,3,-234.362398098139,252.2,NA,0
"1997-04-16",15934,"GME00127786",11.7,1.6,0,1997,4,16,-2.7,2.35,-237.062398098139,254.55,NA,0
"1997-04-17",15935,"GME00127786",10.2,-0.6,0,1997,4,17,-3.21666666666667,1.6,-240.279064764806,256.15,NA,0
"1997-04-18",15936,"GME00127786",16.8,-0.1,0,1997,4,18,-3.45029585798816,4.9,-243.729360622794,261.05,NA,0
"1997-04-19",15937,"GME00127786",16.8,1,10,1997,4,19,-3,4.9,-246.729360622794,265.95,NA,0
"1997-04-20",15938,"GME00127786",9.8,2.3,0.7,1997,4,20,-2.35,1.4,-249.079360622794,267.35,NA,0
"1997-04-21",15939,"GME00127786",11.2,-0.1,0,1997,4,21,-3.45044247787611,2.1,-252.52980310067,269.45,NA,0
"1997-04-22",15940,"GME00127786",11.6,-1.1,0,1997,4,22,-2.99763779527559,2.3,-255.527440895946,271.75,NA,0
"1997-04-23",15941,"GME00127786",14.8,-0.2,0,1997,4,23,-3.40133333333333,3.9,-258.928774229279,275.65,NA,0
"1997-04-24",15942,"GME00127786",18.6,1.7,0,1997,4,24,-2.65,5.8,-261.578774229279,281.45,NA,0
"1997-04-25",15943,"GME00127786",22.4,4.6,5,1997,4,25,-1.2,7.7,-262.778774229279,289.15,NA,0
"1997-04-26",15944,"GME00127786",16.1,10.5,13.9,1997,4,26,0,6.3,-262.778774229279,295.45,NA,0
"1997-04-27",15945,"GME00127786",14,9.9,4.3,1997,4,27,0,4.95,-262.778774229279,300.4,NA,0
"1997-04-28",15946,"GME00127786",17.1,8.7,14.8,1997,4,28,0,5.9,-262.778774229279,306.3,NA,0
"1997-04-29",15947,"GME00127786",12.6,9.2,10.9,1997,4,29,0,3.9,-262.778774229279,310.2,NA,0
"1997-04-30",15948,"GME00127786",14,8.8,0.2,1997,4,30,0,4.4,-262.778774229279,314.6,NA,0
"1998-03-01",16253,"GME00127786",8.1,1.6,0,1998,3,1,-2.7,0.55,-219.049509566453,103.15,NA,0
"1998-03-02",16254,"GME00127786",9.4,-0.7,0.4,1998,3,2,-3.17425742574257,1.2,-222.223766992196,104.35,NA,0
"1998-03-03",16255,"GME00127786",15.8,0,0.1,1998,3,3,-3.5,4.4,-225.723766992196,108.75,NA,0
"1998-03-04",16256,"GME00127786",21.8,9.2,5.9,1998,3,4,0,8.5,-225.723766992196,117.25,NA,0
"1998-03-05",16257,"GME00127786",17.5,5,0.2,1998,3,5,-1,5.25,-226.723766992196,122.5,NA,0
"1998-03-06",16258,"GME00127786",13,1,1.4,1998,3,6,-3,3,-229.723766992196,125.5,NA,0
"1998-03-07",16259,"GME00127786",15.5,6,11.5,1998,3,7,-0.5,4.25,-230.223766992196,129.75,NA,0
"1998-03-08",16260,"GME00127786",12,5.5,10.3,1998,3,8,-0.75,2.5,-230.973766992196,132.25,NA,0
"1998-03-09",16261,"GME00127786",7.9,-0.2,1.1,1998,3,9,-3.40246913580247,0.45,-234.376236127998,132.7,NA,0
"1998-03-10",16262,"GME00127786",8.3,-4.3,0,1998,3,10,-2.08373015873016,0.65,-236.459966286728,133.35,NA,0
"1998-03-11",16263,"GME00127786",6.4,0.2,2.8,1998,3,11,-3.1,0,-239.559966286728,133.35,NA,0
"1998-03-12",16264,"GME00127786",5.5,2.1,1.4,1998,3,12,-1.7,0,-241.259966286728,133.35,NA,0
"1998-03-13",16265,"GME00127786",8.1,1.4,0,1998,3,13,-2.8,0.55,-244.059966286728,133.9,NA,0
"1998-03-14",16266,"GME00127786",9.1,1,0.4,1998,3,14,-3,1.05,-247.059966286728,134.95,NA,0
"1998-03-15",16267,"GME00127786",10.5,5.1,1.6,1998,3,15,-0.95,1.75,-248.009966286728,136.7,NA,0
"1998-03-16",16268,"GME00127786",9.5,6,0.1,1998,3,16,-0.5,1.25,-248.509966286728,137.95,NA,0
"1998-03-17",16269,"GME00127786",10.5,6.5,0,1998,3,17,-0.25,1.75,-248.759966286728,139.7,NA,0
"1998-03-18",16270,"GME00127786",14,5.2,0,1998,3,18,-0.899999999999999,3.5,-249.659966286728,143.2,NA,0
"1998-03-19",16271,"GME00127786",12.6,4.5,0,1998,3,19,-1.25,2.8,-250.909966286728,146,NA,0
"1998-03-20",16272,"GME00127786",11,-0.2,2.9,1998,3,20,-3.40178571428571,2,-254.311752001014,148,NA,0
"1998-03-21",16273,"GME00127786",11,4.5,0,1998,3,21,-1.25,2,-255.561752001014,150,NA,0
"1998-03-22",16274,"GME00127786",11,-1.4,0,1998,3,22,-2.87903225806452,2,-258.440784259078,152,NA,0
"1998-03-23",16275,"GME00127786",6.5,-1.5,7.7,1998,3,23,-2.640625,0,-261.081409259078,152,NA,0
"1998-03-24",16276,"GME00127786",6,-0.1,0,1998,3,24,-2.95081967213115,0,-264.03222893121,152,NA,0
"1998-03-25",16277,"GME00127786",9.9,-3,0,1998,3,25,-2.34883720930233,1.45,-266.381066140512,153.45,NA,0
"1998-03-26",16278,"GME00127786",13.4,-1.5,0,1998,3,26,-2.8255033557047,3.2,-269.206569496217,156.65,NA,0
"1998-03-27",16279,"GME00127786",14.5,3.5,0,1998,3,27,-1.75,3.75,-270.956569496217,160.4,NA,0
"1998-03-28",16280,"GME00127786",20,3.3,0,1998,3,28,-1.85,6.5,-272.806569496217,166.9,NA,0
"1998-03-29",16281,"GME00127786",23.2,7,0,1998,3,29,0,8.1,-272.806569496217,175,NA,0
