"boostings","learning_rates","max_bins","num_leaves","max_depth","iteration","binary_logloss","auc","binary_error"
"dart",0.1,75,71,10,33,0.429,0.869,0.172
"gbdt",0.1,75,71,10,13,0.415,0.885,0.178
"dart",0.01,75,71,10,747,0.434,0.872,0.181
"gbdt",0.01,75,71,10,6,0.645,0.868,0.408
"dart",0.001,75,71,10,999,0.568,0.858,0.181
"gbdt",0.001,75,71,10,6,0.674,0.835,0.408
"dart",1e-04,75,71,10,999,0.672,0.842,0.247
"gbdt",1e-04,75,71,10,6,0.677,0.841,0.408
"dart",0.1,25,71,10,33,0.417,0.879,0.173
"gbdt",0.1,25,71,10,18,0.436,0.879,0.194
"dart",0.01,25,71,10,786,0.403,0.886,0.167
"gbdt",0.01,25,71,10,6,0.646,0.862,0.408
"dart",0.001,25,71,10,999,0.582,0.825,0.206
"gbdt",0.001,25,71,10,6,0.674,0.822,0.408
"dart",1e-04,25,71,10,999,0.674,0.844,0.27
"gbdt",1e-04,25,71,10,6,0.679,0.836,0.408
