"boostings","learning_rates","max_bins","num_leaves","max_depth","iteration","binary_logloss","auc","binary_error"
"gbdt",0.1,255,15,-1,36,0.379,0.899,0.175
"gbdt",0.1,15,15,-1,51,0.379,0.895,0.18
"gbdt",0.1,255,15,-1,36,0.379,0.899,0.175
"gbdt",0.1,255,20,-1,29,0.384,0.899,0.179
"gbdt",0.1,125,20,-1,32,0.38,0.899,0.179
"gbdt",0.1,255,15,-1,36,0.379,0.899,0.175
