id,latitude,longitude,elevation,state,name,gsn_flag,wmo_id,element,first_year,last_year
GMM00010267,52.9381,12.4106,40,,KYRITZ,,10267,TMAX,1945,2022
GMM00010281,53.6019,13.3058,69,,TROLLENHAGEN,,10281,TMAX,1994,2022
GMM00010309,52.0828,6.9417,46,,AHAUS,,10309,TMAX,2006,2022
GMM00010321,52.5903,8.3464,39,,DIEPHOLZ,,10321,TMAX,1952,2022
GMM00010348,52.319,10.556,89.9,,BRAUNSCHWEIG WOLFSBURG,,10348,TAVG,1936,2023
GMM00010385,52.38,13.523,47.9,,SCHONEFELD,,10385,TMAX,1955,2022
GMM00010396,52.5481,14.5475,12,,MANSCHNOW,,10396,TMAX,1985,2022
GMM00010424,51.5778,7.8889,85,,WERL,,10424,TMAX,1980,2022
GMM00010449,51.3853,10.3017,356,,LEINEFELDE,,10449,TMAX,1938,2022
GMM00010452,51.725,10.6039,607,,BRAUNLAGE,,10452,TMAX,1931,2022
GMM00010480,51.2969,13.0944,150,,OSCHATZ,,10480,TMAX,1937,2022
GMM00010488,51.133,13.767,230.1,,DRESDEN,,10488,TMAX,1935,2022
GMM00010526,50.6631,7.9594,547,,BAD MARIENBERG,,10526,TMAX,1962,2022
GMM00010579,50.6519,13.1483,639,,MARIENBERG,,10579,TMAX,1955,2022
GMM00010704,49.2653,6.6878,363,,BERUS,,10704,TMAX,1951,2022
GMM00010724,49.3767,8.1225,553,,WEINBIET,,10724,TMAX,1953,2022
GMM00010729,49.473,8.514,94.2,,MANNHEIM CITY,,10729,TMIN,1949,2022
GMM00010733,49.2953,8.9064,237,,WAIBSTADT,,10733,TMAX,2007,2022
GMM00010736,48.9731,8.8742,244,,MUHLACKER,,10736,TMAX,1988,2022
GMM00010761,49.0203,10.9617,422,,WEISSENBURG,,10761,TMAX,1879,2022
GMM00010818,48.1064,8.7556,973,,KLIPPENECK,,10818,TMAX,1947,2022
GMM00010827,48.1844,8.9925,920,,MESSSTETTEN,,10827,TMAX,1993,2022
GMM00010863,48.4031,11.6956,477,,WEIHENSTEPHAN-DURNAST,,10863,TMAX,1936,2022
GMM00010870,48.3667,11.8,444,,SCHWAIGERMOOS,,10870,TMAX,1939,2022
GMM00010963,47.4839,11.0633,719,,GARMISCH-PARTENKIRCHEN,,10963,TMAX,1936,2022
GMW00034055,49.95,7.2667,502,,HUNSRUCK,,10616,TAVG,1968,2023
GMW00034068,49.5667,8.4667,96,,COLEMAN,,,TMAX,1936,2022
GMW00034178,48.2,11.2667,530,,FURSTENFELDBRUCK,,,PRCP,1949,2022
GMW00035032,50.0333,8.5833,112.2,,RHEIN MAIN,GSN,10637,TMAX,1934,2022
JA000047401,45.417,141.683,12,,WAKKANAI,GSN,47401,TMAX,1951,2022
JA000047402,44.933,142.583,8,,KITAMIESASHI,,47402,TMAX,1951,2023
JA000047404,44.367,141.7,10,,HABORO,,47404,TMAX,1951,2023
JA000047405,44.583,142.967,15,,OMU,,47405,TMAX,1951,2023
JA000047406,43.95,141.633,28,,RUMOI,,47406,TMAX,1951,2023
JA000047407,43.767,142.367,116,,ASAHIKAWA,,47407,TMAX,1951,2022
JA000047409,44.017,144.283,43,,ABASHIRI,,47409,TMAX,1951,2022
JA000047411,43.183,141.017,26,,OTARU,,47411,TMAX,1951,2023
JA000047412,43.067,141.333,26,,SAPPORO,,47412,TMAX,1951,2022
JA000047413,43.217,141.783,51,,IWAMIZAWA,,47413,TMAX,1951,2023
JA000047417,42.917,143.217,43,,OBIHIRO,,47417,TMAX,1951,2023
JA000047418,42.95,144.433,16,,KUSHIRO,,47418,TMAX,1951,2022
JA000047420,43.333,145.583,39,,NEMURO,GSN,47420,TMAX,1931,2022
JA000047421,42.8,140.217,38,,SUTTSU,,47421,TMAX,1951,2022
JA000047423,42.317,140.983,49,,MURORAN,,47423,TMAX,1951,2023
JA000047424,42.617,141.55,11,,TOMAKOMAI,,47424,TMAX,1951,2023
JA000047426,42.167,142.783,37,,URAKAWA,,47426,TMAX,1951,2022
JA000047428,41.867,140.117,12,,ESASHI,,47428,TMAX,1951,2023
JA000047430,41.817,140.75,43,,HAKODATE,,47430,TMAX,1951,2022
JA000047433,42.9,140.75,188,,KUTCHAN,,47433,TMAX,1951,2023
JA000047435,44.35,143.35,16,,MOMBETSU,,47435,TMAX,1956,2023
JA000047440,42.3,143.317,33,,HIROO,,47440,TMAX,1958,2023
JA000047512,39.067,141.717,41,,OFUNATO,,47512,TMAX,1964,2023
JA000047520,38.75,140.317,102,,SHINJO,,47520,TMAX,1958,2023
JA000047570,37.483,139.917,213,,WAKAMATSU,,47570,TMAX,1954,2022
JA000047574,40.65,139.933,67,,FUKAURA,,47574,TMAX,1951,2023
JA000047575,40.817,140.767,3,,AOMORI,,47575,TMAX,1956,2022
JA000047576,41.283,141.217,5,,MUTSU,,47576,TMAX,1951,2023
JA000047581,40.533,141.517,28,,HACHINOHE,,47581,TMAX,1951,2023
JA000047582,39.717,140.1,7,,AKITA,GSN,47582,TMAX,1951,2022
JA000047584,39.7,141.167,155,,MORIOKA,,47584,TMAX,1951,2022
JA000047585,39.65,141.967,46,,MIYAKO,,47585,TMAX,1951,2023
JA000047587,38.8,139.783,26,,SHONAI,,47587,TAVG,1992,2023
JA000047588,38.25,140.35,153,,YAMAGATA,,47588,TMAX,1951,2023
JA000047590,38.267,140.9,43,,SENDAI,,47590,TMAX,1951,2022
JA000047592,38.433,141.3,43,,ISHINOMAKI,,47592,TMAX,1951,2023
JA000047597,37.133,140.217,357,,SHIRAKAWA,,47597,TMAX,1951,2023
JA000047598,36.95,140.9,5,,ONAHAMA,,47598,TMAX,1951,2023
JA000047600,37.4,136.9,15,,WAJIMA,GSN,47600,TMAX,1961,2022
JA000047602,38.033,138.233,17,,AIKAWA,,47602,TMAX,1951,2023
JA000047604,37.917,139.05,6,,NIIGATA,,47604,TMAX,1951,2022
JA000047605,36.583,136.633,33,,KANAZAWA,,47605,TMAX,1951,2022
JA000047606,36.8,137.05,13,,FUSHIKI,,47606,TMAX,1951,2023
JA000047607,36.717,137.2,17,,TOYAMA,,47607,TMAX,1951,2023
JA000047610,36.667,138.2,419,,NAGANO,,47610,TMAX,1951,2022
JA000047612,37.1,138.25,18,,TAKADA,,47612,TMAX,1951,2023
JA000047615,36.55,139.867,140,,UTSUNOMIYA,,47615,TMAX,1951,2023
JA000047616,36.05,136.217,17,,FUKUI,,47616,TMAX,1951,2023
JA000047617,36.15,137.25,561,,TAKAYAMA,,47617,TMAX,1951,2023
JA000047618,36.25,137.967,611,,MATSUMOTO,,47618,TMAX,1951,2023
JA000047620,36.05,138.117,762,,SUWA,,47620,TMAX,1951,2023
JA000047622,36.35,138.55,1004,,KARUIZAWA,,47622,TMAX,1965,2023
JA000047624,36.4,139.067,113,,MAEBASHI,,47624,TMAX,1951,2022
JA000047626,36.15,139.383,31,,KUMAGAYA,,47626,TMAX,1951,2023
JA000047629,36.383,140.467,31,,MITO,,47629,TMAX,1951,2022
JA000047631,35.65,136.067,12,,TSURUGA,,47631,TMAX,1951,2023
JA000047632,35.4,136.767,17,,GIFU,,47632,TMAX,1951,2023
JA000047636,35.167,136.967,56,,NAGOYA,,47636,TMAX,1951,2022
JA000047637,35.517,137.817,529,,IIDA,,47637,TMAX,1951,2023
JA000047638,35.667,138.55,281,,KOFU,,47638,TMAX,1951,2023
JA000047640,35.5,138.767,861,,KAWAGUCHIKO,,47640,TMAX,1951,2023
JA000047641,35.983,139.067,234,,CHICHIBU,,47641,TMAX,1951,2023
JA000047648,35.733,140.85,28,,CHOSHI,GSN,47648,TMAX,1931,2022
JA000047649,34.767,136.15,161,,UENO,,47649,TMAX,1951,2023
JA000047651,34.733,136.517,18,,TSU,,47651,TMAX,1951,2022
JA000047653,34.633,137.1,8,,IRAKO,,47653,TMAX,1951,2023
JA000047654,34.717,137.717,33,,HAMAMATSU,,47654,TMAX,1951,2023
JA000047655,34.6,138.217,47,,OMAEZAKI,,47655,TMAX,1951,2022
JA000047656,34.983,138.4,15,,SHIZUOKA,,47656,TMAX,1951,2023
JA000047657,35.117,138.933,22,,MISHIMA,,47657,TMAX,1951,2023
JA000047662,35.683,139.767,36,,TOKYO,,47662,TMAX,1951,2022
JA000047663,34.067,136.2,27,,OWASE,,47663,TMAX,1951,2023
JA000047666,34.6,138.85,56,,IROZAKI,,47666,TMAX,1951,2023
JA000047668,35.05,139.1,68,,AJIRO,,47668,TMAX,1951,2023
JA000047670,35.433,139.65,42,,YOKOHAMA,,47670,TMAX,1951,2023
JA000047672,34.983,139.867,7,,TATEYAMA,,47672,TMAX,1969,2023
JA000047674,35.15,140.317,13,,KATSUURA,,47674,TMAX,1951,2023
JA000047675,34.75,139.383,79,,OSHIMA,,47675,TMAX,1951,2022
JA000047677,34.117,139.517,37,,MIYAKEJIMA,,47677,TMAX,1951,2023
JA000047678,33.117,139.783,80,,HACHIJOJIMA,,47678,TMAX,1951,2022
JA000047682,35.6,140.1,19,,CHIBA,,47682,TMAX,1967,2023
JA000047684,34.933,136.583,56,,YOKKAICHI,,47684,TMAX,1967,2023
JA000047690,36.733,139.5,1294,,NIKKO,,47690,TMAX,1951,2023
JA000047740,36.2,133.333,31,,SAIGO,,47740,TMAX,1951,2022
JA000047741,35.45,133.067,23,,MATSUE,,47741,TMAX,1951,2022
JA000047742,35.55,133.233,3,,SAKAI,,47742,TMAX,1951,2023
JA000047744,35.433,133.333,9,,YONAGO,,47744,TMAX,1951,2023
JA000047746,35.483,134.233,16,,TOTTORI,,47746,TMAX,1951,2022
JA000047747,35.5,134.783,183,,TAJIMA,,47747,TAVG,1996,2023
JA000047750,35.45,135.333,30,,MAIZURU REG MET HQ,,47750,TMAX,1953,2022
JA000047754,34.683,131.783,57,,IWAMI AIRPORT,,47783,TAVG,1994,2023
JA000047755,34.9,132.067,20,,HAMADA,,47755,TMAX,1951,2023
JA000047756,35.067,134.017,147,,TSUYAMA,,47756,TMAX,1951,2023
JA000047759,35.017,135.733,46,,KYOTO,,47759,TMAX,1951,2023
JA000047761,35.283,136.25,89,,HIKONE,,47761,TMAX,1951,2023
JA000047762,33.95,130.933,19,,SHIMONOSEKI,,47762,TMAX,1951,2023
JA000047765,34.4,132.467,53,,HIROSHIMA,,47765,TMAX,1951,2022
JA000047767,34.45,133.25,3,,FUKUYAMA,,47767,TMAX,1951,2023
JA000047768,34.667,133.917,18,,OKAYAMA,,47768,TMAX,1951,2023
JA000047769,34.833,134.667,40,,HIMEJI,,47769,TMAX,1953,2023
JA000047770,34.7,135.217,30,,KOBE,,47770,TMAX,1951,2023
JA000047772,34.433,135.25,8,,KANSAI INTERNATIONA,,47774,TAVG,1995,2023
JA000047776,34.333,134.9,112,,SUMOTO,,47776,TMAX,1951,2023
JA000047777,34.233,135.167,18,,WAKAYAMA,,47777,TMAX,1951,2023
JA000047778,33.45,135.75,76,,SHIONOMISAKI,GSN,47778,TMAX,1953,2022
JA000047780,34.7,135.833,106,,NARA,,47780,TMAX,1953,2023
JA000047784,34.167,131.45,18,,YAMAGUCHI,,47784,TMAX,1967,2023
JA000047800,34.2,129.3,19,,IZUHARA,,47800,TMAX,1951,2022
JA000047805,33.367,129.55,59,,HIRADO,,47805,TMAX,1951,2023
JA000047807,33.583,130.383,15,,FUKUOKA,,47807,TMAX,1951,2022
JA000047809,33.65,130.699,38,,IIZUKA,,47809,TMAX,1951,2023
JA000047813,33.267,130.3,32,,SAGA,,47813,TMAX,1951,2023
JA000047814,33.317,130.933,84,,HITA,,47814,TMAX,1951,2023
JA000047815,33.233,131.617,13,,OITA,GSN,47815,TMAX,1951,2022
JA000047817,32.732,129.866,35,,NAGASAKI,GSN,47817,TMAX,1951,2022
JA000047819,32.817,130.699,39,,KUMAMOTO,,47819,TMAX,1951,2023
JA000047822,32.583,131.65,21,,NOBEOKA,,47822,TMAX,1961,2023
JA000047823,32.033,130.199,45,,AKUNE,,47823,TMAX,1951,2023
JA000047824,32.217,130.75,147,,HITOYOSHI,,47824,TMAX,1951,2023
JA000047827,31.55,130.55,32,,KAGOSHIMA,,47827,TMAX,1951,2022
JA000047829,31.733,131.083,156,,MIYAKONOJO,,47829,TMAX,1951,2023
JA000047830,31.933,131.417,15,,MIYAZAKI,,47830,TMAX,1951,2022
JA000047831,31.267,130.3,31,,MAKURAZAKI,,47831,TMAX,1951,2023
JA000047835,31.583,131.4,15,,ABURATSU,,47835,TMAX,1953,2023
JA000047836,30.383,130.667,38,,YAKUSHIMA,,47836,TMAX,1953,2023
JA000047837,30.733,130.983,18,,TANEGASHIMA,,47837,TMAX,1951,2023
JA000047838,31.717,130.032,14,,USHIBUKA,,47838,TMAX,1951,2023
JA000047843,32.7,128.833,26,,FUKUE,,47843,TMAX,1962,2022
JA000047887,33.85,132.783,34,,MATSUYAMA,,47887,TMAX,1951,2022
JA000047890,34.283,133.75,5,,TADOTSU,,47890,TMAX,1951,2023
JA000047891,34.317,134.05,10,,TAKAMATSU,,47891,TMAX,1951,2022
JA000047892,33.233,132.55,14,,UWAJIMA,,47892,TMAX,1951,2023
JA000047893,33.567,133.55,5,,KOCHI,,47893,TMAX,1951,2022
JA000047895,34.067,134.567,6,,TOKUSHIMA,,47895,TMAX,1951,2022
JA000047897,32.917,132.7,11,,SUKUMO,,47897,TMAX,1951,2023
JA000047898,32.717,133.017,33,,SHIMIZU,,47898,TMAX,1951,2023
JA000047899,33.25,134.183,186,,MUROTOMISAKI,,47899,TMAX,1951,2023
JA000047909,28.383,129.5,8,,NAZE,,47909,TMAX,1951,2022
JA000047927,24.817,125.133,16,,SHIMOJISHIMA,GSN,47927,TAVG,1980,2023
JA000047929,26.333,126.8,5,,KUMEJIMA,,47929,TMAX,1959,2023
JA000047936,26.2,127.683,53,,NAHA,GSN,47936,TMAX,1961,2022
JA000047940,26.6,127.967,7,,NAGO,,47940,TMAX,1976,2023
JA000047942,27.033,128.4,16,,YORON,,47942,TAVG,1992,2023
JA000047945,25.933,131.317,24,,KITADAITO,GSN,47945,TAVG,1993,2023
JA000047991,24.3,153.967,6.1,,MINAMI TORI SHIMA MA,GSN,47991,TMAX,1970,2022
JAM00047772,34.683,135.517,83,,OSAKA,,47772,TMAX,1953,2022
JAM00047918,24.345,124.187,28.3,,ISHIGAKI,,47918,TMAX,1973,2022
JAM00047927,24.783,125.295,45.7,,MIYAKO,,47927,TMAX,1973,2022
JAM00047945,25.847,131.263,50.9,,MINAMI DAITO,,47945,TMAX,1973,2022
JAW00042402,27.0833,142.2,8.2,,CHICHI JIMA BONIN IS,,47971,TMAX,1966,2022
KS000047112,37.467,126.633,70,,INCHEON,GSN,47112,TMAX,1949,2023
KS000047115,37.483,130.9,220,,ULLEUNGDO,GSN,47115,TMAX,1939,2023
KS000047165,34.817,126.383,39,,MOKPO,GSN,47165,TMAX,1926,2023
KSM00047101,37.9,127.733,78,,CHUNCHEON,,47101,TMAX,1973,2023
KSM00047105,37.771,128.868,26.1,,GANGNEUNG,,47105,TMAX,1973,2023
KSM00047108,37.567,126.967,87,,SEOUL CITY,,47108,TMAX,1973,2023
KSM00047133,36.3,127.4,78,,TAEJON,,47133,TMAX,1973,2023
KSM00047138,36.033,129.38,1.3,,POHANG,,47138,TMAX,1973,2023
KSM00047159,35.1,129.033,70,,BUSAN,,47159,TMAX,1973,2023
KSM00047168,34.733,127.75,67,,YEOSU,,47168,TMAX,1973,2023
KSM00047184,33.517,126.533,23,,JEJU,,47184,TMAX,1973,2023
SZ000001940,47.5331,7.5831,316,,BASEL BINNINGEN,,06601,TMAX,1901,2023
SZ000002220,47.25,9.35,2502,,SAENTIS,GSN,06680,TMAX,1882,2023
SZ000003700,47.3831,8.5667,555,,ZUERICH/FLUNTERN,,06660,TMAX,1901,2023
SZ000006717,45.8667,7.1667,2472,,COL DU GRAND ST-BERNARD,GSN,06717,TMAX,1864,2023
SZ000008440,46.25,6.1331,420,,GENEVE COINTRIN,,06700,TMAX,1955,2023
SZ000009480,46,8.9667,273,,LUGANO,,06770,TMAX,1901,2023
SZE00105086,46.2167,7.3331,482,,SION 2,,06720,TMAX,1955,2023
SZE00116090,46.8167,6.95,490,,PAYERNE,,06610,TMAX,1964,2023
SZM00006796,46.6,10.433,1390,,STA MARIA VAL MUESTAIR,,06796,TMAX,2012,2023
