id,latitude,longitude,elevation,state,name,gsn_flag,wmo_id,element,first_year,last_year
GME00125530,51.9281,13.8819,57,,LUBBEN-BLUMENFELDE,,,TMAX,1991,2022
GME00125554,53.8106,10.7067,5,,LUBECK-BLANKENSEE,,,TMAX,1985,2022
GME00125602,51.2467,7.6431,387,,LUDENSCHEID,,,TMAX,1994,2022
GME00125638,50.7675,10.7214,528,,LUISENTHAL (TALSPERRE ),,,PRCP,1979,2022
GME00125662,49.9681,8.2117,195,,MAINZ-LERCHENBERG (ZDF),,,TMAX,1948,2022
GME00125686,48.7781,12.2544,410,,MALLERSDORF/NIEDERBAYERN,,,TMAX,1953,2022
GME00125698,51.1617,14.5056,232,,KR. BAUTZEN KUBSCHUTZ,,,TMAX,1945,2022
GME00125710,50.1028,6.8019,413,,MANDERSCHEID-SONNENHOF,,,TMAX,1961,2022
GME00125746,50.8503,8.7742,182,,KR. MARBURG-BIEDENKOPF COLBE,,,TMAX,1946,2022
GME00125794,50.7344,10.8831,430,,MARTINRODA,,,TMAX,1983,2022
GME00125806,49.9678,11.5208,350,,HEINERSREUTH-VOLLHOF,,,TMAX,1879,2022
GME00125818,48.9367,13.5781,1004,,MAUTH-FINSTERAU,,,PRCP,1941,2022
GME00125866,51.7269,11.5125,107,,MEHRINGEN,,,TMAX,2006,2022
GME00125890,51.1306,13.4342,157,,GARSEBACH BEI MEISSEN,,,TMAX,1956,2022
GME00125902,52.2056,8.3392,89,,MELLE,,,PRCP,1931,2022
GME00125914,47.9831,10.1392,615,,MEMMINGEN,,,TMAX,1961,2022
GME00125962,52.7331,7.3331,19,,MEPPEN,,,PRCP,2001,2022
GME00125974,49.4781,9.7631,250,,BAD-NEUNKIRCHEN MERGENTHEIM,,,TMAX,1947,2022
GME00126010,48.8556,12.9203,313,,METTEN,,,TMAX,1941,2022
GME00126022,48.5383,9.2742,355,,METZINGEN,,,TMAX,2003,2022
GME00126046,49.67,9.0119,240,,MICHELSTADT,,,TMAX,1987,2022
GME00126058,49.7189,9.1006,453,,MICHELSTADT-VIELBRUNN,,,TMAX,1987,2022
GME00126070,50.7294,11.7856,349,,SCHMIERITZ-WELTWITZ,,,TMAX,1972,2022
GME00126082,49.7131,9.2267,128,,MILTENBERG,,,PRCP,1931,2022
GME00126106,47.4783,11.2667,981,,MITTENWALD-BUCKELWIESEN,,,TMAX,1937,2022
GME00126118,49.5628,8.9689,450,,BEERFELDEN,,,TMAX,1937,2022
GME00126154,49.7656,9.2542,239,,ROLLBACH,,,TMAX,2006,2022
GME00126178,50.4392,7.8064,265,,MONTABAUR,,,TMAX,1938,2022
GME00126190,51.7217,9.8358,240,,MORINGEN-LUTTERBECK,,,TMAX,1990,2022
GME00126226,48.28,12.5039,405,,MUHLDORF,,,TMAX,1953,2022
GME00126250,52.5189,14.125,63,,MUNCHEBERG,,,TMAX,1949,2022
GME00126322,48.3864,9.4842,750,,MUNSINGEN-APFELSTETTEN,,,TMAX,1946,2022
GME00126358,51.5675,14.7006,125,,BAD MUSKAU,,,TMAX,1936,2022
GME00126370,52.3181,8.1706,103,,BELM,,,TMAX,2010,2022
GME00126382,48.5675,8.7192,380,,NAGOLD,,,PRCP,1941,2022
GME00126394,50.3694,8.7656,142,,BAD NAUHEIM,,,TMAX,1947,2022
GME00126418,48.7092,11.21,380,,NEUBURG/DONAU (FLUGPLATZ),,,PRCP,2001,2022
GME00126430,48.3125,10.3781,495,,NEUBURG/KAMMEL-LANGENHASLACH,,,TMAX,1991,2022
GME00126466,50.5356,7.0853,111,,BAD-AHRWEILER NEUENAHR,,,TMAX,1948,2022
GME00126478,53.1031,13.0439,77,,MENZ,,,TMAX,2004,2022
GME00126490,50.5014,11.1356,845,,NEUHAUS AM RENNWEG,,,TMAX,1955,2022
GME00126514,47.9531,8.9942,663,,NEUHAUSEN OB ECK-UNTERSCHWANDO,,,PRCP,1993,2022
GME00126526,50.8933,9.4064,500,,NEUKIRCHEN-HAUPTSCHWENDA,,,TMAX,1947,2022
GME00126562,50.8456,7.3719,195,,NEUNKIRCHEN-SEELSCHEID-KRAWINK,,,TMAX,1992,2022
GME00126586,49.3444,7.2303,236,,NEUNKIRCHEN-WELLESWEILER,,,TMAX,1970,2022
GME00126622,49.8183,11.8653,452,,NEUSTADT AM KULM-FILCHENDORF,,,TMAX,2008,2022
GME00126670,48.9842,12.1456,341,,REGENSBURG-BURGWEINTING,,,PRCP,1981,2022
GME00126694,50.6756,6.4242,350,,NIDEGGEN-SCHMIDT,,,TMAX,1994,2022
GME00126718,49.3992,9.9653,473,,NIEDERSTETTEN,,,PRCP,2001,2022
GME00126730,48.5342,10.2442,451,,NIEDERSTOTZINGEN,,,PRCP,1931,2022
GME00126742,52.6725,9.2242,25,,NIENBURG,,,TMAX,1947,2022
GME00126754,48.8264,10.5078,435,,REIMLINGEN,,,TMAX,1947,2022
GME00126766,50.8289,6.6592,111,,NORVENICH (FLUGPLATZ),,,PRCP,2001,2022
GME00126778,53.7644,8.6575,25,,NORDHOLZ (FLUGPLATZ),,,PRCP,2001,2022
GME00126790,52.4408,7.1056,24,,NORDHORN,,,PRCP,1931,2022
GME00126838,49.4267,11.2553,368,,NURNBERG-NETZSTALL,,,TMAX,1975,2022
GME00126874,47.6192,12.1681,518,,KIEFERSFELDEN-GACH,,,TMAX,1947,2022
GME00126886,52.8167,9.9331,70,,BERGEN,,,PRCP,2001,2022
GME00126898,48.3156,8.5742,480,,OBERNDORF/NECKAR-AISTAIG,,,PRCP,1982,2022
GME00126910,48.2444,11.5539,484,,OBERSCHLEISSHEIM,,,PRCP,1976,2022
GME00126922,49.1289,9.3533,230,,OBERSULM-WILLSBACH,,,TMAX,2004,2022
GME00126946,49.4531,12.4381,596,,OBERVIECHTACH,,,TMAX,1948,2022
GME00127030,49.1081,7.9969,252,,BAD BERGZABERN,,,TMAX,1947,2022
GME00127090,51.0883,11.9314,246,,OSTERFELD,,,TMAX,1984,2022
GME00127114,50.455,10.2219,312,,OSTHEIM V.D. RHON,,,TMAX,1972,2022
GME00127138,47.6367,10.3903,872,,OY-MITTELBERG-PETERSTHAL,,,TMAX,1993,2022
GME00127150,53.0656,7.4819,7,,PAPENBURG,,,PRCP,1950,2022
GME00127174,49.1517,11.6908,549,,PARSBERG/OBERPFALZ-EGLWANG,,,TMAX,1950,2022
GME00127186,48.5817,13.4167,327,,PASSAU-MAIERHOF,,,PRCP,1879,2022
GME00127222,54.0906,10.8783,1,,PELZERHAKEN,,,TMAX,1998,2022
GME00127246,49.5367,6.3808,152,,PERL-NENNIG,,,TMAX,1965,2022
GME00127258,50.985,8.3689,610,,BAD-STUNZEL BERLEBURG,,,TMAX,1986,2022
GME00127306,48.9328,8.6967,333,,PFORZHEIM-ISPRINGEN,,,TMAX,2005,2022
GME00127318,47.9353,9.2878,630,,PFULLENDORF,,,TMAX,1958,2022
GME00127342,49.1919,7.5881,390,,PIRMASENS,,,TMAX,1950,2022
GME00127354,50.4831,12.1317,386,,PLAUEN,,,TMAX,1882,2022
GME00127390,49.4789,11.5367,522,,POMMELSBRUNN-MITTELBURG,,,TMAX,1993,2022
GME00127438,52.6325,13.5039,60,,BERLIN-BUCH,,,TMAX,1961,2022
GME00127462,54.3656,13.4783,40,,PUTBUS,,,TMAX,1853,2022
GME00127498,51.7967,11.1331,142,,QUEDLINBURG,,,TMAX,1945,2022
GME00127510,51.3906,11.5428,204,,QUERFURT-MUHLE LODERSLEBEN,,,TMAX,1995,2022
GME00127534,53.7344,9.8783,13,,QUICKBORN,,,TMAX,1974,2022
GME00127546,47.7467,9.0017,407,,RADOLFZELL-MARKELFINGEN,,,PRCP,1953,2022
GME00127558,52.4481,8.5731,42,,RAHDEN-VARL,,,TMAX,1951,2022
GME00127582,48.8478,8.1869,114,,RASTATT,,,PRCP,1937,2022
GME00127618,47.8069,9.6217,440,,KR. RAVENSBURG WEINGARTEN,,,TMAX,1946,2022
GME00127678,50.5614,13.2239,764,,MARIENBERG-REITZENHAIN,,,PRCP,1947,2022
GME00127726,48.7433,8.925,478,,RENNINGEN-IHINGER HOF,,,TMAX,2004,2022
GME00127750,48.6708,7.9956,131,,RHEINAU-MEMPRECHTSHOFEN,,,TMAX,1958,2022
GME00127786,47.5633,7.7942,287,,RHEINFELDEN,,,TMAX,1953,2022
GME00127810,48.1489,9.4606,533,,KREIS BIBERACH ALTHEIM,,,TMAX,2004,2022
GME00127822,52.5458,13.5617,60,,BERLIN-MARZAHN,,,TMAX,1993,2022
GME00127894,47.8758,12.1292,444,,ROSENHEIM,,,TMAX,1950,2022
GME00127906,53.1303,9.3406,32,,ROTENBURG (WUMME),,,TMAX,1946,2022
GME00127930,52.3819,13.5325,46,,BERLIN-SCHONEFELD,,,TMAX,1957,2022
GME00127942,49.2158,11.1025,385,,ROTH,,,TMAX,2013,2022
GME00127954,49.3856,10.1742,415,,ROTHENBURG OB DER TAUBER,,,TMAX,1947,2022
GME00127966,52.1053,8.1828,95,,BAD ROTHENFELDE,,,PRCP,1951,2022
GME00127978,48.4714,8.9694,360,,ROTTENBURG-KIEBINGEN,,,PRCP,1979,2022
GME00128002,48.1819,8.6358,588,,ROTTWEIL,,,TMAX,1957,2022
GME00128014,49.8517,7.8725,102,,BAD KREUZNACH,,,TMAX,1947,2022
GME00128038,49.6478,7.8842,461,,RUPPERTSECKEN,,,TMAX,1969,2022
GME00128110,48.9578,9.0719,248,,SACHSENHEIM,,,TMAX,1987,2022
GME00128134,48.7842,13.3158,456,,SALDENBURG-ENTSCHENREUTH,,,TMAX,1985,2022
GME00128170,52.0792,9.5531,175,,SALZHEMMENDORF-LAUENSTEIN,,,PRCP,1992,2022
GME00128182,52.1056,8.7531,135,,BAD SALZUFLEN,,,TMAX,1935,2022
GME00128194,52.8581,11.1442,23,,SALZWEDEL,,,PRCP,1936,2022
GME00128206,50.3531,10.0042,510,,SANDBERG,,,TMAX,1965,2022
GME00128218,54.3294,8.6028,5,,SANKT PETER-ORDING,,,TMAX,1951,2022
GME00128266,49.9203,8.9681,155,,SCHAAFHEIM-SCHLIERBACH,,,TMAX,1979,2022
GME00128278,47.9608,7.7125,215,,SCHALLSTADT-MENGEN,,,PRCP,1947,2022
GME00128350,51.7667,10.655,609,,SCHIERKE,,,TMAX,1902,2022
GME00128362,51.8231,11.7114,84,,BERNBURG/SAALE (NORD),,,TMAX,1898,2022
GME00128374,50.5706,11.8056,501,,SCHLEIZ,,,TMAX,1951,2022
GME00128422,50.3456,9.555,230,,SCHLUCHTERN-HEROLZ,,,TMAX,1985,2022
GME00128470,49.4231,6.8403,223,,SCHMELZ-HUTTERSDORF,,,PRCP,1966,2022
GME00128482,52.935,8.2356,44,,GROSSENKNETEN,,,TMAX,1971,2022
GME00128494,50.6556,10.7708,937,,SCHMUCKE,,,TMAX,1936,2022
GME00128506,50.3,6.4169,649,,SCHNEIFELFORSTHAUS,,,TMAX,1953,2022
GME00128530,50.2056,12.145,609,,SELB/OBERFRANKEN-LAUTERBACH,,,TMAX,2007,2022
GME00128542,47.6469,7.8442,400,,SCHOPFHEIM-EICHEN,,,PRCP,1953,2022
GME00128554,49.1656,12.6192,399,,SCHORNDORF-KNOBLING,,,TMAX,1996,2022
GME00128566,50.4939,9.1239,265,,SCHOTTEN,,,PRCP,1949,2022
GME00128614,49.0828,9.6881,349,,SCHWABISCH HALL-BIBERSFELD,,,PRCP,1931,2022
GME00128650,49.3289,12.0883,356,,SCHWANDORF,,,TMAX,1955,2022
GME00128686,50.6456,11.1944,277,,SCHWARZBURG,,,TMAX,1949,2022
GME00128734,52.8928,11.7306,21,,SEEHAUSEN,,,TMAX,1976,2022
GME00128758,51.9056,10.19,186,,SEESEN,,,TMAX,1937,2022
GME00128818,48.0728,9.1953,580,,SIGMARINGEN-LAIZ,,,TMAX,1951,2022
GME00128830,47.5783,9.7417,507,,SIGMARSZELL-ZEISERTSWEILER,,,TMAX,1988,2022
GME00128854,48.2728,13.0289,360,,SIMBACH/INN,,,TMAX,1981,2022
GME00128866,50.0017,7.5969,437,,SIMMERN-WAHLBACH,,,TMAX,1948,2022
GME00128902,51.1408,7.0942,154,,SOLINGEN-HOHENSCHEID,,,PRCP,1931,2022
GME00128914,52.9617,9.7967,76,,SOLTAU,,,TMAX,1947,2022
GME00128962,51.0617,9.9275,365,,SONTRA,,,TMAX,1961,2022
GME00128974,51.2814,9.9858,199,,BAD SOODEN-ALLENDORF,,,PRCP,1941,2022
GME00129010,50.9208,8.5278,349,,BIEDENKOPF,,,PRCP,1931,2022
GME00129022,50.1542,11.7417,598,,STAMMBACH-QUERENBACH,,,PRCP,1941,2022
GME00129046,53.6956,8.875,1,,KR. CUXHAVEN STEINAU,,,TMAX,1998,2022
GME00129070,53.5528,9.6092,1,,MITTELNKIRCHEN-HOHENFELDE,,,TMAX,1990,2022
GME00129082,51.6692,10.8833,494,,STIEGE,,,TMAX,1930,2022
GME00129094,47.86,9.0164,532,,STOCKACH,,,PRCP,1977,2022
GME00129106,54.6667,9.8044,40,,WAGERSROTT,,,TMAX,1974,2022
GME00129166,50.6394,10.0231,395,,TANN/RHON,,,TMAX,1986,2022
GME00129190,50.9789,12.3444,193,,TEGKWITZ,,,TMAX,1994,2022
GME00129202,53.7625,12.5581,38,,TETEROW,,,TMAX,1947,2022
GME00129214,53.2775,8.9867,7,,WORPSWEDE-HUTTENBUSCH,,,TMAX,1952,2022
GME00129226,50.4014,11.3903,633,,TEUSCHNITZ,,,TMAX,1948,2022
GME00129250,49.4744,7.0392,386,,THOLEY,,,TMAX,1975,2022
GME00129274,49.8819,9.8464,185,,THUNGERSHEIM,,,PRCP,1986,2022
GME00129298,49.8589,12.3556,500,,TIRSCHENREUTH-LODERMUHL,,,TMAX,1967,2022
GME00129346,51.2908,6.445,37,,TONISVORST,,,TMAX,1954,2022
GME00129418,54.0681,12.7689,10,,TRIBSEES,,,TMAX,1991,2022
GME00129430,49.7325,6.6131,132,,TRIER-ZEWEN,,,TMAX,1907,2022
GME00129478,48.0317,12.5408,559,,TROSTBERG,,,TMAX,1945,2022
GME00129514,47.9558,8.7575,675,,TUTTLINGEN-MOHRINGEN,,,PRCP,1981,2022
GME00129526,51.3356,8.9142,295,,TWISTETAL-MUHLHAUSEN,,,TMAX,1998,2022
GME00129550,53.7458,14.0694,1,,UECKERMUNDE,,,TMAX,1947,2022
GME00129562,52.9428,10.53,50,,UELZEN,,,TMAX,1951,2022
GME00129574,49.5753,10.1928,308,,GOLLHOFEN,,,TMAX,1951,2022
GME00129598,52.1617,11.1767,162,,UMMENDORF,,,TMAX,1987,2022
GME00129634,48.0458,8.4617,720,,VILLINGEN-SCHWENNINGEN,,,TMAX,1947,2022
GME00129718,49.2456,8.5381,105,,WAGHAUSEL-KIRRLACH,,,TMAX,1985,2022
GME00129742,51.6194,9.5769,176,,WAHLSBURG-LIPPOLDSBERG,,,TMAX,1951,2022
GME00129754,53.9214,10.2306,39,,WITTENBORN,,,TMAX,1981,2022
GME00129814,50.2608,8.3608,380,,WALDEMS-REINBORN,,,TMAX,1951,2022
GME00129862,50.8975,10.5494,353,,WALTERSHAUSEN,,,TMAX,1945,2022
GME00129874,53.7883,7.9075,3,,WANGEROOGE,,,PRCP,1885,2022
GME00129886,51.5053,9.1128,236,,WARBURG,,,TMAX,1998,2022
GME00129898,53.5214,12.6692,70,,WAREN,,,TMAX,1889,2022
GME00129910,50.0367,7.3056,417,,BLANKENRATH,,,TMAX,1947,2022
GME00130018,51.0192,11.3556,325,,WEIMAR-SCHONDORF,,,TMAX,1949,2022
GME00130054,49.555,6.8125,380,,WEISKIRCHEN/SAAR,,,TMAX,1957,2022
GME00130102,51.2178,11.9725,115,,WEISSENFELS,,,PRCP,1897,2022
GME00130114,51.2131,10.9967,165,,WEISSENSEE-OTTENHAUSEN,,,PRCP,1983,2022
GME00130126,48.1892,7.6983,173,,WEISWEIL-WALDECKHOF,,,PRCP,1992,2022
GME00130186,51.8478,10.7694,234,,WERNIGERODE,,,TMAX,1947,2022
GME00130210,50.9056,11.7992,337,,BOBECK,,,PRCP,1994,2022
GME00130234,47.8833,11.1589,550,,WIELENBACH (DEMOLLSTR.),,,TMAX,1999,2022
GME00130258,50.1331,8.3178,263,,WIESBADEN-AURINGEN,,,TMAX,1987,2022
GME00130282,52.1219,12.46,187,,WIESENBURG,,,TMAX,1967,2022
GME00130294,51.8308,6.5358,21,,BOCHOLT,,,PRCP,1941,2022
GME00130306,48.7856,8.5769,385,,BAD-CALMBACH WILDBAD,,,PRCP,1949,2022
GME00130330,48.6525,8.6808,570,,NEUBULACH-OBERHAUGSTETT,,,TMAX,1995,2022
GME00130378,48.8042,9.4706,240,,REMS-MURR-KREIS WINTERBACH,,,PRCP,1931,2022
GME00130390,53.8944,11.4253,25,,WISMAR,,,PRCP,1947,2022
GME00130402,51.8903,12.6464,105,,WITTENBERG,,,TMAX,1937,2022
GME00130414,53.55,7.6667,8,,WITTMUNDHAFEN,,,PRCP,2001,2022
GME00130438,53.1875,12.4964,66,,WITTSTOCK-ROTE MUHLE,,,TMAX,1994,2022
GME00130486,48.2958,8.24,291,,WOLFACH,,,TMAX,1958,2022
GME00130510,52.3975,10.6908,82,,WOLFSBURG (SUDWEST),,,TMAX,1981,2022
GME00130534,49.6056,8.3667,88,,WORMS,,,TMAX,1936,2022
GME00130570,52.4581,9.4281,57,,WUNSTORF,,,PRCP,1941,2022
GME00130582,51.2258,7.1058,130,,WUPPERTAL-BUCHENHOFEN,,,TMAX,1937,2022
GME00130618,47.6789,8.3806,398,,WUTOSCHINGEN-OFTERINGEN,,,TMAX,1961,2022
GME00130630,54.6942,8.5281,8,,WRIXUM/FOHR,,,PRCP,1887,2022
GME00130642,52.9681,13.3281,51,,ZEHDENICK,,,TMAX,1948,2022
GME00130654,51.0539,12.1442,170,,ZEITZ,,,TMAX,1952,2022
GME00130702,50.7328,13.7531,877,,ZINNWALD-GEORGENFELD,,,TMAX,1971,2022
GME00130726,50.6892,12.4342,353,,LICHTENTANNE,,,TMAX,1863,2022
GME00130738,49.0292,13.2403,615,,ZWIESEL,,,TMAX,1998,2022
GME00130786,52.6206,12.7889,40,,BERGE,,,TMAX,1953,2022
GME00130858,51.1331,9.52,254,,MELSUNGEN-BURSTOSS,,,PRCP,1950,2022
GME00130870,53.3931,10.6892,45,,BOIZENBURG,,,TMAX,1947,2022
GME00130906,54.6408,10.0244,2,,SCHONHAGEN (OSTSEEBAD),,,TMAX,1998,2022
GME00130918,47.6758,12.4708,685,,REIT IM WINKL,,,TMAX,1945,2022
GME00130990,50.7364,7.1939,159,,BONN-ROLEBER,,,TMAX,2000,2022
GME00131002,48.0744,10.2014,592,,BOOS,,,PRCP,1950,2022
GME00131026,53.2153,10.4717,62,,WENDISCH EVERN,,,TMAX,1998,2022
GME00131050,54.3208,9.8058,14,,OSTENFELD (RENDSBURG),,,TMAX,1998,2022
GME00131062,53.3856,14.3742,50,,GRAMBOW-SCHWENNENZ,,,TMAX,1998,2022
GME00131098,51.0606,14.4281,290,,SOHLAND/SPREE,,,TMAX,1999,2022
GME00131122,53.6417,8.0828,8,,WANGERLAND-HOOKSIEL,,,TMAX,1999,2022
GME00131134,49.2256,10.6094,455,,WEIDENBACH-WEIHERSCHNEIDBACH,,,TMAX,1999,2022
GME00131146,52.9553,7.3192,8,,DORPEN,,,TMAX,1959,2022
GME00131158,54.1667,10.3539,26,,DORNICK,,,TMAX,1999,2022
GME00131170,52.0206,14.7269,40,,COSCHEN,,,TMAX,2000,2022
GME00131182,51.8742,6.8867,48,,BORKEN IN WESTFALEN,,,TMAX,2004,2022
GME00131242,51.8678,9.2719,258,,LUGDE-PAENBRUCH,,,TMAX,2000,2022
GME00131254,54.2503,13.0431,16,,STEINHAGEN-NEGAST,,,TMAX,2000,2022
GME00131290,49.2417,6.935,190,,SAARBRUCKEN-BURBACH,,,TMAX,2001,2022
GME00131314,47.6853,9.4417,459,,FRIEDRICHSHAFEN-UNTERRADERACH,,,TMAX,2003,2022
GME00131326,49.0217,9.6042,523,,GROSSERLACH-MANNENWEILER,,,TMAX,2004,2022
GME00131338,49.3333,9.705,385,,INGELFINGEN-STACHENHAUSEN,,,TMAX,2002,2022
GME00131350,48.7706,9.875,413,,SCHWABISCH GMUND-WEILER,,,TMAX,2002,2022
GME00131362,47.7744,8.8228,445,,SINGEN,,,TMAX,2004,2022
GME00131374,51.4156,8.6506,457,,BRILON-THULEN,,,TMAX,2004,2022
GME00131386,52.3625,12.3883,36,,WUSTERWITZ,,,TMAX,2004,2022
GME00131398,52.0317,10.9639,112,,PABSTORF,,,TMAX,2004,2022
GME00131410,50.8433,10.2528,283,,MOORGRUND GRAFEN-NITZENDORF,,,TMAX,2004,2022
GME00131422,52.5083,11.8564,36,,DEMKER,,,TMAX,2004,2022
GME00131434,48.6717,9.4633,325,,NOTZINGEN,,,TMAX,2004,2022
GME00131458,51.2078,10.4958,190,,MUHLHAUSEN-GORMAR,,,TMAX,2004,2022
GME00131470,54.1064,13.8258,1,,KARLSHAGEN,,,TMAX,2004,2022
GME00131494,51.0517,13.3025,308,,NOSSEN,,,TMAX,1949,2022
GME00131506,50.0142,9.655,285,,LOHR/MAIN-HALSBACH,,,TMAX,2005,2022
GME00131518,51.7681,7.5203,59,,LUDINGHAUSEN-BROCHTRUP,,,TMAX,2004,2022
GME00131530,50.3956,8.1442,168,,RUNKEL-ENNERICH,,,TMAX,2004,2022
GME00131546,48.2081,11.2044,530,,MAISACH-GALGEN,,,TMAX,2005,2022
GME00131554,50.0589,10.2983,304,,SCHONUNGEN-MAINBERG,,,TMAX,2005,2022
GME00131590,52.405,7.9731,58,,BRAMSCHE,,,PRCP,1931,2022
GME00131674,52.2903,10.4483,81,,BRAUNSCHWEIG,,,TMAX,1961,2022
GME00131746,53.4989,9.1731,3,,BREMERVORDE,,,TMAX,1998,2022
GME00131782,48.7031,11.8506,425,,ELSENDORF-HORNECK,,,TMAX,2005,2022
GME00131818,47.8356,12.6564,721,,SIEGSDORF-HOLL,,,TMAX,2005,2022
GME00131830,52.0728,8.4578,105,,BIELEFELD-DEPPENDORF,,,TMAX,2006,2022
GME00131842,49.0264,8.7164,185,,BRETTEN,,,PRCP,1983,2022
GME00131866,49.7644,9.4064,193,,FREUDENBERG/MAIN-BOXTAL,,,TMAX,2004,2022
GME00131902,54.5281,9.0439,5,,HATTSTEDT,,,TMAX,2005,2022
GME00131938,48.7358,10.7428,434,,DONAUWORTH-OSTERWEILER,,,TMAX,2005,2022
GME00131950,51.1519,11.3331,160,,OLBERSLEBEN,,,TMAX,2005,2022
GME00131962,50.5467,12.2867,465,,TREUEN,,,TMAX,2005,2022
GME00131974,51.4644,7.9789,159,,ARNSBERG-NEHEIM,,,TMAX,2005,2022
GME00131986,48.6106,10.2692,468,,HERMARINGEN-ALLEWIND,,,TMAX,2005,2022
GME00131998,50.6208,13.4831,688,,DEUTSCHNEUDORF-BRUDERWIESE,,,TMAX,2006,2022
GME00132010,49.1094,12.8244,588,,PRACKENBACH-NEUHAUSEL,,,TMAX,2006,2022
GME00132022,53.3175,13.4175,115,,FELDBERG/MECKLENBURG,,,TMAX,2005,2022
GME00132034,51.6831,12.3056,74,,JESSNITZ,,,TMAX,2007,2022
GME00132046,51.9669,9.8042,144,,ALFELD,,,TMAX,2007,2022
GME00132058,51.0025,10.3633,312,,EISENACH,,,TMAX,2007,2022
GME00132070,49.1631,10.3669,475,,FEUCHTWANGEN-HEILBRONN,,,TMAX,2007,2022
GME00132094,49.3919,12.6853,499,,WALDMUNCHEN,,,TMAX,2006,2022
GME00132106,53.6,6.7031,3,,BORKUM-FLUGPLATZ,,,TMAX,2006,2022
GME00132130,52.7458,13.8419,82,,HECKELBERG,,,TMAX,2006,2022
GME00132154,51.4506,14.2542,116,,HOYERSWERDA,,,TMAX,2010,2022
GME00132166,50.0317,11.9742,622,,WUNSIEDEL-SCHONBRUNN,,,TMAX,2006,2022
GME00132178,48.6606,12.5403,350,,GOTTFRIEDING,,,TMAX,2007,2022
GME00132190,50.5083,9.2244,743,,HOHERODSKOPF/VOGELSBERG,,,TMAX,2008,2022
GME00132202,48.6167,13.0519,340,,ALDERSBACH-KRIESTORF,,,TMAX,1959,2022
GME00132214,47.7964,10.0333,672,,LEUTKIRCH-HERLAZHOFEN,,,TMAX,2007,2022
GME00132226,50.7531,9.0233,350,,NEU-ULRICHSTEIN,,,TMAX,2011,2022
GME00132238,50.0092,9.425,340,,NEUHUTTEN/SPESSART,,,TMAX,2006,2022
GME00132250,50.6619,12.0769,390,,LANGENWETZENDORF-GOTTENDORF,,,TMAX,2006,2022
GME00132262,51.1056,11.7125,246,,KREIPITZSCH BEI BAD KOSEN,,,TMAX,2007,2022
GME00132274,47.7731,12.9089,458,,PIDING,,,TMAX,2006,2022
GME00132286,54.0206,9.9267,17,,PADENSTEDT (PONY-PARK),,,TMAX,2007,2022
GME00132298,50.4178,10.8167,397,,VEILSDORF,,,TMAX,2007,2022
GME00132310,48.0139,11.5539,604,,OBERHACHING-LAUFZORN,,,TMAX,2007,2022
GME00132322,52.6439,10.6642,72,,WITTINGEN-VORHOP,,,TMAX,2007,2022
GME00132334,49.5192,9.3225,340,,KR. NECKAR-ODENWALD BUCHEN,,,TMAX,1935,2022
GME00132346,47.9631,7.9989,445,,BUCHENBACH,,,TMAX,1990,2022
GME00132358,53.3567,9.9367,77,,BUCHHOLZ IN DER NORDHEIDE,,,TMAX,1976,2022
GME00132370,50.1739,7.0631,477,,BUCHEL (FLUGPLATZ),,,PRCP,2001,2022
GME00132382,52.2817,9.0878,68,,BUCKEBURG,,,PRCP,1978,2022
GME00132430,52.4864,7.9128,65,,ALFHAUSEN,,,TMAX,1961,2022
GME00132466,51.0317,8.8156,293,,BURGWALD-BOTTENDORF,,,TMAX,1952,2022
GME00132490,50.4319,12.6128,897,,CARLSFELD,,,TMAX,1989,2022
GME00132502,52.6164,10.0739,33,,CELLE (STADT),,,PRCP,1940,2022
GME00132514,52.5953,10.0281,39,,CELLE,,,PRCP,1979,2022
GME00132526,49.2514,12.6056,389,,PEMFLING-PITZLING,,,PRCP,1931,2022
GME00132538,50.7925,12.8733,418,,CHEMNITZ,,,TMAX,1882,2022
GME00132550,47.8853,12.5417,551,,CHIEMING,,,TMAX,1998,2022
GME00132586,50.3081,10.9692,345,,LAUTERTAL-OBERLAUTER,,,TMAX,1947,2022
GME00132634,51.0783,10.8639,170,,DACHWIG,,,TMAX,1949,2022
GME00132646,49.8817,8.6775,162,,DARMSTADT,,,TMAX,1995,2022
GME00132682,50.7456,9.3467,300,,ALSFELD-EIFA,,,TMAX,1978,2022
GME00132694,47.8017,9.4117,708,,DEGGENHAUSERTAL-AZENWEILER,,,PRCP,1989,2022
GME00132730,49.7631,7.0556,481,,DEUSELBACH,,,TMAX,1950,2022
GME00132778,49.4169,10.6742,405,,DIETENHOFEN,,,PRCP,1985,2022
GME00132790,50.7325,8.2631,314,,DILLENBURG,,,TMAX,1947,2022
GME00132814,48.5569,10.5608,419,,DILLINGEN/DONAU-FRISTINGEN,,,TMAX,2006,2022
GME00132838,50.9181,13.7144,365,,DIPPOLDISWALDE-REINBERG,,,TMAX,1954,2022
GMM00010097,54.2456,13.9125,12,,GREIFSWALDER OIE,,10097,TMAX,1947,2022
GMM00010129,53.5344,8.5769,7,,BREMERHAVEN,,10129,TMAX,1949,2022
GMM00010156,53.805,10.719,16.2,,LUBECK BLANKENSEE,,10156,TMIN,1973,2022
GMM00010161,54.0042,11.1919,15,,BOLTENHAGEN,,10161,TMAX,1947,2022
GMM00010168,53.6069,12.1042,58,,GOLDBERG,,10168,TMAX,1947,2022
GMM00010253,52.9739,11.1392,17,,LUCHOW,,10253,TMAX,1949,2022
